anio	departamento	letra_desc	caes_1	puestos
2016	La Paz	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	118
2016	La Paz	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	255
2016	La Paz	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	19
2016	La Paz	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	117
2016	La Paz	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	278
2016	La Paz	SERVICIOS INMOBILIARIOS	SERVEMP	72
2016	La Paz	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	87
2016	La Paz	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	8
2016	La Paz	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	65
2016	Nogoyá	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	110
2016	Nogoyá	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	3410
2016	Nogoyá	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	721
2016	Nogoyá	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	827
2016	Nogoyá	CONSTRUCCIÓN	CONST	124
2016	Nogoyá	ENSEÑANZA	ENSESALUD	642
2016	Nogoyá	EXPLOTACION DE MINAS Y CANTERAS	PRIM	4
2016	Nogoyá	INDUSTRIA MANUFACTURERA	MANUF	730
2016	Nogoyá	INFORMACIÓN Y COMUNICACIONES	SERVEMP	43
2016	Nogoyá	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	88
2016	Nogoyá	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	211
2016	Nogoyá	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	18
2016	Nogoyá	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	64
2016	Nogoyá	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	100
2016	Nogoyá	SERVICIOS INMOBILIARIOS	SERVEMP	36
2016	Nogoyá	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	64
2016	Nogoyá	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	6
2016	Nogoyá	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	47
2016	Paraná	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	1915
2016	Paraná	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	42162
2016	Paraná	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	1648
2016	Paraná	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	10215
2016	Paraná	CONSTRUCCIÓN	CONST	3549
2016	Paraná	ENSEÑANZA	ENSESALUD	8879
2016	Paraná	EXPLOTACION DE MINAS Y CANTERAS	PRIM	182
2016	Paraná	INDUSTRIA MANUFACTURERA	MANUF	8353
2016	Paraná	INFORMACIÓN Y COMUNICACIONES	SERVEMP	1415
2016	Paraná	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	2281
2016	Paraná	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	2937
2016	Paraná	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	760
2016	Paraná	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	1191
2016	Paraná	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	3156
2016	Paraná	SERVICIOS INMOBILIARIOS	SERVEMP	678
2016	Paraná	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	897
2016	Paraná	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	101
2016	Paraná	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	647
2016	San Salvador	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	32
2016	San Salvador	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	1359
2016	San Salvador	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	480
2016	San Salvador	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	259
2016	San Salvador	CONSTRUCCIÓN	CONST	151
2016	San Salvador	ENSEÑANZA	ENSESALUD	90
2016	San Salvador	EXPLOTACION DE MINAS Y CANTERAS	PRIM	-99
2016	San Salvador	INDUSTRIA MANUFACTURERA	MANUF	511
2016	San Salvador	INFORMACIÓN Y COMUNICACIONES	SERVEMP	32
2016	San Salvador	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	58
2016	San Salvador	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	113
2016	San Salvador	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	-99
2016	San Salvador	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	25
2016	San Salvador	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	31
2016	San Salvador	SERVICIOS INMOBILIARIOS	SERVEMP	28
2016	San Salvador	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	42
2016	San Salvador	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	5
2016	San Salvador	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	21
2016	Tala	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	43
2016	Tala	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	2940
2016	Tala	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	480
2016	Tala	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	369
2016	Tala	CONSTRUCCIÓN	CONST	78
2016	Tala	ENSEÑANZA	ENSESALUD	123
2016	Tala	EXPLOTACION DE MINAS Y CANTERAS	PRIM	6
2016	Tala	INDUSTRIA MANUFACTURERA	MANUF	273
2016	Tala	INFORMACIÓN Y COMUNICACIONES	SERVEMP	38
2016	Tala	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	47
2016	Tala	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	66
2016	Tala	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	4
2016	Tala	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	31
2016	Tala	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	145
2016	Tala	SERVICIOS INMOBILIARIOS	SERVEMP	27
2016	Tala	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	36
2016	Tala	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	17
2016	Tala	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	28
2016	Uruguay	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	360
2016	Uruguay	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	8681
2016	Uruguay	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	611
2016	Uruguay	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	2326
2016	Uruguay	CONSTRUCCIÓN	CONST	981
2016	Uruguay	ENSEÑANZA	ENSESALUD	2894
2016	Uruguay	EXPLOTACION DE MINAS Y CANTERAS	PRIM	88
2016	Uruguay	INDUSTRIA MANUFACTURERA	MANUF	3738
2016	Uruguay	INFORMACIÓN Y COMUNICACIONES	SERVEMP	325
2016	Uruguay	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	565
2016	Uruguay	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	764
2016	Uruguay	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	95
2016	Uruguay	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	353
2016	Uruguay	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	607
2016	Uruguay	SERVICIOS INMOBILIARIOS	SERVEMP	82
2016	Uruguay	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	276
2016	Uruguay	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	13
2016	Uruguay	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	166
2016	Victoria	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	84
2016	Victoria	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	3569
2016	Victoria	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	470
2016	Victoria	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	764
2016	Victoria	CONSTRUCCIÓN	CONST	176
2016	Victoria	ENSEÑANZA	ENSESALUD	453
2016	Victoria	EXPLOTACION DE MINAS Y CANTERAS	PRIM	18
2016	Victoria	INDUSTRIA MANUFACTURERA	MANUF	523
2016	Victoria	INFORMACIÓN Y COMUNICACIONES	SERVEMP	69
2016	Victoria	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	91
2016	Victoria	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	162
2016	Victoria	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	398
2016	Victoria	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	286
2016	Victoria	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	123
2016	Victoria	SERVICIOS INMOBILIARIOS	SERVEMP	62
2016	Victoria	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	70
2016	Victoria	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	-22
2016	Victoria	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	26
2016	Villaguay	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	83
2016	Villaguay	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4401
2016	Villaguay	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	822
2016	Villaguay	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	828
2016	Villaguay	CONSTRUCCIÓN	CONST	264
2016	Villaguay	ENSEÑANZA	ENSESALUD	424
2016	Villaguay	EXPLOTACION DE MINAS Y CANTERAS	PRIM	6
2016	Villaguay	INDUSTRIA MANUFACTURERA	MANUF	489
2016	Villaguay	INFORMACIÓN Y COMUNICACIONES	SERVEMP	66
2016	Villaguay	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	96
2016	Villaguay	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	165
2016	Villaguay	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	16
2016	Villaguay	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	75
2016	Villaguay	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	87
2016	Villaguay	SERVICIOS INMOBILIARIOS	SERVEMP	64
2016	Villaguay	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	46
2016	Villaguay	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	8
2016	Villaguay	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	32
2017	Colón	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	158
2017	Colón	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4924
2017	Colón	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	899
2017	Colón	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	1626
2017	Colón	CONSTRUCCIÓN	CONST	324
2017	Colón	ENSEÑANZA	ENSESALUD	492
2017	Colón	EXPLOTACION DE MINAS Y CANTERAS	PRIM	92
2017	Colón	INDUSTRIA MANUFACTURERA	MANUF	3145
2017	Colón	INFORMACIÓN Y COMUNICACIONES	SERVEMP	139
2017	Colón	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	169
2017	Colón	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	640
2017	Colón	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	82
2017	Colón	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	583
2017	Colón	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	339
2017	Colón	SERVICIOS INMOBILIARIOS	SERVEMP	32
2017	Colón	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	114
2017	Colón	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	5
2017	Colón	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	20
2017	Concordia	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	1099
2017	Concordia	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	15231
2017	Concordia	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	5358
2017	Concordia	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	4449
2017	Concordia	CONSTRUCCIÓN	CONST	1542
2017	Concordia	ENSEÑANZA	ENSESALUD	2445
2017	Concordia	EXPLOTACION DE MINAS Y CANTERAS	PRIM	97
2017	Concordia	INDUSTRIA MANUFACTURERA	MANUF	2835
2017	Concordia	INFORMACIÓN Y COMUNICACIONES	SERVEMP	283
2017	Concordia	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	718
2017	Concordia	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	916
2017	Concordia	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	100
2017	Concordia	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	502
2017	Concordia	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	647
2017	Concordia	SERVICIOS INMOBILIARIOS	SERVEMP	200
2017	Concordia	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	412
2017	Concordia	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	219
2017	Concordia	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	229
2017	Diamante	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	87
2017	Diamante	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4563
2017	Diamante	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	542
2017	Diamante	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	1111
2017	Diamante	CONSTRUCCIÓN	CONST	225
2017	Diamante	ENSEÑANZA	ENSESALUD	1321
2017	Diamante	EXPLOTACION DE MINAS Y CANTERAS	PRIM	26
2017	Diamante	INDUSTRIA MANUFACTURERA	MANUF	1232
2017	Diamante	INFORMACIÓN Y COMUNICACIONES	SERVEMP	78
2017	Diamante	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	109
2017	Diamante	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	353
2017	Diamante	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	38
2017	Diamante	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	78
2017	Diamante	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	381
2017	Diamante	SERVICIOS INMOBILIARIOS	SERVEMP	60
2017	Diamante	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	99
2017	Diamante	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	47
2017	Diamante	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	20
2017	Federación	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	93
2017	Federación	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4927
2017	Federación	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	1524
2017	Federación	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	1644
2017	Federación	CONSTRUCCIÓN	CONST	242
2017	Federación	ENSEÑANZA	ENSESALUD	893
2017	Federación	EXPLOTACION DE MINAS Y CANTERAS	PRIM	17
2017	Federación	INDUSTRIA MANUFACTURERA	MANUF	1642
2017	Federación	INFORMACIÓN Y COMUNICACIONES	SERVEMP	107
2017	Federación	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	145
2017	Federación	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	246
2017	Federación	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	17
2017	Federación	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	454
2017	Federación	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	208
2017	Federación	SERVICIOS INMOBILIARIOS	SERVEMP	59
2017	Federación	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	125
2017	Federación	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	9
2017	Federación	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	71
2017	Federal	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	26
2017	Federal	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	3092
2017	Federal	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	743
2017	Federal	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	400
2017	Federal	CONSTRUCCIÓN	CONST	176
2017	Federal	ENSEÑANZA	ENSESALUD	178
2017	Federal	EXPLOTACION DE MINAS Y CANTERAS	PRIM	5
2017	Federal	INDUSTRIA MANUFACTURERA	MANUF	91
2017	Federal	INFORMACIÓN Y COMUNICACIONES	SERVEMP	12
2017	Federal	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	48
2017	Federal	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	68
2017	Federal	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	11
2017	Federal	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	27
2017	Federal	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	75
2017	Federal	SERVICIOS INMOBILIARIOS	SERVEMP	24
2017	Federal	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	32
2017	Federal	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	3
2017	Federal	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	4
2017	Feliciano	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	13
2017	Feliciano	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	1639
2017	Feliciano	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	364
2017	Feliciano	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	178
2017	Feliciano	CONSTRUCCIÓN	CONST	55
2017	Feliciano	ENSEÑANZA	ENSESALUD	190
2017	Feliciano	EXPLOTACION DE MINAS Y CANTERAS	PRIM	-99
2017	Feliciano	INDUSTRIA MANUFACTURERA	MANUF	38
2017	Feliciano	INFORMACIÓN Y COMUNICACIONES	SERVEMP	6
2017	Feliciano	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	29
2017	Feliciano	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	18
2017	Feliciano	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	-90
2017	Feliciano	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	39
2017	Feliciano	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	16
2017	Feliciano	SERVICIOS INMOBILIARIOS	SERVEMP	11
2017	Feliciano	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	19
2017	Feliciano	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	8
2017	Feliciano	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	4
2017	Gualeguay	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	103
2017	Gualeguay	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4792
2017	Gualeguay	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	990
2017	Gualeguay	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	1088
2017	Gualeguay	CONSTRUCCIÓN	CONST	448
2017	Gualeguay	ENSEÑANZA	ENSESALUD	600
2017	Gualeguay	EXPLOTACION DE MINAS Y CANTERAS	PRIM	11
2017	Gualeguay	INDUSTRIA MANUFACTURERA	MANUF	1692
2017	Gualeguay	INFORMACIÓN Y COMUNICACIONES	SERVEMP	85
2017	Gualeguay	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	137
2017	Gualeguay	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	314
2017	Gualeguay	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	24
2017	Gualeguay	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	95
2017	Gualeguay	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	139
2017	Gualeguay	SERVICIOS INMOBILIARIOS	SERVEMP	57
2017	Gualeguay	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	136
2017	Gualeguay	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	42
2017	Gualeguay	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	34
2017	Gualeguaychú	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	516
2017	Gualeguaychú	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	9840
2017	Gualeguaychú	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	1403
