anio	departamento	letra_desc	caes_1	puestos
2019	Feliciano	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	-56
2019	Feliciano	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	28
2019	Feliciano	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	16
2019	Feliciano	SERVICIOS INMOBILIARIOS	SERVEMP	10
2019	Feliciano	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	19
2019	Feliciano	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	8
2019	Feliciano	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	4
2019	Gualeguay	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	97
2019	Gualeguay	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4824
2019	Gualeguay	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	1001
2019	Gualeguay	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	1069
2019	Gualeguay	CONSTRUCCIÓN	CONST	423
2019	Gualeguay	ENSEÑANZA	ENSESALUD	646
2019	Gualeguay	EXPLOTACION DE MINAS Y CANTERAS	PRIM	8
2019	Gualeguay	INDUSTRIA MANUFACTURERA	MANUF	1645
2019	Gualeguay	INFORMACIÓN Y COMUNICACIONES	SERVEMP	90
2019	Gualeguay	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	130
2019	Gualeguay	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	292
2019	Gualeguay	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	28
2019	Gualeguay	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	102
2019	Gualeguay	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	125
2019	Gualeguay	SERVICIOS INMOBILIARIOS	SERVEMP	50
2019	Gualeguay	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	106
2019	Gualeguay	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	45
2019	Gualeguay	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	32
2019	Gualeguaychú	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	488
2019	Gualeguaychú	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	9984
2019	Gualeguaychú	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	1403
2019	Gualeguaychú	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	2712
2019	Gualeguaychú	CONSTRUCCIÓN	CONST	748
2019	Gualeguaychú	ENSEÑANZA	ENSESALUD	2219
2019	Gualeguaychú	EXPLOTACION DE MINAS Y CANTERAS	PRIM	59
2019	Gualeguaychú	INDUSTRIA MANUFACTURERA	MANUF	3146
2019	Gualeguaychú	INFORMACIÓN Y COMUNICACIONES	SERVEMP	311
2019	Gualeguaychú	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	451
2019	Gualeguaychú	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	988
2019	Gualeguaychú	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	191
2019	Gualeguaychú	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	495
2019	Gualeguaychú	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	516
2019	Gualeguaychú	SERVICIOS INMOBILIARIOS	SERVEMP	127
2019	Gualeguaychú	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	316
2019	Gualeguaychú	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	40
2019	Gualeguaychú	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	151
2019	Islas del Ibicuy	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	33
2019	Islas del Ibicuy	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	535
2019	Islas del Ibicuy	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	75
2019	Islas del Ibicuy	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	107
2019	Islas del Ibicuy	CONSTRUCCIÓN	CONST	41
2019	Islas del Ibicuy	ENSEÑANZA	ENSESALUD	71
2019	Islas del Ibicuy	EXPLOTACION DE MINAS Y CANTERAS	PRIM	43
2019	Islas del Ibicuy	INDUSTRIA MANUFACTURERA	MANUF	172
2019	Islas del Ibicuy	INFORMACIÓN Y COMUNICACIONES	SERVEMP	6
2019	Islas del Ibicuy	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	9
2019	Islas del Ibicuy	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	133
2019	Islas del Ibicuy	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	10
2019	Islas del Ibicuy	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	7
2019	Islas del Ibicuy	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	28
2019	Islas del Ibicuy	SERVICIOS INMOBILIARIOS	SERVEMP	5
2019	Islas del Ibicuy	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	9
2019	Islas del Ibicuy	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	10
2019	Islas del Ibicuy	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	8
2019	La Paz	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	144
2019	La Paz	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	5980
2019	La Paz	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	1609
2019	La Paz	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	1019
2019	La Paz	CONSTRUCCIÓN	CONST	380
2019	La Paz	ENSEÑANZA	ENSESALUD	922
2019	La Paz	EXPLOTACION DE MINAS Y CANTERAS	PRIM	69
2019	La Paz	INDUSTRIA MANUFACTURERA	MANUF	868
2019	La Paz	INFORMACIÓN Y COMUNICACIONES	SERVEMP	51
2019	La Paz	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	109
2019	La Paz	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	241
2019	La Paz	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	22
2019	La Paz	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	93
2019	La Paz	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	288
2019	La Paz	SERVICIOS INMOBILIARIOS	SERVEMP	50
2019	La Paz	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	83
2019	La Paz	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	6
2019	La Paz	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	61
2019	Nogoyá	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	89
2019	Nogoyá	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	3492
2019	Nogoyá	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	663
2019	Nogoyá	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	822
2019	Nogoyá	CONSTRUCCIÓN	CONST	124
2019	Nogoyá	ENSEÑANZA	ENSESALUD	669
2019	Nogoyá	EXPLOTACION DE MINAS Y CANTERAS	PRIM	3
2019	Nogoyá	INDUSTRIA MANUFACTURERA	MANUF	778
2019	Nogoyá	INFORMACIÓN Y COMUNICACIONES	SERVEMP	39
2019	Nogoyá	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	78
2019	Nogoyá	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	229
2019	Nogoyá	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	13
2019	Nogoyá	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	57
2019	Nogoyá	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	109
2019	Nogoyá	SERVICIOS INMOBILIARIOS	SERVEMP	29
2019	Nogoyá	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	54
2019	Nogoyá	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	4
2019	Nogoyá	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	50
2019	Paraná	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	2034
2019	Paraná	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	42785
2019	Paraná	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	1564
2019	Paraná	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	10310
2019	Paraná	CONSTRUCCIÓN	CONST	2902
2019	Paraná	ENSEÑANZA	ENSESALUD	9237
2019	Paraná	EXPLOTACION DE MINAS Y CANTERAS	PRIM	182
2019	Paraná	INDUSTRIA MANUFACTURERA	MANUF	8160
2019	Paraná	INFORMACIÓN Y COMUNICACIONES	SERVEMP	1288
2019	Paraná	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	2135
2019	Paraná	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	2941
2019	Paraná	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	788
2019	Paraná	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	1178
2019	Paraná	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	3145
2019	Paraná	SERVICIOS INMOBILIARIOS	SERVEMP	292
2019	Paraná	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	867
2019	Paraná	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	130
2019	Paraná	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	672
2019	San Salvador	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	39
2019	San Salvador	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	1424
2019	San Salvador	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	458
2019	San Salvador	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	254
2019	San Salvador	CONSTRUCCIÓN	CONST	126
2019	San Salvador	ENSEÑANZA	ENSESALUD	93
2019	San Salvador	EXPLOTACION DE MINAS Y CANTERAS	PRIM	-82
2019	San Salvador	INDUSTRIA MANUFACTURERA	MANUF	560
2019	San Salvador	INFORMACIÓN Y COMUNICACIONES	SERVEMP	32
2019	San Salvador	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	56
2019	San Salvador	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	119
2019	San Salvador	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	4
2019	San Salvador	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	22
2019	San Salvador	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	26
2019	San Salvador	SERVICIOS INMOBILIARIOS	SERVEMP	13
2019	San Salvador	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	44
2019	San Salvador	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	5
2019	San Salvador	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	20
2019	Tala	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	50
2019	Tala	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	2994
2019	Tala	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	458
2019	Tala	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	365
2019	Tala	CONSTRUCCIÓN	CONST	68
2019	Tala	ENSEÑANZA	ENSESALUD	145
2019	Tala	EXPLOTACION DE MINAS Y CANTERAS	PRIM	9
2019	Tala	INDUSTRIA MANUFACTURERA	MANUF	251
2019	Tala	INFORMACIÓN Y COMUNICACIONES	SERVEMP	38
2019	Tala	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	53
2019	Tala	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	87
2019	Tala	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	9
2019	Tala	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	35
2019	Tala	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	133
2019	Tala	SERVICIOS INMOBILIARIOS	SERVEMP	24
2019	Tala	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	35
2019	Tala	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	16
2019	Tala	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	27
2019	Uruguay	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	342
2019	Uruguay	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	8366
2019	Uruguay	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	696
2019	Uruguay	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	2347
2019	Uruguay	CONSTRUCCIÓN	CONST	833
2019	Uruguay	ENSEÑANZA	ENSESALUD	3000
2019	Uruguay	EXPLOTACION DE MINAS Y CANTERAS	PRIM	77
2019	Uruguay	INDUSTRIA MANUFACTURERA	MANUF	3676
2019	Uruguay	INFORMACIÓN Y COMUNICACIONES	SERVEMP	343
2019	Uruguay	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	549
2019	Uruguay	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	764
2019	Uruguay	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	96
2019	Uruguay	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	363
2019	Uruguay	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	577
2019	Uruguay	SERVICIOS INMOBILIARIOS	SERVEMP	63
2019	Uruguay	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	290
2019	Uruguay	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	12
2019	Uruguay	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	155
2019	Victoria	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	69
2019	Victoria	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	3701
2019	Victoria	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	459
2019	Victoria	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	787
2019	Victoria	CONSTRUCCIÓN	CONST	148
2019	Victoria	ENSEÑANZA	ENSESALUD	452
2019	Victoria	EXPLOTACION DE MINAS Y CANTERAS	PRIM	15
2019	Victoria	INDUSTRIA MANUFACTURERA	MANUF	550
2019	Victoria	INFORMACIÓN Y COMUNICACIONES	SERVEMP	79
2019	Victoria	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	80
2019	Victoria	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	159
2019	Victoria	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	362
2019	Victoria	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	290
2019	Victoria	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	109
2019	Victoria	SERVICIOS INMOBILIARIOS	SERVEMP	28
2019	Victoria	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	65
2019	Victoria	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	-99
2019	Victoria	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	27
2019	Villaguay	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	85
2019	Villaguay	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4497
2019	Villaguay	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	814
2019	Villaguay	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	837
2019	Villaguay	CONSTRUCCIÓN	CONST	244
2019	Villaguay	ENSEÑANZA	ENSESALUD	455
2019	Villaguay	EXPLOTACION DE MINAS Y CANTERAS	PRIM	8
2019	Villaguay	INDUSTRIA MANUFACTURERA	MANUF	486
2019	Villaguay	INFORMACIÓN Y COMUNICACIONES	SERVEMP	79
2019	Villaguay	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	89
2019	Villaguay	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	184
2019	Villaguay	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	19
2019	Villaguay	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	72
2019	Villaguay	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	91
2019	Villaguay	SERVICIOS INMOBILIARIOS	SERVEMP	39
2019	Villaguay	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	60
2019	Villaguay	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	9
2019	Villaguay	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	32
2020	Colón	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	149
2020	Colón	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	5142
2020	Colón	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	934
2020	Colón	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	1532
2020	Colón	CONSTRUCCIÓN	CONST	161
2020	Colón	ENSEÑANZA	ENSESALUD	503
2020	Colón	EXPLOTACION DE MINAS Y CANTERAS	PRIM	89
2020	Colón	INDUSTRIA MANUFACTURERA	MANUF	3260
2020	Colón	INFORMACIÓN Y COMUNICACIONES	SERVEMP	139
2020	Colón	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	166
2020	Colón	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	599
2020	Colón	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	81
2020	Colón	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	505
2020	Colón	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	360
2020	Colón	SERVICIOS INMOBILIARIOS	SERVEMP	20
2020	Colón	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	103
2020	Colón	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	7
2020	Colón	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	18
2020	Concordia	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	731
2020	Concordia	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	14786
2020	Concordia	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	4892
2020	Concordia	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	3837
2020	Concordia	CONSTRUCCIÓN	CONST	1237
2020	Concordia	ENSEÑANZA	ENSESALUD	2543
2020	Concordia	EXPLOTACION DE MINAS Y CANTERAS	PRIM	82
2020	Concordia	INDUSTRIA MANUFACTURERA	MANUF	2795
2020	Concordia	INFORMACIÓN Y COMUNICACIONES	SERVEMP	306
2020	Concordia	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	672
2020	Concordia	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	969
2020	Concordia	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	81
2020	Concordia	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	494
2020	Concordia	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	595
2020	Concordia	SERVICIOS INMOBILIARIOS	SERVEMP	148
2020	Concordia	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	306
2020	Concordia	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	196
2020	Concordia	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	236
2020	Diamante	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	72
2020	Diamante	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4603
2020	Diamante	AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA	PRIM	563
2020	Diamante	COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS	COMHOTREST	1060
2020	Diamante	CONSTRUCCIÓN	CONST	152
2020	Diamante	ENSEÑANZA	ENSESALUD	1313
2020	Diamante	EXPLOTACION DE MINAS Y CANTERAS	PRIM	26
2020	Diamante	INDUSTRIA MANUFACTURERA	MANUF	1373
2020	Diamante	INFORMACIÓN Y COMUNICACIONES	SERVEMP	88
2020	Diamante	INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS	SERVEMP	103
2020	Diamante	SERVICIO DE TRANSPORTE Y ALMACENAMIENTO	SERVEMP	312
2020	Diamante	SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO	SOCADMIN	31
2020	Diamante	SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA	COMHOTREST	86
2020	Diamante	SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES	SOCADMIN	395
2020	Diamante	SERVICIOS INMOBILIARIOS	SERVEMP	22
2020	Diamante	SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS	SERVEMP	81
2020	Diamante	SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO	CONST	51
2020	Diamante	SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO	CONST	24
2020	Federación	ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO	SERVEMP	88
2020	Federación	ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA	SOCADMIN	4817
