COMHOTREST	CONST	ENSESALUD	MANUF	PRIM	SERVEMP	SOCADMIN	depto
0.6836985274126324	0.25872416684662153	0.2600313228437837	1.2822892854466736	0.681567102036133	0.5846412686922151	0.5103580604430383	Colón
1.1481787919876865	1.8272812709498767	0.9601043254292224	0.8378849592146709	2.1688101103053823	1.15799433449387	0.9973589921929568	Concordia
0.8645060606843692	0.6720301702245473	1.2769367878227003	1.1040865401570317	0.7667877151518973	0.6795238000718593	0.9343312293875987	Diamante
1.1400255641109533	0.48360434853729545	0.7832962508715674	1.0793386278620245	1.516352435761004	0.6068568453903781	0.7728322786938566	Federación
1.2851703552536704	2.6833797951894027	0.924255478228033	0.32669362302030236	4.384598291400991	0.9514921742093823	2.627454557734253	Federal
1.0978398569900083	2.6162129279864774	1.416849444950827	0.4453687256757928	2.6592274622100343	0.8777810793788017	2.8016117932697835	Feliciano
0.7551549096635568	0.920534091678694	0.584792543732022	1.1626815799827703	1.0938923262453486	0.6070581083283637	0.7131441656859638	Gualeguay
0.912008242752166	0.7614450354812631	0.9097974091056987	1.0693339392716954	0.7762213415990887	1.0661988548669858	0.7996661630553826	Gualeguaychú
0.44568104977151696	1.1302127775083453	0.5085434977854818	0.9519622417368065	1.487227854080249	1.813284472668427	0.7938468970358787	Islas.del.Ibicuy
0.9509641739292707	1.246953289087719	1.1473257796082654	0.8388019551547371	2.6242291927706165	0.7749518630783235	1.3329140890753326	La.Paz
1.0493178843002398	0.460838632167061	1.0911414685177463	1.0151289041707885	1.3430512590388923	0.8222858405177867	0.9929417109049756	Nogoyá
1.1568454599303275	1.1115695966311039	1.3026109875452763	0.9256042857536851	0.34812224544202724	1.2789587263537976	1.2199617238147171	Paraná
0.5902212001216292	0.9269871504292891	0.28205897468137064	1.1827293608324307	1.0205064689986898	0.7644434201739595	0.6635078143076726	San.Salvador
1.0511205359571187	0.8654928219586325	0.5511225534143697	0.7050620475419489	2.21162906391297	1.0382299741247096	2.0363154078150725	Tala
0.7516251470776035	0.8507045639026499	1.2029755491201692	1.1566860421684118	0.4137880429614654	0.9462071048419115	0.63966867996433	Uruguay
1.3733243078528425	0.28639982835346384	0.8778377070602253	0.8799091856184178	1.1754057582976494	0.8497549981495665	1.5650198860298232	Victoria
1.3387156616983646	1.8034073238680655	0.8637927796338679	0.7410830037641212	2.1961927203720535	1.0289598420300003	1.4714386863601068	Villaguay
