year	depto	letra	puestos
2019	Uruguay	J	343
2019	Uruguay	K	525
2019	Uruguay	L	63
2019	Uruguay	M	171
2019	Uruguay	N	343
2019	Uruguay	Otro	55
2019	Uruguay	P	1557
2019	Uruguay	Q	431
2019	Uruguay	R	99
2019	Uruguay	S	560
2019	Victoria	A	459
2019	Victoria	B	14
2019	Victoria	C	547
2019	Victoria	D	27
2019	Victoria	E	0
2019	Victoria	F	148
2019	Victoria	G	787
2019	Victoria	H	158
2019	Victoria	I	290
2019	Victoria	J	78
2019	Victoria	K	80
2019	Victoria	L	28
2019	Victoria	M	63
2019	Victoria	N	68
2019	Victoria	Otro	11
2019	Victoria	P	429
2019	Victoria	Q	120
2019	Victoria	R	361
2019	Victoria	S	108
2019	Villaguay	A	813
2019	Villaguay	B	5
2019	Villaguay	C	488
2019	Villaguay	D	32
2019	Villaguay	E	9
2019	Villaguay	F	244
2019	Villaguay	G	837
2019	Villaguay	H	183
2019	Villaguay	I	72
2019	Villaguay	J	81
2019	Villaguay	K	89
2019	Villaguay	L	39
2019	Villaguay	M	58
2019	Villaguay	N	84
2019	Villaguay	Otro	6
2019	Villaguay	P	300
2019	Villaguay	Q	133
2019	Villaguay	R	18
2019	Villaguay	S	89
2020	Colón	A	934
2020	Colón	B	89
2020	Colón	C	3257
2020	Colón	D	18
2020	Colón	E	11
2020	Colón	F	161
2020	Colón	G	1532
2020	Colón	H	598
2020	Colón	I	505
2020	Colón	J	141
2020	Colón	K	163
2020	Colón	L	20
2020	Colón	M	94
2020	Colón	N	147
2020	Colón	Otro	17
2020	Colón	P	389
2020	Colón	Q	223
2020	Colón	R	79
2020	Colón	S	354
2020	Concordia	A	4892
2020	Concordia	B	81
2020	Concordia	C	2796
2020	Concordia	D	236
2020	Concordia	E	38
2020	Concordia	F	1236
2020	Concordia	G	3837
2020	Concordia	H	966
2020	Concordia	I	494
2020	Concordia	J	306
2020	Concordia	K	634
2020	Concordia	L	148
2020	Concordia	M	219
2020	Concordia	N	732
2020	Concordia	Otro	59
2020	Concordia	P	1785
2020	Concordia	Q	809
2020	Concordia	R	84
2020	Concordia	S	583
2020	Diamante	A	563
2020	Diamante	B	25
2020	Diamante	C	1371
2020	Diamante	D	24
2020	Diamante	E	19
2020	Diamante	F	152
2020	Diamante	G	1060
2020	Diamante	H	299
2020	Diamante	I	86
2020	Diamante	J	89
2020	Diamante	K	102
2020	Diamante	L	22
2020	Diamante	M	74
2020	Diamante	N	69
2020	Diamante	Otro	3
2020	Diamante	P	1098
2020	Diamante	Q	848
2020	Diamante	R	30
2020	Diamante	S	383
2020	Federación	A	1435
2020	Federación	B	11
2020	Federación	C	1498
2020	Federación	D	75
2020	Federación	E	11
2020	Federación	F	191
2020	Federación	G	1514
2020	Federación	H	190
2020	Federación	I	428
2020	Federación	J	114
2020	Federación	K	122
2020	Federación	L	30
2020	Federación	M	121
2020	Federación	N	90
2020	Federación	Otro	14
2020	Federación	P	575
2020	Federación	Q	179
2020	Federación	R	21
2020	Federación	S	182
2020	Federal	A	709
2020	Federal	B	3
2020	Federal	C	83
2020	Federal	D	5
2020	Federal	E	0
2020	Federal	F	171
2020	Federal	G	383
2020	Federal	H	69
2020	Federal	I	21
2020	Federal	J	9
2020	Federal	K	39
2020	Federal	L	14
2020	Federal	M	29
2020	Federal	N	30
2020	Federal	Otro	7
2020	Federal	P	183
2020	Federal	Q	43
2020	Federal	R	11
2020	Federal	S	81
2020	Feliciano	A	367
2020	Feliciano	B	0
2020	Feliciano	C	37
2020	Feliciano	D	4
2020	Feliciano	E	8
2020	Feliciano	F	80
2020	Feliciano	G	156
2020	Feliciano	H	22
2020	Feliciano	I	28
2020	Feliciano	J	4
2020	Feliciano	K	31
2020	Feliciano	L	13
2020	Feliciano	M	14
2020	Feliciano	N	11
2020	Feliciano	Otro	3
2020	Feliciano	P	72
2020	Feliciano	Q	14
2020	Feliciano	R	0
2020	Feliciano	S	18
2020	Gualeguay	A	979
2020	Gualeguay	B	12
2020	Gualeguay	C	1702
2020	Gualeguay	D	31
2020	Gualeguay	E	46
2020	Gualeguay	F	352
2020	Gualeguay	G	1068
2020	Gualeguay	H	271
2020	Gualeguay	I	97
2020	Gualeguay	J	85
2020	Gualeguay	K	119
2020	Gualeguay	L	48
2020	Gualeguay	M	100
2020	Gualeguay	N	93
2020	Gualeguay	Otro	12
2020	Gualeguay	P	539
2020	Gualeguay	Q	176
2020	Gualeguay	R	28
2020	Gualeguay	S	121
2020	Gualeguaychú	A	1427
2020	Gualeguaychú	B	55
2020	Gualeguaychú	C	3219
2020	Gualeguaychú	D	152
2020	Gualeguaychú	E	42
2020	Gualeguaychú	F	673
2020	Gualeguaychú	G	2662
2020	Gualeguaychú	H	932
2020	Gualeguaychú	I	444
2020	Gualeguaychú	J	321
2020	Gualeguaychú	K	413
2020	Gualeguaychú	L	111
2020	Gualeguaychú	M	288
2020	Gualeguaychú	N	495
2020	Gualeguaychú	Otro	32
2020	Gualeguaychú	P	1758
2020	Gualeguaychú	Q	476
2020	Gualeguaychú	R	178
2020	Gualeguaychú	S	501
2020	Islas del Ibicuy	A	78
2020	Islas del Ibicuy	B	45
2020	Islas del Ibicuy	C	158
2020	Islas del Ibicuy	D	8
2020	Islas del Ibicuy	E	8
2020	Islas del Ibicuy	F	39
2020	Islas del Ibicuy	G	114
2020	Islas del Ibicuy	H	132
2020	Islas del Ibicuy	I	4
2020	Islas del Ibicuy	J	3
2020	Islas del Ibicuy	K	9
2020	Islas del Ibicuy	L	9
2020	Islas del Ibicuy	M	0
2020	Islas del Ibicuy	N	31
2020	Islas del Ibicuy	P	66
2020	Islas del Ibicuy	Q	6
2020	Islas del Ibicuy	R	4
2020	Islas del Ibicuy	S	28
2020	La Paz	A	1625
2020	La Paz	B	60
2020	La Paz	C	874
2020	La Paz	D	61
2020	La Paz	E	6
2020	La Paz	F	294
2020	La Paz	G	1019
2020	La Paz	H	208
2020	La Paz	I	87
2020	La Paz	J	48
2020	La Paz	K	106
2020	La Paz	L	41
2020	La Paz	M	71
2020	La Paz	N	133
2020	La Paz	Otro	10
2020	La Paz	P	795
2020	La Paz	Q	177
2020	La Paz	R	19
2020	La Paz	S	273
2020	Nogoyá	A	664
2020	Nogoyá	B	0
2020	Nogoyá	C	785
2020	Nogoyá	D	52
2020	Nogoyá	E	4
2020	Nogoyá	F	99
2020	Nogoyá	G	827
2020	Nogoyá	H	207
2020	Nogoyá	I	52
2020	Nogoyá	J	39
2020	Nogoyá	K	74
2020	Nogoyá	L	28
2020	Nogoyá	M	45
2020	Nogoyá	N	97
2020	Nogoyá	Otro	0
2020	Nogoyá	P	621
2020	Nogoyá	Q	94
2020	Nogoyá	R	9
2020	Nogoyá	S	108
2020	Paraná	A	1593
2020	Paraná	B	175
2020	Paraná	C	8209
2020	Paraná	D	673
2020	Paraná	E	77
2020	Paraná	F	2307
2020	Paraná	G	10226
2020	Paraná	H	2725
2020	Paraná	I	1011
2020	Paraná	J	1310
2020	Paraná	K	1827
2020	Paraná	L	243
2020	Paraná	M	681
2020	Paraná	N	1996
2020	Paraná	Otro	118
2020	Paraná	P	4977
2020	Paraná	Q	2612
2020	Paraná	R	733
2020	Paraná	S	2749
2020	San Salvador	A	461
2020	San Salvador	B	0
2020	San Salvador	C	557
2020	San Salvador	D	22
2020	San Salvador	E	5
2020	San Salvador	F	113
2020	San Salvador	G	265
2020	San Salvador	H	115
2020	San Salvador	I	22
2020	San Salvador	J	33
2020	San Salvador	K	55
2020	San Salvador	L	11
2020	San Salvador	M	29
2020	San Salvador	N	37
2020	San Salvador	Otro	7
2020	San Salvador	P	73
2020	San Salvador	Q	16
2020	San Salvador	R	4
2020	San Salvador	S	27
2020	Tala	A	453
2020	Tala	B	9
2020	Tala	C	230
2020	Tala	D	28
2020	Tala	E	13
2020	Tala	F	44
2020	Tala	G	358
2020	Tala	H	72
2020	Tala	I	28
2020	Tala	J	40
2020	Tala	K	50
2020	Tala	L	25
2020	Tala	M	31
2020	Tala	N	41
2020	Tala	Otro	5
2020	Tala	P	115
2020	Tala	Q	48
2020	Tala	R	8
2020	Tala	S	127
2020	Uruguay	A	704
2020	Uruguay	B	72
2020	Uruguay	C	3765
2020	Uruguay	D	145
2020	Uruguay	E	11
2020	Uruguay	F	681
2020	Uruguay	G	2279
2020	Uruguay	H	725
2020	Uruguay	I	330
2020	Uruguay	J	350
2020	Uruguay	K	514
2020	Uruguay	L	53
2020	Uruguay	M	157
2020	Uruguay	N	340
2020	Uruguay	Otro	24
2020	Uruguay	P	1546
2020	Uruguay	Q	433
2020	Uruguay	R	89
2020	Uruguay	S	514
2020	Victoria	A	460
2020	Victoria	B	15
2020	Victoria	C	574
2020	Victoria	D	30
2020	Victoria	E	0
2020	Victoria	F	113
2020	Victoria	G	819
2020	Victoria	H	150
2020	Victoria	I	261
2020	Victoria	J	75
2020	Victoria	K	74
2020	Victoria	L	26
2020	Victoria	M	50
2020	Victoria	N	68
2020	Victoria	Otro	8
2020	Victoria	P	421
2020	Victoria	Q	119
2020	Victoria	R	341
2020	Victoria	S	101
2020	Villaguay	A	869
2020	Villaguay	B	4
2020	Villaguay	C	489
2020	Villaguay	D	31
2020	Villaguay	E	9
2020	Villaguay	F	250
2020	Villaguay	G	844
2020	Villaguay	H	161
2020	Villaguay	I	66
2020	Villaguay	J	88
2020	Villaguay	K	86
2020	Villaguay	L	28
2020	Villaguay	M	43
2020	Villaguay	N	85
2020	Villaguay	Otro	5
2020	Villaguay	P	253
2020	Villaguay	Q	133
2020	Villaguay	R	15
2020	Villaguay	S	89
2021	Colón	A	931
2021	Colón	B	97
2021	Colón	C	3372
2021	Colón	D	19
2021	Colón	E	12
2021	Colón	F	176
2021	Colón	G	1532
2021	Colón	H	639
2021	Colón	I	437
2021	Colón	J	143
2021	Colón	K	156
2021	Colón	L	24
2021	Colón	M	87
2021	Colón	N	136
2021	Colón	Otro	16
2021	Colón	P	398
2021	Colón	Q	220
2021	Colón	R	65
2021	Colón	S	332
2021	Concordia	A	4602
2021	Concordia	B	76
2021	Concordia	C	3003
2021	Concordia	D	231
2021	Concordia	E	41
2021	Concordia	F	1580
2021	Concordia	G	3871
2021	Concordia	H	1061
2021	Concordia	I	462
2021	Concordia	J	336
2021	Concordia	K	615
2021	Concordia	L	96
2021	Concordia	M	250
2021	Concordia	N	783
2021	Concordia	Otro	35
2021	Concordia	P	1859
2021	Concordia	Q	837
2021	Concordia	R	85
2021	Concordia	S	588
2021	Diamante	A	574
2021	Diamante	B	27
2021	Diamante	C	1463
2021	Diamante	D	24
2021	Diamante	E	17
2021	Diamante	F	181
2021	Diamante	G	1111
2021	Diamante	H	319
2021	Diamante	I	83
2021	Diamante	J	90
2021	Diamante	K	102
2021	Diamante	L	18
2021	Diamante	M	77
2021	Diamante	N	77
2021	Diamante	Otro	3
2021	Diamante	P	1084
2021	Diamante	Q	847
2021	Diamante	R	27
2021	Diamante	S	387
2021	Federación	A	1358
2021	Federación	B	12
2021	Federación	C	1611
2021	Federación	D	80
2021	Federación	E	12
2021	Federación	F	170
2021	Federación	G	1469
2021	Federación	H	220
2021	Federación	I	395
2021	Federación	J	120
2021	Federación	K	122
2021	Federación	L	24
2021	Federación	M	110
2021	Federación	N	95
2021	Federación	Otro	13
2021	Federación	P	601
2021	Federación	Q	179
2021	Federación	R	19
2021	Federación	S	189
2021	Federal	A	766
2021	Federal	B	6
2021	Federal	C	93
2021	Federal	D	5
2021	Federal	E	3
2021	Federal	F	220
2021	Federal	G	367
2021	Federal	H	83
2021	Federal	I	19
2021	Federal	J	12
2021	Federal	K	38
2021	Federal	L	16
2021	Federal	M	32
2021	Federal	N	31
2021	Federal	Otro	6
2021	Federal	P	192
2021	Federal	Q	46
2021	Federal	R	11
2021	Federal	S	65
2021	Feliciano	A	383
2021	Feliciano	B	0
2021	Feliciano	C	58
2021	Feliciano	D	4
2021	Feliciano	E	8
2021	Feliciano	F	93
2021	Feliciano	G	134
2021	Feliciano	H	26
2021	Feliciano	I	28
2021	Feliciano	J	4
2021	Feliciano	K	29
2021	Feliciano	L	11
2021	Feliciano	M	10
2021	Feliciano	N	15
2021	Feliciano	Otro	0
2021	Feliciano	P	76
2021	Feliciano	Q	17
2021	Feliciano	R	3
2021	Feliciano	S	19
2021	Gualeguay	A	988
2021	Gualeguay	B	13
2021	Gualeguay	C	1788
2021	Gualeguay	D	33
2021	Gualeguay	E	45
2021	Gualeguay	F	344
2021	Gualeguay	G	1118
2021	Gualeguay	H	299
2021	Gualeguay	I	95
2021	Gualeguay	J	92
2021	Gualeguay	K	115
2021	Gualeguay	L	47
2021	Gualeguay	M	95
2021	Gualeguay	N	101
2021	Gualeguay	Otro	10
2021	Gualeguay	P	562
2021	Gualeguay	Q	182
2021	Gualeguay	R	24
2021	Gualeguay	S	121
2021	Gualeguaychú	A	1409
2021	Gualeguaychú	B	57
2021	Gualeguaychú	C	3406
2021	Gualeguaychú	D	156
2021	Gualeguaychú	E	41
2021	Gualeguaychú	F	603
2021	Gualeguaychú	G	2691
2021	Gualeguaychú	H	963
2021	Gualeguaychú	I	389
2021	Gualeguaychú	J	343
2021	Gualeguaychú	K	398
2021	Gualeguaychú	L	115
2021	Gualeguaychú	M	290
2021	Gualeguaychú	N	512
2021	Gualeguaychú	Otro	34
2021	Gualeguaychú	P	1781
2021	Gualeguaychú	Q	485
2021	Gualeguaychú	R	186
2021	Gualeguaychú	S	498
2021	Islas del Ibicuy	A	77
2021	Islas del Ibicuy	B	46
2021	Islas del Ibicuy	C	159
2021	Islas del Ibicuy	D	8
2021	Islas del Ibicuy	E	9
2021	Islas del Ibicuy	F	41
2021	Islas del Ibicuy	G	98
2021	Islas del Ibicuy	H	159
2021	Islas del Ibicuy	I	4
2021	Islas del Ibicuy	J	3
2021	Islas del Ibicuy	K	7
2021	Islas del Ibicuy	L	7
2021	Islas del Ibicuy	M	3
2021	Islas del Ibicuy	N	52
2021	Islas del Ibicuy	P	65
2021	Islas del Ibicuy	Q	7
2021	Islas del Ibicuy	R	4
2021	Islas del Ibicuy	S	28
2021	La Paz	A	1636
2021	La Paz	B	64
2021	La Paz	C	917
2021	La Paz	D	64
2021	La Paz	E	6
2021	La Paz	F	368
2021	La Paz	G	1000
2021	La Paz	H	230
2021	La Paz	I	81
2021	La Paz	J	53
2021	La Paz	K	106
2021	La Paz	L	40
2021	La Paz	M	87
2021	La Paz	N	139
2021	La Paz	Otro	11
2021	La Paz	P	837
2021	La Paz	Q	175
2021	La Paz	R	19
2021	La Paz	S	281
2021	Nogoyá	A	655
2021	Nogoyá	B	0
2021	Nogoyá	C	812
2021	Nogoyá	D	55
2021	Nogoyá	E	4
2021	Nogoyá	F	85
2021	Nogoyá	G	829
2021	Nogoyá	H	233
2021	Nogoyá	I	49
2021	Nogoyá	J	42
2021	Nogoyá	K	77
2021	Nogoyá	L	28
2021	Nogoyá	M	45
2021	Nogoyá	N	97
2021	Nogoyá	P	633
2021	Nogoyá	Q	104
2021	Nogoyá	R	9
2021	Nogoyá	S	108
2021	Paraná	A	1655
2021	Paraná	B	183
2021	Paraná	C	8565
2021	Paraná	D	688
2021	Paraná	E	74
2021	Paraná	F	2602
2021	Paraná	G	10246
2021	Paraná	H	2851
2021	Paraná	I	931
2021	Paraná	J	1366
2021	Paraná	K	1790
2021	Paraná	L	206
2021	Paraná	M	710
2021	Paraná	N	2033
2021	Paraná	Otro	120
2021	Paraná	P	5098
2021	Paraná	Q	2633
2021	Paraná	R	732
2021	Paraná	S	2747
2021	San Salvador	A	469
2021	San Salvador	B	0
2021	San Salvador	C	575
2021	San Salvador	D	22
2021	San Salvador	E	5
2021	San Salvador	F	120
2021	San Salvador	G	283
2021	San Salvador	H	119
2021	San Salvador	I	16
2021	San Salvador	J	39
2021	San Salvador	K	57
2021	San Salvador	L	6
2021	San Salvador	M	29
2021	San Salvador	N	35
2021	San Salvador	Otro	6
2021	San Salvador	P	85
2021	San Salvador	Q	17
2021	San Salvador	R	4
2021	San Salvador	S	27
2021	Tala	A	454
2021	Tala	B	8
2021	Tala	C	243
2021	Tala	D	27
2021	Tala	E	13
2021	Tala	F	61
2021	Tala	G	359
2021	Tala	H	92
2021	Tala	I	27
2021	Tala	J	43
2021	Tala	K	45
2021	Tala	L	24
2021	Tala	M	31
2021	Tala	N	47
2021	Tala	Otro	5
2021	Tala	P	117
2021	Tala	Q	50
2021	Tala	R	8
2021	Tala	S	133
2021	Uruguay	A	719
2021	Uruguay	B	70
2021	Uruguay	C	3840
2021	Uruguay	D	136
2021	Uruguay	E	10
2021	Uruguay	F	764
2021	Uruguay	G	2345
2021	Uruguay	H	869
2021	Uruguay	I	280
2021	Uruguay	J	395
2021	Uruguay	K	515
2021	Uruguay	L	47
2021	Uruguay	M	152
2021	Uruguay	N	353
2021	Uruguay	Otro	16
2021	Uruguay	P	1588
2021	Uruguay	Q	423
2021	Uruguay	R	86
2021	Uruguay	S	517
2021	Victoria	A	473
2021	Victoria	B	14
2021	Victoria	C	614
2021	Victoria	D	31
2021	Victoria	E	3
2021	Victoria	F	169
2021	Victoria	G	818
2021	Victoria	H	167
2021	Victoria	I	239
2021	Victoria	J	73
2021	Victoria	K	76
2021	Victoria	L	20
2021	Victoria	M	56
2021	Victoria	N	67
2021	Victoria	Otro	9
2021	Victoria	P	443
2021	Victoria	Q	117
2021	Victoria	R	329
2021	Victoria	S	102
2021	Villaguay	A	904
2021	Villaguay	B	5
2021	Villaguay	C	504
2021	Villaguay	D	32
2021	Villaguay	E	9
2021	Villaguay	F	339
2021	Villaguay	G	893
2021	Villaguay	H	186
2021	Villaguay	I	63
2021	Villaguay	J	92
2021	Villaguay	K	86
2021	Villaguay	L	27
2021	Villaguay	M	47
2021	Villaguay	N	105
2021	Villaguay	Otro	5
2021	Villaguay	P	291
2021	Villaguay	Q	132
2021	Villaguay	R	13
2021	Villaguay	S	102
2022	Colón	A	975
2022	Colón	B	103
2022	Colón	C	3501
2022	Colón	D	19
2022	Colón	E	13
2022	Colón	F	207
2022	Colón	G	1668
2022	Colón	H	628
2022	Colón	I	566
2022	Colón	J	149
2022	Colón	K	150
2022	Colón	L	22
2022	Colón	M	90
2022	Colón	N	152
2022	Colón	Otro	15
2022	Colón	P	429
2022	Colón	Q	229
2022	Colón	R	78
2022	Colón	S	340
2022	Concordia	A	3706
2022	Concordia	B	90
2022	Concordia	C	3186
2022	Concordia	D	229
2022	Concordia	E	43
2022	Concordia	F	1600
2022	Concordia	G	4075
2022	Concordia	H	1041
2022	Concordia	I	550
2022	Concordia	J	375
2022	Concordia	K	619
2022	Concordia	L	103
2022	Concordia	M	292
2022	Concordia	N	771
2022	Concordia	Otro	35
2022	Concordia	P	1909
2022	Concordia	Q	844
2022	Concordia	R	101
2022	Concordia	S	598
2022	Diamante	A	574
2022	Diamante	B	26
2022	Diamante	C	1503
2022	Diamante	D	25
2022	Diamante	E	20
2022	Diamante	F	208
2022	Diamante	G	1160
2022	Diamante	H	325
2022	Diamante	I	93
2022	Diamante	J	94
2022	Diamante	K	101
2022	Diamante	L	18
2022	Diamante	M	85
2022	Diamante	N	79
2022	Diamante	Otro	4
2022	Diamante	P	1121
2022	Diamante	Q	833
2022	Diamante	R	26
2022	Diamante	S	402
2022	Federación	A	1333
2022	Federación	B	15
2022	Federación	C	1652
2022	Federación	D	80
2022	Federación	E	11
2022	Federación	F	195
2022	Federación	G	1486
2022	Federación	H	235
2022	Federación	I	500
2022	Federación	J	133
2022	Federación	K	125
2022	Federación	L	24
2022	Federación	M	104
2022	Federación	N	109
2022	Federación	Otro	12
2022	Federación	P	624
2022	Federación	Q	187
2022	Federación	R	20
2022	Federación	S	192
2022	Federal	A	770
2022	Federal	B	7
2022	Federal	C	107
2022	Federal	D	6
2022	Federal	E	3
2022	Federal	F	191
2022	Federal	G	373
2022	Federal	H	86
2022	Federal	I	26
2022	Federal	J	13
2022	Federal	K	37
2022	Federal	L	17
2022	Federal	M	39
2022	Federal	N	34
2022	Federal	Otro	7
2022	Federal	P	193
2022	Federal	Q	42
2022	Federal	R	10
2022	Federal	S	69
2022	Feliciano	A	421
2022	Feliciano	B	0
2022	Feliciano	C	65
2022	Feliciano	D	4
2022	Feliciano	E	8
2022	Feliciano	F	94
2022	Feliciano	G	133
2022	Feliciano	H	26
2022	Feliciano	I	34
2022	Feliciano	J	3
2022	Feliciano	K	28
2022	Feliciano	L	13
2022	Feliciano	M	17
2022	Feliciano	N	23
2022	Feliciano	Otro	0
2022	Feliciano	P	78
2022	Feliciano	Q	18
2022	Feliciano	R	0
2022	Feliciano	S	18
2022	Gualeguay	A	1009
2022	Gualeguay	B	17
2022	Gualeguay	C	1794
2022	Gualeguay	D	32
2022	Gualeguay	E	44
2022	Gualeguay	F	405
2022	Gualeguay	G	1211
2022	Gualeguay	H	301
2022	Gualeguay	I	120
2022	Gualeguay	J	100
2022	Gualeguay	K	114
2022	Gualeguay	L	47
2022	Gualeguay	M	98
2022	Gualeguay	N	112
2022	Gualeguay	Otro	11
2022	Gualeguay	P	579
2022	Gualeguay	Q	172
2022	Gualeguay	R	26
2022	Gualeguay	S	126
2022	Gualeguaychú	A	1418
2022	Gualeguaychú	B	63
2022	Gualeguaychú	C	3582
2022	Gualeguaychú	D	160
2022	Gualeguaychú	E	41
2022	Gualeguaychú	F	706
2022	Gualeguaychú	G	2939
2022	Gualeguaychú	H	912
2022	Gualeguaychú	I	487
2022	Gualeguaychú	J	368
2022	Gualeguaychú	K	392
2022	Gualeguaychú	L	112
2022	Gualeguaychú	M	296
2022	Gualeguaychú	N	549
2022	Gualeguaychú	Otro	35
2022	Gualeguaychú	P	1841
2022	Gualeguaychú	Q	497
2022	Gualeguaychú	R	213
2022	Gualeguaychú	S	512
2022	Islas del Ibicuy	A	77
2022	Islas del Ibicuy	B	50
2022	Islas del Ibicuy	C	165
2022	Islas del Ibicuy	D	8
2022	Islas del Ibicuy	E	10
2022	Islas del Ibicuy	F	39
2022	Islas del Ibicuy	G	101
2022	Islas del Ibicuy	H	153
2022	Islas del Ibicuy	I	3
2022	Islas del Ibicuy	J	3
2022	Islas del Ibicuy	K	7
2022	Islas del Ibicuy	L	7
2022	Islas del Ibicuy	M	7
2022	Islas del Ibicuy	N	69
2022	Islas del Ibicuy	Otro	0
2022	Islas del Ibicuy	P	66
2022	Islas del Ibicuy	Q	8
2022	Islas del Ibicuy	R	4
2022	Islas del Ibicuy	S	24
2022	La Paz	A	1691
2022	La Paz	B	73
2022	La Paz	C	968
2022	La Paz	D	64
2022	La Paz	E	6
2022	La Paz	F	446
2022	La Paz	G	1073
2022	La Paz	H	227
2022	La Paz	I	90
2022	La Paz	J	59
2022	La Paz	K	107
2022	La Paz	L	38
2022	La Paz	M	99
2022	La Paz	N	177
2022	La Paz	Otro	13
2022	La Paz	P	890
2022	La Paz	Q	189
2022	La Paz	R	24
2022	La Paz	S	304
2022	Nogoyá	A	678
2022	Nogoyá	B	3
2022	Nogoyá	C	853
2022	Nogoyá	D	53
2022	Nogoyá	E	4
2022	Nogoyá	F	108
2022	Nogoyá	G	837
2022	Nogoyá	H	220
2022	Nogoyá	I	59
2022	Nogoyá	J	48
2022	Nogoyá	K	77
2022	Nogoyá	L	28
2022	Nogoyá	M	55
2022	Nogoyá	N	89
2022	Nogoyá	Otro	0
2022	Nogoyá	P	664
2022	Nogoyá	Q	103
2022	Nogoyá	R	11
2022	Nogoyá	S	109
2022	Paraná	A	1684
2022	Paraná	B	186
2022	Paraná	C	8930
2022	Paraná	D	693
2022	Paraná	E	73
2022	Paraná	F	3284
2022	Paraná	G	10644
2022	Paraná	H	2745
2022	Paraná	I	1162
2022	Paraná	J	1435
2022	Paraná	K	1766
2022	Paraná	L	206
2022	Paraná	M	776
2022	Paraná	N	2120
2022	Paraná	Otro	119
2022	Paraná	P	5315
2022	Paraná	Q	2661
2022	Paraná	R	787
2022	Paraná	S	2763
2022	San Salvador	A	498
2022	San Salvador	B	0
2022	San Salvador	C	583
2022	San Salvador	D	20
2022	San Salvador	E	5
2022	San Salvador	F	154
2022	San Salvador	G	304
2022	San Salvador	H	111
2022	San Salvador	I	19
2022	San Salvador	J	41
2022	San Salvador	K	59
2022	San Salvador	L	6
2022	San Salvador	M	34
2022	San Salvador	N	37
2022	San Salvador	Otro	6
2022	San Salvador	P	97
2022	San Salvador	Q	17
2022	San Salvador	R	5
2022	San Salvador	S	29
2022	Tala	A	456
2022	Tala	B	12
2022	Tala	C	253
2022	Tala	D	26
2022	Tala	E	12
2022	Tala	F	117
2022	Tala	G	369
2022	Tala	H	93
2022	Tala	I	32
2022	Tala	J	45
2022	Tala	K	45
2022	Tala	L	24
2022	Tala	M	24
2022	Tala	N	58
2022	Tala	Otro	6
2022	Tala	P	118
2022	Tala	Q	55
2022	Tala	R	9
2022	Tala	S	141
2022	Uruguay	A	708
2022	Uruguay	B	68
2022	Uruguay	C	4095
2022	Uruguay	D	139
2022	Uruguay	E	13
2022	Uruguay	F	886
2022	Uruguay	G	2397
2022	Uruguay	H	873
2022	Uruguay	I	335
2022	Uruguay	J	428
2022	Uruguay	K	511
2022	Uruguay	L	43
2022	Uruguay	M	150
2022	Uruguay	N	394
2022	Uruguay	Otro	17
2022	Uruguay	P	1642
2022	Uruguay	Q	436
2022	Uruguay	R	88
2022	Uruguay	S	521
2022	Victoria	A	470
2022	Victoria	B	14
2022	Victoria	C	612
2022	Victoria	D	32
2022	Victoria	E	3
2022	Victoria	F	207
2022	Victoria	G	848
2022	Victoria	H	162
2022	Victoria	I	287
2022	Victoria	J	76
2022	Victoria	K	75
2022	Victoria	L	20
2022	Victoria	M	67
2022	Victoria	N	69
2022	Victoria	Otro	7
2022	Victoria	P	462
2022	Victoria	Q	125
2022	Victoria	R	344
2022	Victoria	S	106
2022	Villaguay	A	943
2022	Villaguay	B	5
2022	Villaguay	C	510
2022	Villaguay	D	32
2022	Villaguay	E	10
2022	Villaguay	F	407
2022	Villaguay	G	915
2022	Villaguay	H	185
2022	Villaguay	I	79
2022	Villaguay	J	94
2022	Villaguay	K	88
2022	Villaguay	L	27
2022	Villaguay	M	56
2022	Villaguay	N	119
2022	Villaguay	Otro	5
2022	Villaguay	P	307
2022	Villaguay	Q	136
2022	Villaguay	R	14
2022	Villaguay	S	104
2023	Colón	A	963
2023	Colón	B	98
2023	Colón	C	3555
2023	Colón	D	19
2023	Colón	E	16
2023	Colón	F	230
2023	Colón	G	1852
2023	Colón	H	643
2023	Colón	I	687
2023	Colón	J	147
2023	Colón	K	155
2023	Colón	L	24
2023	Colón	M	95
2023	Colón	N	152
2023	Colón	Otro	15
2023	Colón	P	436
2023	Colón	Q	245
2023	Colón	R	89
2023	Colón	S	354
2023	Concordia	A	3302
2023	Concordia	B	94
2023	Concordia	C	3263
2023	Concordia	D	231
2023	Concordia	E	42
2023	Concordia	F	1559
2023	Concordia	G	4263
2023	Concordia	H	1098
2023	Concordia	I	655
2023	Concordia	J	391
2023	Concordia	K	626
2023	Concordia	L	110
2023	Concordia	M	286
2023	Concordia	N	750
2023	Concordia	Otro	40
2023	Concordia	P	1838
2023	Concordia	Q	865
2023	Concordia	R	103
2023	Concordia	S	625
2023	Diamante	A	581
2023	Diamante	B	27
2023	Diamante	C	1525
2023	Diamante	D	26
2023	Diamante	E	17
2023	Diamante	F	218
2023	Diamante	G	1192
2023	Diamante	H	332
2023	Diamante	I	108
2023	Diamante	J	97
2023	Diamante	K	98
2023	Diamante	L	23
2023	Diamante	M	84
2023	Diamante	N	74
2023	Diamante	Otro	12
2023	Diamante	P	1076
2023	Diamante	Q	836
2023	Diamante	R	34
2023	Diamante	S	404
2023	Federación	A	1319
2023	Federación	B	9
2023	Federación	C	1658
2023	Federación	D	85
