year	depto	letra	puestos
2015	Gualeguaychú	C	3518
2015	Gualeguaychú	D	135
2015	Gualeguaychú	E	51
2015	Gualeguaychú	F	1160
2015	Gualeguaychú	G	2711
2015	Gualeguaychú	H	998
2015	Gualeguaychú	I	519
2015	Gualeguaychú	J	329
2015	Gualeguaychú	K	433
2015	Gualeguaychú	L	216
2015	Gualeguaychú	M	349
2015	Gualeguaychú	N	618
2015	Gualeguaychú	Otro	38
2015	Gualeguaychú	P	1573
2015	Gualeguaychú	Q	493
2015	Gualeguaychú	R	179
2015	Gualeguaychú	S	566
2015	Islas del Ibicuy	A	94
2015	Islas del Ibicuy	B	27
2015	Islas del Ibicuy	C	162
2015	Islas del Ibicuy	D	5
2015	Islas del Ibicuy	E	7
2015	Islas del Ibicuy	F	50
2015	Islas del Ibicuy	G	34
2015	Islas del Ibicuy	H	167
2015	Islas del Ibicuy	I	3
2015	Islas del Ibicuy	J	4
2015	Islas del Ibicuy	K	11
2015	Islas del Ibicuy	L	9
2015	Islas del Ibicuy	M	12
2015	Islas del Ibicuy	N	30
2015	Islas del Ibicuy	Otro	0
2015	Islas del Ibicuy	P	52
2015	Islas del Ibicuy	Q	3
2015	Islas del Ibicuy	R	14
2015	Islas del Ibicuy	S	21
2015	La Paz	A	1466
2015	La Paz	B	58
2015	La Paz	C	901
2015	La Paz	D	59
2015	La Paz	E	8
2015	La Paz	F	511
2015	La Paz	G	1052
2015	La Paz	H	242
2015	La Paz	I	121
2015	La Paz	J	44
2015	La Paz	K	118
2015	La Paz	L	75
2015	La Paz	M	104
2015	La Paz	N	162
2015	La Paz	Otro	12
2015	La Paz	P	664
2015	La Paz	Q	151
2015	La Paz	R	19
2015	La Paz	S	270
2015	Nogoyá	A	739
2015	Nogoyá	B	0
2015	Nogoyá	C	729
2015	Nogoyá	D	37
2015	Nogoyá	E	8
2015	Nogoyá	F	165
2015	Nogoyá	G	838
2015	Nogoyá	H	216
2015	Nogoyá	I	56
2015	Nogoyá	J	39
2015	Nogoyá	K	87
2015	Nogoyá	L	44
2015	Nogoyá	M	60
2015	Nogoyá	N	130
2015	Nogoyá	Otro	7
2015	Nogoyá	P	586
2015	Nogoyá	Q	88
2015	Nogoyá	R	20
2015	Nogoyá	S	95
2015	Paraná	A	1694
2015	Paraná	B	181
2015	Paraná	C	8356
2015	Paraná	D	556
2015	Paraná	E	58
2015	Paraná	F	3907
2015	Paraná	G	9967
2015	Paraná	H	2886
2015	Paraná	I	1189
2015	Paraná	J	1417
2015	Paraná	K	1991
2015	Paraná	L	865
2015	Paraná	M	814
2015	Paraná	N	1912
2015	Paraná	Otro	146
2015	Paraná	P	4576
2015	Paraná	Q	2437
2015	Paraná	R	741
2015	Paraná	S	2786
2015	San Salvador	A	507
2015	San Salvador	B	0
2015	San Salvador	C	462
2015	San Salvador	D	16
2015	San Salvador	E	4
2015	San Salvador	F	199
2015	San Salvador	G	249
2015	San Salvador	H	106
2015	San Salvador	I	21
2015	San Salvador	J	28
2015	San Salvador	K	57
2015	San Salvador	L	31
2015	San Salvador	M	33
2015	San Salvador	N	40
2015	San Salvador	Otro	8
2015	San Salvador	P	64
2015	San Salvador	Q	12
2015	San Salvador	R	0
2015	San Salvador	S	27
2015	Tala	A	484
2015	Tala	B	7
2015	Tala	C	274
2015	Tala	D	24
2015	Tala	E	16
2015	Tala	F	113
2015	Tala	G	382
2015	Tala	H	78
2015	Tala	I	27
2015	Tala	J	38
2015	Tala	K	44
2015	Tala	L	31
2015	Tala	M	37
2015	Tala	N	48
2015	Tala	Otro	14
2015	Tala	P	89
2015	Tala	Q	44
2015	Tala	R	7
2015	Tala	S	142
2015	Uruguay	A	607
2015	Uruguay	B	85
2015	Uruguay	C	3665
2015	Uruguay	D	140
2015	Uruguay	E	11
2015	Uruguay	F	1078
2015	Uruguay	G	2331
2015	Uruguay	H	790
2015	Uruguay	I	361
2015	Uruguay	J	322
2015	Uruguay	K	543
2015	Uruguay	L	97
2015	Uruguay	M	163
2015	Uruguay	N	395
2015	Uruguay	Otro	89
2015	Uruguay	P	1460
2015	Uruguay	Q	419
2015	Uruguay	R	95
2015	Uruguay	S	596
2015	Victoria	A	475
2015	Victoria	B	18
2015	Victoria	C	550
2015	Victoria	D	23
2015	Victoria	E	5
2015	Victoria	F	302
2015	Victoria	G	797
2015	Victoria	H	172
2015	Victoria	I	305
2015	Victoria	J	69
2015	Victoria	K	93
2015	Victoria	L	68
2015	Victoria	M	82
2015	Victoria	N	86
2015	Victoria	Otro	10
2015	Victoria	P	439
2015	Victoria	Q	125
2015	Victoria	R	411
2015	Victoria	S	115
2015	Villaguay	A	848
2015	Villaguay	B	0
2015	Villaguay	C	494
2015	Villaguay	D	32
2015	Villaguay	E	8
2015	Villaguay	F	346
2015	Villaguay	G	789
2015	Villaguay	H	173
2015	Villaguay	I	73
2015	Villaguay	J	67
2015	Villaguay	K	92
2015	Villaguay	L	77
2015	Villaguay	M	41
2015	Villaguay	N	89
2015	Villaguay	Otro	7
2015	Villaguay	P	258
2015	Villaguay	Q	107
2015	Villaguay	R	19
2015	Villaguay	S	85
2016	Colón	A	882
2016	Colón	B	88
2016	Colón	C	3260
2016	Colón	D	21
2016	Colón	E	8
2016	Colón	F	358
2016	Colón	G	1604
2016	Colón	H	610
2016	Colón	I	577
2016	Colón	J	136
2016	Colón	K	174
2016	Colón	L	42
2016	Colón	M	102
2016	Colón	N	168
2016	Colón	Otro	19
2016	Colón	P	407
2016	Colón	Q	215
2016	Colón	R	81
2016	Colón	S	337
2016	Concordia	A	5615
2016	Concordia	B	108
2016	Concordia	C	2800
2016	Concordia	D	224
2016	Concordia	E	39
2016	Concordia	F	1484
2016	Concordia	G	4421
2016	Concordia	H	894
2016	Concordia	I	530
2016	Concordia	J	269
2016	Concordia	K	683
2016	Concordia	L	210
2016	Concordia	M	286
2016	Concordia	N	1240
2016	Concordia	Otro	182
2016	Concordia	P	1690
2016	Concordia	Q	702
2016	Concordia	R	79
2016	Concordia	S	638
2016	Diamante	A	561
2016	Diamante	B	28
2016	Diamante	C	1245
2016	Diamante	D	16
2016	Diamante	E	18
2016	Diamante	F	208
2016	Diamante	G	1106
2016	Diamante	H	311
2016	Diamante	I	84
2016	Diamante	J	72
2016	Diamante	K	107
2016	Diamante	L	68
2016	Diamante	M	82
2016	Diamante	N	93
2016	Diamante	Otro	6
2016	Diamante	P	1102
2016	Diamante	Q	827
2016	Diamante	R	35
2016	Diamante	S	370
2016	Federación	A	1551
2016	Federación	B	21
2016	Federación	C	1612
2016	Federación	D	70
2016	Federación	E	9
2016	Federación	F	215
2016	Federación	G	1643
2016	Federación	H	257
2016	Federación	I	429
2016	Federación	J	104
2016	Federación	K	146
2016	Federación	L	76
2016	Federación	M	121
2016	Federación	N	98
2016	Federación	Otro	12
2016	Federación	P	627
2016	Federación	Q	168
2016	Federación	R	14
2016	Federación	S	203
2016	Federal	A	728
2016	Federal	B	0
2016	Federal	C	86
2016	Federal	D	4
2016	Federal	E	0
2016	Federal	F	132
2016	Federal	G	407
2016	Federal	H	64
2016	Federal	I	25
2016	Federal	J	14
2016	Federal	K	42
2016	Federal	L	26
2016	Federal	M	30
2016	Federal	N	28
2016	Federal	Otro	12
2016	Federal	P	157
2016	Federal	Q	42
2016	Federal	R	11
2016	Federal	S	75
2016	Feliciano	A	362
2016	Feliciano	C	28
2016	Feliciano	D	4
2016	Feliciano	E	9
2016	Feliciano	F	38
2016	Feliciano	G	160
2016	Feliciano	H	18
2016	Feliciano	I	38
2016	Feliciano	J	5
2016	Feliciano	K	27
2016	Feliciano	L	13
2016	Feliciano	M	14
2016	Feliciano	N	15
2016	Feliciano	Otro	6
2016	Feliciano	P	91
2016	Feliciano	Q	8
2016	Feliciano	R	4
2016	Feliciano	S	13
2016	Gualeguay	A	986
2016	Gualeguay	B	8
2016	Gualeguay	C	1719
2016	Gualeguay	D	33
2016	Gualeguay	E	44
2016	Gualeguay	F	398
2016	Gualeguay	G	1074
2016	Gualeguay	H	294
2016	Gualeguay	I	105
2016	Gualeguay	J	86
2016	Gualeguay	K	135
2016	Gualeguay	L	67
2016	Gualeguay	M	145
2016	Gualeguay	N	107
2016	Gualeguay	Otro	16
2016	Gualeguay	P	441
2016	Gualeguay	Q	167
2016	Gualeguay	R	25
2016	Gualeguay	S	138
2016	Gualeguaychú	A	1408
2016	Gualeguaychú	B	46
2016	Gualeguaychú	C	3546
2016	Gualeguaychú	D	144
2016	Gualeguaychú	E	40
2016	Gualeguaychú	F	759
2016	Gualeguaychú	G	2760
2016	Gualeguaychú	H	987
2016	Gualeguaychú	I	473
2016	Gualeguaychú	J	324
2016	Gualeguaychú	K	441
2016	Gualeguaychú	L	207
2016	Gualeguaychú	M	325
2016	Gualeguaychú	N	563
2016	Gualeguaychú	Otro	36
2016	Gualeguaychú	P	1634
2016	Gualeguaychú	Q	485
2016	Gualeguaychú	R	175
2016	Gualeguaychú	S	560
2016	Islas del Ibicuy	A	94
2016	Islas del Ibicuy	B	29
2016	Islas del Ibicuy	C	152
2016	Islas del Ibicuy	D	6
2016	Islas del Ibicuy	E	4
2016	Islas del Ibicuy	F	35
2016	Islas del Ibicuy	G	33
2016	Islas del Ibicuy	H	120
2016	Islas del Ibicuy	I	6
2016	Islas del Ibicuy	J	4
2016	Islas del Ibicuy	K	10
2016	Islas del Ibicuy	L	10
2016	Islas del Ibicuy	M	4
2016	Islas del Ibicuy	N	20
2016	Islas del Ibicuy	Otro	0
2016	Islas del Ibicuy	P	58
2016	Islas del Ibicuy	Q	3
2016	Islas del Ibicuy	R	13
2016	Islas del Ibicuy	S	21
2016	La Paz	A	1482
2016	La Paz	B	61
2016	La Paz	C	851
2016	La Paz	D	65
2016	La Paz	E	8
2016	La Paz	F	404
2016	La Paz	G	1021
2016	La Paz	H	251
2016	La Paz	I	117
2016	La Paz	J	44
2016	La Paz	K	117
2016	La Paz	L	72
2016	La Paz	M	79
2016	La Paz	N	145
2016	La Paz	Otro	11
2016	La Paz	P	704
2016	La Paz	Q	156
2016	La Paz	R	18
2016	La Paz	S	272
2016	Nogoyá	A	719
2016	Nogoyá	B	0
2016	Nogoyá	C	729
2016	Nogoyá	D	47
2016	Nogoyá	E	7
2016	Nogoyá	F	125
2016	Nogoyá	G	827
2016	Nogoyá	H	209
2016	Nogoyá	I	63
2016	Nogoyá	J	44
2016	Nogoyá	K	88
2016	Nogoyá	L	36
2016	Nogoyá	M	65
2016	Nogoyá	N	109
2016	Nogoyá	Otro	8
2016	Nogoyá	P	600
2016	Nogoyá	Q	89
2016	Nogoyá	R	16
2016	Nogoyá	S	99
2016	Paraná	A	1648
2016	Paraná	B	183
2016	Paraná	C	8349
2016	Paraná	D	640
2016	Paraná	E	62
2016	Paraná	F	3549
2016	Paraná	G	10215
2016	Paraná	H	2927
2016	Paraná	I	1191
2016	Paraná	J	1415
2016	Paraná	K	1986
2016	Paraná	L	678
2016	Paraná	M	745
2016	Paraná	N	1914
2016	Paraná	Otro	156
2016	Paraná	P	4786
2016	Paraná	Q	2464
2016	Paraná	R	760
2016	Paraná	S	2865
2016	San Salvador	A	480
2016	San Salvador	B	0
2016	San Salvador	C	505
2016	San Salvador	D	21
2016	San Salvador	E	4
2016	San Salvador	F	151
2016	San Salvador	G	259
2016	San Salvador	H	113
2016	San Salvador	I	25
2016	San Salvador	J	30
2016	San Salvador	K	55
2016	San Salvador	L	28
2016	San Salvador	M	34
2016	San Salvador	N	35
2016	San Salvador	Otro	8
2016	San Salvador	P	73
2016	San Salvador	Q	14
2016	San Salvador	R	0
2016	San Salvador	S	31
2016	Tala	A	474
2016	Tala	B	6
2016	Tala	C	265
2016	Tala	D	28
2016	Tala	E	17
2016	Tala	F	77
2016	Tala	G	369
2016	Tala	H	67
2016	Tala	I	31
2016	Tala	J	37
2016	Tala	K	45
2016	Tala	L	27
2016	Tala	M	33
2016	Tala	N	44
2016	Tala	Otro	14
2016	Tala	P	94
2016	Tala	Q	47
2016	Tala	R	3
2016	Tala	S	145
2016	Uruguay	A	611
2016	Uruguay	B	87
2016	Uruguay	C	3738
2016	Uruguay	D	166
2016	Uruguay	E	11
2016	Uruguay	F	981
2016	Uruguay	G	2325
2016	Uruguay	H	742
2016	Uruguay	I	352
2016	Uruguay	J	325
2016	Uruguay	K	537
2016	Uruguay	L	82
2016	Uruguay	M	155
2016	Uruguay	N	361
2016	Uruguay	Otro	88
2016	Uruguay	P	1504
2016	Uruguay	Q	437
2016	Uruguay	R	97
2016	Uruguay	S	594
2016	Victoria	A	469
2016	Victoria	B	16
2016	Victoria	C	519
2016	Victoria	D	26
2016	Victoria	E	4
2016	Victoria	F	176
2016	Victoria	G	764
2016	Victoria	H	160
2016	Victoria	I	286
2016	Victoria	J	72
2016	Victoria	K	90
2016	Victoria	L	62
2016	Victoria	M	66
2016	Victoria	N	86
2016	Victoria	Otro	10
2016	Victoria	P	434
2016	Victoria	Q	120
2016	Victoria	R	396
2016	Victoria	S	124
2016	Villaguay	A	821
2016	Villaguay	B	6
2016	Villaguay	C	484
2016	Villaguay	D	32
2016	Villaguay	E	8
2016	Villaguay	F	264
2016	Villaguay	G	828
2016	Villaguay	H	162
2016	Villaguay	I	75
2016	Villaguay	J	68
2016	Villaguay	K	96
2016	Villaguay	L	64
2016	Villaguay	M	45
2016	Villaguay	N	85
2016	Villaguay	Otro	8
2016	Villaguay	P	267
2016	Villaguay	Q	114
2016	Villaguay	R	15
2016	Villaguay	S	87
2017	Colón	A	899
2017	Colón	B	91
2017	Colón	C	3147
2017	Colón	D	20
2017	Colón	E	4
2017	Colón	F	325
2017	Colón	G	1626
2017	Colón	H	638
2017	Colón	I	584
2017	Colón	J	138
2017	Colón	K	165
2017	Colón	L	32
2017	Colón	M	101
2017	Colón	N	160
2017	Colón	Otro	20
2017	Colón	P	401
2017	Colón	Q	224
2017	Colón	R	81
2017	Colón	S	336
2017	Concordia	A	5358
2017	Concordia	B	96
2017	Concordia	C	2834
2017	Concordia	D	229
2017	Concordia	E	38
2017	Concordia	F	1542
2017	Concordia	G	4449
2017	Concordia	H	913
2017	Concordia	I	502
2017	Concordia	J	283
2017	Concordia	K	670
2017	Concordia	L	200
2017	Concordia	M	320
2017	Concordia	N	1099
2017	Concordia	Otro	180
2017	Concordia	P	1736
2017	Concordia	Q	730
2017	Concordia	R	98
2017	Concordia	S	635
2017	Diamante	A	541
2017	Diamante	B	27
2017	Diamante	C	1228
2017	Diamante	D	19
2017	Diamante	E	20
2017	Diamante	F	225
2017	Diamante	G	1111
2017	Diamante	H	342
2017	Diamante	I	79
2017	Diamante	J	77
2017	Diamante	K	105
2017	Diamante	L	60
2017	Diamante	M	89
2017	Diamante	N	87
2017	Diamante	Otro	5
2017	Diamante	P	1110
2017	Diamante	Q	834
2017	Diamante	R	35
2017	Diamante	S	370
2017	Federación	A	1523
2017	Federación	B	17
2017	Federación	C	1635
2017	Federación	D	71
2017	Federación	E	9
2017	Federación	F	243
2017	Federación	G	1644
2017	Federación	H	247
2017	Federación	I	453
2017	Federación	J	104
2017	Federación	K	140
2017	Federación	L	59
2017	Federación	M	121
2017	Federación	N	97
2017	Federación	Otro	12
2017	Federación	P	646
2017	Federación	Q	178
2017	Federación	R	17
2017	Federación	S	205
2017	Federal	A	742
2017	Federal	B	0
2017	Federal	C	87
2017	Federal	D	4
2017	Federal	E	0
2017	Federal	F	176
2017	Federal	G	400
2017	Federal	H	66
2017	Federal	I	27
2017	Federal	J	10
2017	Federal	K	47
2017	Federal	L	24
2017	Federal	M	30
2017	Federal	N	26
2017	Federal	Otro	15
2017	Federal	P	169
2017	Federal	Q	45
2017	Federal	R	10
2017	Federal	S	72
2017	Feliciano	A	362
2017	Feliciano	B	0
2017	Feliciano	C	30
2017	Feliciano	D	4
2017	Feliciano	E	8
2017	Feliciano	F	55
2017	Feliciano	G	178
2017	Feliciano	H	18
2017	Feliciano	I	39
2017	Feliciano	J	5
2017	Feliciano	K	29
2017	Feliciano	L	11
2017	Feliciano	M	13
2017	Feliciano	N	13
2017	Feliciano	Otro	5
2017	Feliciano	P	105
2017	Feliciano	Q	11
2017	Feliciano	R	3
2017	Feliciano	S	13
2017	Gualeguay	A	983
2017	Gualeguay	B	8
2017	Gualeguay	C	1693
2017	Gualeguay	D	34
2017	Gualeguay	E	42
2017	Gualeguay	F	447
2017	Gualeguay	G	1089
2017	Gualeguay	H	314
2017	Gualeguay	I	95
2017	Gualeguay	J	85
2017	Gualeguay	K	136
2017	Gualeguay	L	57
2017	Gualeguay	M	134
2017	Gualeguay	N	105
2017	Gualeguay	Otro	16
2017	Gualeguay	P	485
2017	Gualeguay	Q	172
2017	Gualeguay	R	23
2017	Gualeguay	S	139
2017	Gualeguaychú	A	1402
2017	Gualeguaychú	B	48
2017	Gualeguaychú	C	3416
2017	Gualeguaychú	D	150
2017	Gualeguaychú	E	38
2017	Gualeguaychú	F	767
2017	Gualeguaychú	G	2843
2017	Gualeguaychú	H	1011
2017	Gualeguaychú	I	531
2017	Gualeguaychú	J	300
2017	Gualeguaychú	K	435
2017	Gualeguaychú	L	174
2017	Gualeguaychú	M	276
2017	Gualeguaychú	N	515
2017	Gualeguaychú	Otro	37
2017	Gualeguaychú	P	1688
2017	Gualeguaychú	Q	470
2017	Gualeguaychú	R	171
2017	Gualeguaychú	S	561
2017	Islas del Ibicuy	A	82
2017	Islas del Ibicuy	B	30
2017	Islas del Ibicuy	C	156
2017	Islas del Ibicuy	D	5
2017	Islas del Ibicuy	E	8
2017	Islas del Ibicuy	F	36
2017	Islas del Ibicuy	G	36
2017	Islas del Ibicuy	H	243
2017	Islas del Ibicuy	I	4
2017	Islas del Ibicuy	J	4
2017	Islas del Ibicuy	K	9
2017	Islas del Ibicuy	L	8
2017	Islas del Ibicuy	M	4
2017	Islas del Ibicuy	N	28
2017	Islas del Ibicuy	Otro	0
2017	Islas del Ibicuy	P	59
2017	Islas del Ibicuy	Q	0
2017	Islas del Ibicuy	R	9
2017	Islas del Ibicuy	S	22
2017	La Paz	A	1486
2017	La Paz	B	58
2017	La Paz	C	844
2017	La Paz	D	67
2017	La Paz	E	7
2017	La Paz	F	421
2017	La Paz	G	1010
2017	La Paz	H	246
2017	La Paz	I	101
2017	La Paz	J	46
2017	La Paz	K	117
2017	La Paz	L	63
2017	La Paz	M	74
2017	La Paz	N	151
2017	La Paz	Otro	14
2017	La Paz	P	736
2017	La Paz	Q	160
2017	La Paz	R	20
2017	La Paz	S	267
2017	Nogoyá	A	687
2017	Nogoyá	B	0
2017	Nogoyá	C	779
2017	Nogoyá	D	48
2017	Nogoyá	E	4
2017	Nogoyá	F	127
2017	Nogoyá	G	841
2017	Nogoyá	H	225
2017	Nogoyá	I	61
2017	Nogoyá	J	47
2017	Nogoyá	K	89
2017	Nogoyá	L	33
2017	Nogoyá	M	56
2017	Nogoyá	N	99
2017	Nogoyá	Otro	6
2017	Nogoyá	P	602
2017	Nogoyá	Q	87
2017	Nogoyá	R	16
2017	Nogoyá	S	102
2017	Paraná	A	1611
2017	Paraná	B	180
2017	Paraná	C	8330
2017	Paraná	D	652
2017	Paraná	E	77
2017	Paraná	F	3942
2017	Paraná	G	10450
2017	Paraná	H	3015
2017	Paraná	I	1183
2017	Paraná	J	1434
2017	Paraná	K	1946
2017	Paraná	L	541
2017	Paraná	M	749
2017	Paraná	N	1977
2017	Paraná	Otro	179
2017	Paraná	P	4935
2017	Paraná	Q	2495
2017	Paraná	R	777
2017	Paraná	S	2879
2017	San Salvador	A	478
2017	San Salvador	B	0
2017	San Salvador	C	524
2017	San Salvador	D	21
2017	San Salvador	E	4
2017	San Salvador	F	156
2017	San Salvador	G	261
2017	San Salvador	H	115
2017	San Salvador	I	25
2017	San Salvador	J	26
2017	San Salvador	K	53
2017	San Salvador	L	20
2017	San Salvador	M	33
2017	San Salvador	N	33
2017	San Salvador	Otro	9
2017	San Salvador	P	76
2017	San Salvador	Q	16
2017	San Salvador	R	0
2017	San Salvador	S	31
2017	Tala	A	474
2017	Tala	B	3
2017	Tala	C	263
2017	Tala	D	28
2017	Tala	E	16
2017	Tala	F	99
2017	Tala	G	373
2017	Tala	H	70
2017	Tala	I	35
2017	Tala	J	38
2017	Tala	K	50
2017	Tala	L	22
2017	Tala	M	29
2017	Tala	N	45
2017	Tala	Otro	13
2017	Tala	P	96
2017	Tala	Q	46
2017	Tala	R	6
2017	Tala	S	143
2017	Uruguay	A	686
2017	Uruguay	B	76
2017	Uruguay	C	3665
2017	Uruguay	D	168
2017	Uruguay	E	11
2017	Uruguay	F	997
2017	Uruguay	G	2304
2017	Uruguay	H	755
2017	Uruguay	I	341
2017	Uruguay	J	328
2017	Uruguay	K	534
2017	Uruguay	L	73
2017	Uruguay	M	145
2017	Uruguay	N	361
2017	Uruguay	Otro	82
2017	Uruguay	P	1524
2017	Uruguay	Q	449
2017	Uruguay	R	90
2017	Uruguay	S	606
2017	Victoria	A	466
2017	Victoria	B	14
2017	Victoria	C	511
2017	Victoria	D	25
2017	Victoria	E	0
2017	Victoria	F	185
2017	Victoria	G	796
2017	Victoria	H	167
2017	Victoria	I	296
2017	Victoria	J	69
2017	Victoria	K	84
2017	Victoria	L	49
2017	Victoria	M	64
2017	Victoria	N	79
2017	Victoria	Otro	11
2017	Victoria	P	433
2017	Victoria	Q	118
2017	Victoria	R	369
2017	Victoria	S	122
2017	Villaguay	A	800
2017	Villaguay	B	6
2017	Villaguay	C	485
2017	Villaguay	D	32
2017	Villaguay	E	9
2017	Villaguay	F	271
2017	Villaguay	G	841
