year	depto	letra	clae2_desc	puestos
2021	Uruguay	J	Servicios audiovisuales	8
2021	Uruguay	J	Servicios de programación, consultoría informática y actividades conexas	214
2021	Uruguay	J	Telecomunicaciones	78
2021	Uruguay	K	Servicios auxiliares de la actividad financiera y de seguros	13
2021	Uruguay	K	Servicios de seguros, reaseguros y pensiones	311
2021	Uruguay	K	Servicios financieros (excepto seguros y pensiones)	191
2021	Uruguay	L	Servicios inmobiliarios	47
2021	Uruguay	M	Investigación y desarrollo científico	3
2021	Uruguay	M	Otras actividades profesionales, científicas y técnicas	5
2021	Uruguay	M	Servicios de arquitectura e ingeniería	34
2021	Uruguay	M	Servicios de publicidad e investigación de mercado	8
2021	Uruguay	M	Servicios jurídicos y de contabilidad	78
2021	Uruguay	M	Servicios y asesoramiento de dirección y gestión empresarial	24
2021	Uruguay	N	Actividades administrativas y de apoyo a oficinas y empresas	57
2021	Uruguay	N	Actividades de investigación y seguridad	129
2021	Uruguay	N	Agencias de viajes, servicios de reservas y actividades conexas	6
2021	Uruguay	N	Alquiler y arrendamiento	9
2021	Uruguay	N	Servicios a edificios y actividades de jardinería	141
2021	Uruguay	N	Servicios de obtención y dotación de personal	11
2021	Uruguay	P	Enseñanza	1588
2021	Uruguay	Q	Actividades de atención en instituciones	33
2021	Uruguay	Q	Servicios de salud humana	390
2021	Uruguay	R	Actividades deportivas, recreativas y de entretenimiento	51
2021	Uruguay	R	Juegos de azar y apuestas	26
2021	Uruguay	R	Servicios artísticos y de espectáculos	6
2021	Uruguay	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	3
2021	Uruguay	S	Otros servicios personales	56
2021	Uruguay	S	Reparación de computadoras y equipos de uso doméstico	9
2021	Uruguay	S	Servicios de asociaciones	452
2021	Victoria	Otro	Otros sectores	9
2021	Victoria	A	Agricultura, ganadería, caza y servicios relacionados	446
2021	Victoria	A	Pesca y acuicultura	27
2021	Victoria	B	Actividades de apoyo al petróleo y la minería	NA
2021	Victoria	B	Extracción de minerales metálicos	NA
2021	Victoria	B	Extracción de otros minerales	14
2021	Victoria	B	Extracción de petróleo crudo y gas natural	NA
2021	Victoria	C	Elaboracion de productos farmacéuticos	4
2021	Victoria	C	Elaboración de bebidas	13
2021	Victoria	C	Elaboración de prendas de vestir	NA
2021	Victoria	C	Elaboración de productos alimenticios	362
2021	Victoria	C	Elaboración de productos de cuero y calzado	3
2021	Victoria	C	Elaboración de productos de papel	NA
2021	Victoria	C	Elaboración de productos textiles	NA
2021	Victoria	C	Fabricación de equipo eléctrico	4
2021	Victoria	C	Fabricación de maquinarias	11
2021	Victoria	C	Fabricación de metales comunes	4
2021	Victoria	C	Fabricación de productos de caucho y vidrio	8
2021	Victoria	C	Fabricación de productos de informática, de electrónica y de óptica	4
2021	Victoria	C	Fabricación de productos de vidrio y otros minerales no metálicos	154
2021	Victoria	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	9
2021	Victoria	C	Fabricación de sustancias químicas	14
2021	Victoria	C	Fabricación de vehículos automotores, remolques y semirremolques	15
2021	Victoria	C	Imprentas y editoriales	4
2021	Victoria	C	Otras industrias manufactureras	NA
2021	Victoria	C	Reparación e instalación de maquinaria y equipo	5
2021	Victoria	D	Suministro de electricidad, gas, vapor y aire acondicionado	31
2021	Victoria	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2021	Victoria	F	Actividades especializadas de construcción 	27
2021	Victoria	F	Construcción de edificios y partes	35
2021	Victoria	F	Obras de ingeniería civil	107
2021	Victoria	G	Comercio al por mayor excepto autos y motos	344
2021	Victoria	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	104
2021	Victoria	G	Comercio al por menor excepto autos y motos	370
2021	Victoria	H	Almacenamiento y actividades de apoyo al transporte	32
2021	Victoria	H	Servicio de correo y mensajería	22
2021	Victoria	H	Transporte acuático	4
2021	Victoria	H	Transporte aéreo	NA
2021	Victoria	H	Transporte terrestre y por tuberías	109
2021	Victoria	I	Servicios de alojamiento	153
2021	Victoria	I	Servicios de expendio de alimentos y bebidas	86
2021	Victoria	J	Actividades de procesamiento de información	NA
2021	Victoria	J	Edición	4
2021	Victoria	J	Programación y transmisiones de TV y radio	41
2021	Victoria	J	Servicios audiovisuales	NA
2021	Victoria	J	Servicios de programación, consultoría informática y actividades conexas	18
2021	Victoria	J	Telecomunicaciones	10
2021	Victoria	K	Servicios auxiliares de la actividad financiera y de seguros	4
2021	Victoria	K	Servicios de seguros, reaseguros y pensiones	24
2021	Victoria	K	Servicios financieros (excepto seguros y pensiones)	48
2021	Victoria	L	Servicios inmobiliarios	20
2021	Victoria	M	Investigación y desarrollo científico	4
2021	Victoria	M	Otras actividades profesionales, científicas y técnicas	NA
2021	Victoria	M	Servicios de arquitectura e ingeniería	15
2021	Victoria	M	Servicios de publicidad e investigación de mercado	6
2021	Victoria	M	Servicios jurídicos y de contabilidad	27
2021	Victoria	M	Servicios y asesoramiento de dirección y gestión empresarial	4
2021	Victoria	N	Actividades administrativas y de apoyo a oficinas y empresas	21
2021	Victoria	N	Actividades de investigación y seguridad	16
2021	Victoria	N	Agencias de viajes, servicios de reservas y actividades conexas	3
2021	Victoria	N	Alquiler y arrendamiento	NA
2021	Victoria	N	Servicios a edificios y actividades de jardinería	27
2021	Victoria	N	Servicios de obtención y dotación de personal	NA
2021	Victoria	P	Enseñanza	443
2021	Victoria	Q	Actividades de atención en instituciones	8
2021	Victoria	Q	Servicios de salud humana	109
2021	Victoria	R	Actividades deportivas, recreativas y de entretenimiento	24
2021	Victoria	R	Juegos de azar y apuestas	305
2021	Victoria	S	Otros servicios personales	15
2021	Victoria	S	Reparación de computadoras y equipos de uso doméstico	NA
2021	Victoria	S	Servicios de asociaciones	87
2021	Villaguay	Otro	Otros sectores	5
2021	Villaguay	A	Agricultura, ganadería, caza y servicios relacionados	904
2021	Villaguay	A	Pesca y acuicultura	NA
2021	Villaguay	A	Silvicultura y explotación forestal	NA
2021	Villaguay	B	Actividades de apoyo al petróleo y la minería	NA
2021	Villaguay	B	Extracción de otros minerales	5
2021	Villaguay	B	Extracción de petróleo crudo y gas natural	NA
2021	Villaguay	C	Elaboracion de productos farmacéuticos	3
2021	Villaguay	C	Elaboración de bebidas	3
2021	Villaguay	C	Elaboración de prendas de vestir	NA
2021	Villaguay	C	Elaboración de productos alimenticios	426
2021	Villaguay	C	Elaboración de productos de cuero y calzado	NA
2021	Villaguay	C	Elaboración de productos de madera	NA
2021	Villaguay	C	Elaboración de productos de papel	NA
2021	Villaguay	C	Elaboración de productos textiles	3
2021	Villaguay	C	Fabricación de equipo eléctrico	NA
2021	Villaguay	C	Fabricación de maquinarias	15
2021	Villaguay	C	Fabricación de metales comunes	4
2021	Villaguay	C	Fabricación de muebles	4
2021	Villaguay	C	Fabricación de productos de caucho y vidrio	5
2021	Villaguay	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2021	Villaguay	C	Fabricación de productos de vidrio y otros minerales no metálicos	3
2021	Villaguay	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	15
2021	Villaguay	C	Fabricación de sustancias químicas	14
2021	Villaguay	C	Fabricación de vehículos automotores, remolques y semirremolques	6
2021	Villaguay	C	Imprentas y editoriales	NA
2021	Villaguay	C	Reparación e instalación de maquinaria y equipo	3
2021	Villaguay	D	Suministro de electricidad, gas, vapor y aire acondicionado	32
2021	Villaguay	E	Captación, tratamiento y distribución de agua	9
2021	Villaguay	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2021	Villaguay	F	Actividades especializadas de construcción 	21
2021	Villaguay	F	Construcción de edificios y partes	61
2021	Villaguay	F	Obras de ingeniería civil	257
2021	Villaguay	G	Comercio al por mayor excepto autos y motos	243
2021	Villaguay	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	32
2021	Villaguay	G	Comercio al por menor excepto autos y motos	618
2021	Villaguay	H	Almacenamiento y actividades de apoyo al transporte	19
2021	Villaguay	H	Servicio de correo y mensajería	34
2021	Villaguay	H	Transporte acuático	NA
2021	Villaguay	H	Transporte aéreo	NA
2021	Villaguay	H	Transporte terrestre y por tuberías	133
2021	Villaguay	I	Servicios de alojamiento	17
2021	Villaguay	I	Servicios de expendio de alimentos y bebidas	46
2021	Villaguay	J	Edición	11
2021	Villaguay	J	Programación y transmisiones de TV y radio	41
2021	Villaguay	J	Servicios audiovisuales	4
2021	Villaguay	J	Servicios de programación, consultoría informática y actividades conexas	20
2021	Villaguay	J	Telecomunicaciones	16
2021	Villaguay	K	Servicios auxiliares de la actividad financiera y de seguros	6
2021	Villaguay	K	Servicios de seguros, reaseguros y pensiones	20
2021	Villaguay	K	Servicios financieros (excepto seguros y pensiones)	60
2021	Villaguay	L	Servicios inmobiliarios	27
2021	Villaguay	M	Investigación y desarrollo científico	NA
2021	Villaguay	M	Otras actividades profesionales, científicas y técnicas	3
2021	Villaguay	M	Servicios de arquitectura e ingeniería	8
2021	Villaguay	M	Servicios de publicidad e investigación de mercado	NA
2021	Villaguay	M	Servicios jurídicos y de contabilidad	23
2021	Villaguay	M	Servicios veterinarios	NA
2021	Villaguay	M	Servicios y asesoramiento de dirección y gestión empresarial	13
2021	Villaguay	N	Actividades administrativas y de apoyo a oficinas y empresas	24
2021	Villaguay	N	Actividades de investigación y seguridad	35
2021	Villaguay	N	Agencias de viajes, servicios de reservas y actividades conexas	5
2021	Villaguay	N	Alquiler y arrendamiento	11
2021	Villaguay	N	Servicios a edificios y actividades de jardinería	30
2021	Villaguay	N	Servicios de obtención y dotación de personal	NA
2021	Villaguay	P	Enseñanza	291
2021	Villaguay	Q	Actividades de atención en instituciones	3
2021	Villaguay	Q	Servicios de salud humana	129
2021	Villaguay	R	Actividades deportivas, recreativas y de entretenimiento	9
2021	Villaguay	R	Juegos de azar y apuestas	4
2021	Villaguay	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2021	Villaguay	S	Otros servicios personales	19
2021	Villaguay	S	Reparación de computadoras y equipos de uso doméstico	NA
2021	Villaguay	S	Servicios de asociaciones	83
2022	Colón	Otro	Otros sectores	15
2022	Colón	A	Agricultura, ganadería, caza y servicios relacionados	707
2022	Colón	A	Pesca y acuicultura	105
2022	Colón	A	Silvicultura y explotación forestal	163
2022	Colón	B	Actividades de apoyo al petróleo y la minería	6
2022	Colón	B	Extracción de otros minerales	89
2022	Colón	B	Extracción de petróleo crudo y gas natural	8
2022	Colón	C	Elaboracion de productos farmacéuticos	8
2022	Colón	C	Elaboración de bebidas	11
2022	Colón	C	Elaboración de prendas de vestir	22
2022	Colón	C	Elaboración de productos alimenticios	2879
2022	Colón	C	Elaboración de productos de cuero y calzado	6
2022	Colón	C	Elaboración de productos de madera	324
2022	Colón	C	Elaboración de productos de papel	7
2022	Colón	C	Elaboración de productos textiles	6
2022	Colón	C	Fabricación de equipo eléctrico	6
2022	Colón	C	Fabricación de maquinarias	94
2022	Colón	C	Fabricación de metales comunes	NA
2022	Colón	C	Fabricación de muebles	8
2022	Colón	C	Fabricación de otros equipos de transporte	4
2022	Colón	C	Fabricación de productos de caucho y vidrio	22
2022	Colón	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2022	Colón	C	Fabricación de productos de vidrio y otros minerales no metálicos	7
2022	Colón	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	64
2022	Colón	C	Fabricación de sustancias químicas	7
2022	Colón	C	Fabricación de vehículos automotores, remolques y semirremolques	20
2022	Colón	C	Imprentas y editoriales	3
2022	Colón	C	Otras industrias manufactureras	3
2022	Colón	C	Reparación e instalación de maquinaria y equipo	NA
2022	Colón	D	Suministro de electricidad, gas, vapor y aire acondicionado	19
2022	Colón	E	Captación, tratamiento y distribución de agua	5
2022	Colón	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	8
2022	Colón	F	Actividades especializadas de construcción 	20
2022	Colón	F	Construcción de edificios y partes	91
2022	Colón	F	Obras de ingeniería civil	96
2022	Colón	G	Comercio al por mayor excepto autos y motos	502
2022	Colón	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	102
2022	Colón	G	Comercio al por menor excepto autos y motos	1064
2022	Colón	H	Almacenamiento y actividades de apoyo al transporte	39
2022	Colón	H	Servicio de correo y mensajería	31
2022	Colón	H	Transporte acuático	73
2022	Colón	H	Transporte aéreo	NA
2022	Colón	H	Transporte terrestre y por tuberías	485
2022	Colón	I	Servicios de alojamiento	372
2022	Colón	I	Servicios de expendio de alimentos y bebidas	194
2022	Colón	J	Actividades de procesamiento de información	4
2022	Colón	J	Edición	11
2022	Colón	J	Programación y transmisiones de TV y radio	68
2022	Colón	J	Servicios audiovisuales	5
2022	Colón	J	Servicios de programación, consultoría informática y actividades conexas	48
2022	Colón	J	Telecomunicaciones	13
2022	Colón	K	Servicios auxiliares de la actividad financiera y de seguros	22
2022	Colón	K	Servicios de seguros, reaseguros y pensiones	54
2022	Colón	K	Servicios financieros (excepto seguros y pensiones)	74
2022	Colón	L	Servicios inmobiliarios	22
2022	Colón	M	Investigación y desarrollo científico	NA
2022	Colón	M	Otras actividades profesionales, científicas y técnicas	3
2022	Colón	M	Servicios de arquitectura e ingeniería	13
2022	Colón	M	Servicios de publicidad e investigación de mercado	7
2022	Colón	M	Servicios jurídicos y de contabilidad	54
2022	Colón	M	Servicios veterinarios	NA
2022	Colón	M	Servicios y asesoramiento de dirección y gestión empresarial	13
2022	Colón	N	Actividades administrativas y de apoyo a oficinas y empresas	23
2022	Colón	N	Actividades de investigación y seguridad	35
2022	Colón	N	Agencias de viajes, servicios de reservas y actividades conexas	12
2022	Colón	N	Alquiler y arrendamiento	32
2022	Colón	N	Servicios a edificios y actividades de jardinería	47
2022	Colón	N	Servicios de obtención y dotación de personal	3
2022	Colón	P	Enseñanza	429
2022	Colón	Q	Actividades de atención en instituciones	22
2022	Colón	Q	Actividades de atención sin alojamiento	NA
2022	Colón	Q	Servicios de salud humana	207
2022	Colón	R	Actividades deportivas, recreativas y de entretenimiento	55
2022	Colón	R	Juegos de azar y apuestas	16
2022	Colón	R	Servicios artísticos y de espectáculos	3
2022	Colón	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2022	Colón	S	Otros servicios personales	24
2022	Colón	S	Reparación de computadoras y equipos de uso doméstico	NA
2022	Colón	S	Servicios de asociaciones	316
2022	Concordia	Otro	Otros sectores	35
2022	Concordia	A	Agricultura, ganadería, caza y servicios relacionados	3427
2022	Concordia	A	Pesca y acuicultura	5
2022	Concordia	A	Silvicultura y explotación forestal	274
2022	Concordia	B	Actividades de apoyo al petróleo y la minería	17
2022	Concordia	B	Extracción de minerales metálicos	NA
2022	Concordia	B	Extracción de otros minerales	53
2022	Concordia	B	Extracción de petróleo crudo y gas natural	20
2022	Concordia	C	Elaboracion de productos farmacéuticos	25
2022	Concordia	C	Elaboración de bebidas	185
2022	Concordia	C	Elaboración de prendas de vestir	16
2022	Concordia	C	Elaboración de productos alimenticios	1038
2022	Concordia	C	Elaboración de productos de cuero y calzado	3
2022	Concordia	C	Elaboración de productos de madera	1352
2022	Concordia	C	Elaboración de productos de papel	13
2022	Concordia	C	Elaboración de productos textiles	11
2022	Concordia	C	Fabricación de equipo eléctrico	16
2022	Concordia	C	Fabricación de maquinarias	29
2022	Concordia	C	Fabricación de metales comunes	20
2022	Concordia	C	Fabricación de muebles	12
2022	Concordia	C	Fabricación de otros equipos de transporte	4
2022	Concordia	C	Fabricación de productos de caucho y vidrio	34
2022	Concordia	C	Fabricación de productos de informática, de electrónica y de óptica	25
2022	Concordia	C	Fabricación de productos de vidrio y otros minerales no metálicos	50
2022	Concordia	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	115
2022	Concordia	C	Fabricación de sustancias químicas	128
2022	Concordia	C	Fabricación de vehículos automotores, remolques y semirremolques	23
2022	Concordia	C	Imprentas y editoriales	30
2022	Concordia	C	Otras industrias manufactureras	31
2022	Concordia	C	Reparación e instalación de maquinaria y equipo	26
2022	Concordia	D	Suministro de electricidad, gas, vapor y aire acondicionado	229
2022	Concordia	E	Captación, tratamiento y distribución de agua	25
2022	Concordia	E	Descontaminación y otros servicios	NA
2022	Concordia	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	18
2022	Concordia	F	Actividades especializadas de construcción 	282
2022	Concordia	F	Construcción de edificios y partes	707
2022	Concordia	F	Obras de ingeniería civil	611
2022	Concordia	G	Comercio al por mayor excepto autos y motos	1520
2022	Concordia	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	416
2022	Concordia	G	Comercio al por menor excepto autos y motos	2139
2022	Concordia	H	Almacenamiento y actividades de apoyo al transporte	72
2022	Concordia	H	Servicio de correo y mensajería	96
2022	Concordia	H	Transporte acuático	3
2022	Concordia	H	Transporte aéreo	NA
2022	Concordia	H	Transporte terrestre y por tuberías	870
2022	Concordia	I	Servicios de alojamiento	200
2022	Concordia	I	Servicios de expendio de alimentos y bebidas	350
2022	Concordia	J	Actividades de procesamiento de información	6
2022	Concordia	J	Edición	7
2022	Concordia	J	Programación y transmisiones de TV y radio	127
2022	Concordia	J	Servicios audiovisuales	16
2022	Concordia	J	Servicios de programación, consultoría informática y actividades conexas	130
2022	Concordia	J	Telecomunicaciones	89
2022	Concordia	K	Servicios auxiliares de la actividad financiera y de seguros	52
2022	Concordia	K	Servicios de seguros, reaseguros y pensiones	216
2022	Concordia	K	Servicios financieros (excepto seguros y pensiones)	351
2022	Concordia	L	Servicios inmobiliarios	103
2022	Concordia	M	Investigación y desarrollo científico	11
2022	Concordia	M	Otras actividades profesionales, científicas y técnicas	14
2022	Concordia	M	Servicios de arquitectura e ingeniería	60
2022	Concordia	M	Servicios de publicidad e investigación de mercado	15
2022	Concordia	M	Servicios jurídicos y de contabilidad	129
2022	Concordia	M	Servicios veterinarios	7
2022	Concordia	M	Servicios y asesoramiento de dirección y gestión empresarial	56
2022	Concordia	N	Actividades administrativas y de apoyo a oficinas y empresas	251
2022	Concordia	N	Actividades de investigación y seguridad	220
2022	Concordia	N	Agencias de viajes, servicios de reservas y actividades conexas	44
2022	Concordia	N	Alquiler y arrendamiento	30
2022	Concordia	N	Servicios a edificios y actividades de jardinería	220
2022	Concordia	N	Servicios de obtención y dotación de personal	6
2022	Concordia	P	Enseñanza	1909
2022	Concordia	Q	Actividades de atención en instituciones	26
2022	Concordia	Q	Actividades de atención sin alojamiento	NA
2022	Concordia	Q	Servicios de salud humana	818
2022	Concordia	R	Actividades deportivas, recreativas y de entretenimiento	62
2022	Concordia	R	Juegos de azar y apuestas	32
2022	Concordia	R	Servicios artísticos y de espectáculos	7
2022	Concordia	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2022	Concordia	S	Otros servicios personales	75
2022	Concordia	S	Reparación de computadoras y equipos de uso doméstico	14
2022	Concordia	S	Servicios de asociaciones	509
2022	Diamante	Otro	Otros sectores	4
2022	Diamante	A	Agricultura, ganadería, caza y servicios relacionados	561
2022	Diamante	A	Pesca y acuicultura	13
2022	Diamante	B	Actividades de apoyo al petróleo y la minería	4
2022	Diamante	B	Extracción de minerales metálicos	NA
2022	Diamante	B	Extracción de otros minerales	18
2022	Diamante	B	Extracción de petróleo crudo y gas natural	4
2022	Diamante	C	Elaboracion de productos farmacéuticos	16
2022	Diamante	C	Elaboración de bebidas	45
2022	Diamante	C	Elaboración de prendas de vestir	NA
2022	Diamante	C	Elaboración de productos alimenticios	842
2022	Diamante	C	Elaboración de productos de cuero y calzado	120
2022	Diamante	C	Elaboración de productos de madera	8
2022	Diamante	C	Elaboración de productos de papel	9
2022	Diamante	C	Elaboración de productos textiles	7
2022	Diamante	C	Fabricación de equipo eléctrico	3
2022	Diamante	C	Fabricación de maquinarias	18
2022	Diamante	C	Fabricación de metales comunes	10
2022	Diamante	C	Fabricación de muebles	28
2022	Diamante	C	Fabricación de otros equipos de transporte	12
2022	Diamante	C	Fabricación de productos de caucho y vidrio	115
2022	Diamante	C	Fabricación de productos de informática, de electrónica y de óptica	4
2022	Diamante	C	Fabricación de productos de vidrio y otros minerales no metálicos	40
2022	Diamante	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	98
2022	Diamante	C	Fabricación de sustancias químicas	28
2022	Diamante	C	Fabricación de vehículos automotores, remolques y semirremolques	79
2022	Diamante	C	Imprentas y editoriales	3
2022	Diamante	C	Otras industrias manufactureras	14
2022	Diamante	C	Reparación e instalación de maquinaria y equipo	4
2022	Diamante	D	Suministro de electricidad, gas, vapor y aire acondicionado	25
2022	Diamante	E	Captación, tratamiento y distribución de agua	16
2022	Diamante	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	4
2022	Diamante	F	Actividades especializadas de construcción 	20
2022	Diamante	F	Construcción de edificios y partes	60
2022	Diamante	F	Obras de ingeniería civil	128
2022	Diamante	G	Comercio al por mayor excepto autos y motos	538
2022	Diamante	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	77
2022	Diamante	G	Comercio al por menor excepto autos y motos	545
2022	Diamante	H	Almacenamiento y actividades de apoyo al transporte	38
2022	Diamante	H	Servicio de correo y mensajería	21
2022	Diamante	H	Transporte acuático	4
2022	Diamante	H	Transporte terrestre y por tuberías	262
2022	Diamante	I	Servicios de alojamiento	18
2022	Diamante	I	Servicios de expendio de alimentos y bebidas	75
2022	Diamante	J	Actividades de procesamiento de información	NA
2022	Diamante	J	Edición	16
2022	Diamante	J	Programación y transmisiones de TV y radio	30
2022	Diamante	J	Servicios audiovisuales	NA
2022	Diamante	J	Servicios de programación, consultoría informática y actividades conexas	30
2022	Diamante	J	Telecomunicaciones	18
2022	Diamante	K	Servicios auxiliares de la actividad financiera y de seguros	5
2022	Diamante	K	Servicios de seguros, reaseguros y pensiones	32
2022	Diamante	K	Servicios financieros (excepto seguros y pensiones)	64
2022	Diamante	L	Servicios inmobiliarios	18
2022	Diamante	M	Investigación y desarrollo científico	NA
2022	Diamante	M	Otras actividades profesionales, científicas y técnicas	4
2022	Diamante	M	Servicios de arquitectura e ingeniería	9
2022	Diamante	M	Servicios de publicidad e investigación de mercado	7
2022	Diamante	M	Servicios jurídicos y de contabilidad	58
2022	Diamante	M	Servicios veterinarios	NA
2022	Diamante	M	Servicios y asesoramiento de dirección y gestión empresarial	7
2022	Diamante	N	Actividades administrativas y de apoyo a oficinas y empresas	31
2022	Diamante	N	Actividades de investigación y seguridad	17
2022	Diamante	N	Agencias de viajes, servicios de reservas y actividades conexas	5
2022	Diamante	N	Alquiler y arrendamiento	NA
2022	Diamante	N	Servicios a edificios y actividades de jardinería	23
2022	Diamante	N	Servicios de obtención y dotación de personal	3
2022	Diamante	P	Enseñanza	1121
2022	Diamante	Q	Actividades de atención en instituciones	91
2022	Diamante	Q	Actividades de atención sin alojamiento	NA
2022	Diamante	Q	Servicios de salud humana	742
2022	Diamante	R	Actividades deportivas, recreativas y de entretenimiento	7
2022	Diamante	R	Juegos de azar y apuestas	19
2022	Diamante	R	Servicios artísticos y de espectáculos	NA
2022	Diamante	S	Otros servicios personales	27
2022	Diamante	S	Reparación de computadoras y equipos de uso doméstico	NA
2022	Diamante	S	Servicios de asociaciones	375
2022	Federación	Otro	Otros sectores	12
2022	Federación	A	Agricultura, ganadería, caza y servicios relacionados	1292
2022	Federación	A	Pesca y acuicultura	3
2022	Federación	A	Silvicultura y explotación forestal	38
2022	Federación	B	Actividades de apoyo al petróleo y la minería	3
2022	Federación	B	Extracción de otros minerales	12
2022	Federación	B	Extracción de petróleo crudo y gas natural	NA
2022	Federación	C	Elaboracion de productos farmacéuticos	3
2022	Federación	C	Elaboración de bebidas	23
2022	Federación	C	Elaboración de prendas de vestir	4
2022	Federación	C	Elaboración de productos alimenticios	426
2022	Federación	C	Elaboración de productos de madera	910
2022	Federación	C	Elaboración de productos de papel	4
2022	Federación	C	Elaboración de productos de tabaco	NA
2022	Federación	C	Elaboración de productos textiles	3
2022	Federación	C	Fabricación de equipo eléctrico	13
2022	Federación	C	Fabricación de maquinarias	19
2022	Federación	C	Fabricación de metales comunes	NA
2022	Federación	C	Fabricación de muebles	74
2022	Federación	C	Fabricación de otros equipos de transporte	3
2022	Federación	C	Fabricación de productos de caucho y vidrio	6
2022	Federación	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2022	Federación	C	Fabricación de productos de vidrio y otros minerales no metálicos	24
2022	Federación	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	61
2022	Federación	C	Fabricación de sustancias químicas	51
2022	Federación	C	Fabricación de vehículos automotores, remolques y semirremolques	12
2022	Federación	C	Imprentas y editoriales	6
2022	Federación	C	Otras industrias manufactureras	NA
2022	Federación	C	Reparación e instalación de maquinaria y equipo	10
2022	Federación	D	Suministro de electricidad, gas, vapor y aire acondicionado	80
2022	Federación	E	Captación, tratamiento y distribución de agua	6
2022	Federación	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	5
2022	Federación	F	Actividades especializadas de construcción 	20
2022	Federación	F	Construcción de edificios y partes	73
2022	Federación	F	Obras de ingeniería civil	102
2022	Federación	G	Comercio al por mayor excepto autos y motos	564
2022	Federación	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	147
2022	Federación	G	Comercio al por menor excepto autos y motos	775
2022	Federación	H	Almacenamiento y actividades de apoyo al transporte	13
2022	Federación	H	Servicio de correo y mensajería	19
2022	Federación	H	Transporte acuático	NA
2022	Federación	H	Transporte terrestre y por tuberías	203
2022	Federación	I	Servicios de alojamiento	339
2022	Federación	I	Servicios de expendio de alimentos y bebidas	161
2022	Federación	J	Actividades de procesamiento de información	3
2022	Federación	J	Edición	NA
2022	Federación	J	Programación y transmisiones de TV y radio	43
2022	Federación	J	Servicios audiovisuales	4
2022	Federación	J	Servicios de programación, consultoría informática y actividades conexas	40
2022	Federación	J	Telecomunicaciones	43
2022	Federación	K	Servicios auxiliares de la actividad financiera y de seguros	8
2022	Federación	K	Servicios de seguros, reaseguros y pensiones	29
2022	Federación	K	Servicios financieros (excepto seguros y pensiones)	88
2022	Federación	L	Servicios inmobiliarios	24
2022	Federación	M	Investigación y desarrollo científico	NA
2022	Federación	M	Otras actividades profesionales, científicas y técnicas	3
2022	Federación	M	Servicios de arquitectura e ingeniería	11
2022	Federación	M	Servicios de publicidad e investigación de mercado	NA
2022	Federación	M	Servicios jurídicos y de contabilidad	78
2022	Federación	M	Servicios veterinarios	NA
2022	Federación	M	Servicios y asesoramiento de dirección y gestión empresarial	12
2022	Federación	N	Actividades administrativas y de apoyo a oficinas y empresas	36
2022	Federación	N	Actividades de investigación y seguridad	11
2022	Federación	N	Agencias de viajes, servicios de reservas y actividades conexas	8
2022	Federación	N	Alquiler y arrendamiento	11
2022	Federación	N	Servicios a edificios y actividades de jardinería	40
2022	Federación	N	Servicios de obtención y dotación de personal	3
2022	Federación	P	Enseñanza	624
2022	Federación	Q	Actividades de atención en instituciones	NA
2022	Federación	Q	Actividades de atención sin alojamiento	25
2022	Federación	Q	Servicios de salud humana	162
2022	Federación	R	Actividades deportivas, recreativas y de entretenimiento	14
2022	Federación	R	Juegos de azar y apuestas	3
2022	Federación	R	Servicios artísticos y de espectáculos	NA
2022	Federación	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	3
2022	Federación	S	Otros servicios personales	10
2022	Federación	S	Reparación de computadoras y equipos de uso doméstico	NA
2022	Federación	S	Servicios de asociaciones	182
2022	Federal	Otro	Otros sectores	7
2022	Federal	A	Agricultura, ganadería, caza y servicios relacionados	770
2022	Federal	A	Silvicultura y explotación forestal	NA
2022	Federal	B	Actividades de apoyo al petróleo y la minería	4
2022	Federal	B	Extracción de minerales metálicos	NA
2022	Federal	B	Extracción de otros minerales	3
