year	depto	letra	clae2_desc	puestos
2014	Tala	H	Transporte acuático	5
2014	Tala	H	Transporte terrestre y por tuberías	55
2014	Tala	I	Servicios de alojamiento	14
2014	Tala	I	Servicios de expendio de alimentos y bebidas	16
2014	Tala	J	Edición	NA
2014	Tala	J	Programación y transmisiones de TV y radio	27
2014	Tala	J	Servicios audiovisuales	NA
2014	Tala	J	Servicios de programación, consultoría informática y actividades conexas	7
2014	Tala	J	Telecomunicaciones	4
2014	Tala	K	Servicios auxiliares de la actividad financiera y de seguros	3
2014	Tala	K	Servicios de seguros, reaseguros y pensiones	9
2014	Tala	K	Servicios financieros (excepto seguros y pensiones)	36
2014	Tala	L	Servicios inmobiliarios	36
2014	Tala	M	Investigación y desarrollo científico	NA
2014	Tala	M	Servicios de arquitectura e ingeniería	3
2014	Tala	M	Servicios de publicidad e investigación de mercado	NA
2014	Tala	M	Servicios jurídicos y de contabilidad	29
2014	Tala	M	Servicios y asesoramiento de dirección y gestión empresarial	6
2014	Tala	N	Actividades administrativas y de apoyo a oficinas y empresas	12
2014	Tala	N	Actividades de investigación y seguridad	11
2014	Tala	N	Agencias de viajes, servicios de reservas y actividades conexas	3
2014	Tala	N	Alquiler y arrendamiento	13
2014	Tala	N	Servicios a edificios y actividades de jardinería	7
2014	Tala	N	Servicios de obtención y dotación de personal	6
2014	Tala	P	Enseñanza	86
2014	Tala	Q	Actividades de atención en instituciones	14
2014	Tala	Q	Servicios de salud humana	26
2014	Tala	R	Actividades deportivas, recreativas y de entretenimiento	NA
2014	Tala	R	Juegos de azar y apuestas	5
2014	Tala	R	Servicios artísticos y de espectáculos	NA
2014	Tala	S	Otros servicios personales	9
2014	Tala	S	Servicios de asociaciones	128
2014	Uruguay	Otro	Otros sectores	84
2014	Uruguay	A	Agricultura, ganadería, caza y servicios relacionados	556
2014	Uruguay	A	Pesca y acuicultura	38
2014	Uruguay	A	Silvicultura y explotación forestal	28
2014	Uruguay	B	Actividades de apoyo al petróleo y la minería	8
2014	Uruguay	B	Extracción de minerales metálicos	NA
2014	Uruguay	B	Extracción de otros minerales	45
2014	Uruguay	B	Extracción de petróleo crudo y gas natural	25
2014	Uruguay	C	Elaboracion de productos farmacéuticos	52
2014	Uruguay	C	Elaboración de bebidas	28
2014	Uruguay	C	Elaboración de prendas de vestir	9
2014	Uruguay	C	Elaboración de productos alimenticios	2896
2014	Uruguay	C	Elaboración de productos de cuero y calzado	10
2014	Uruguay	C	Elaboración de productos de madera	138
2014	Uruguay	C	Elaboración de productos de papel	46
2014	Uruguay	C	Elaboración de productos de tabaco	NA
2014	Uruguay	C	Elaboración de productos textiles	30
2014	Uruguay	C	Fabricación de equipo eléctrico	9
2014	Uruguay	C	Fabricación de maquinarias	37
2014	Uruguay	C	Fabricación de metales comunes	7
2014	Uruguay	C	Fabricación de muebles	10
2014	Uruguay	C	Fabricación de otros equipos de transporte	4
2014	Uruguay	C	Fabricación de productos de caucho y vidrio	43
2014	Uruguay	C	Fabricación de productos de informática, de electrónica y de óptica	6
2014	Uruguay	C	Fabricación de productos de refinación de petróleo	NA
2014	Uruguay	C	Fabricación de productos de vidrio y otros minerales no metálicos	9
2014	Uruguay	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	78
2014	Uruguay	C	Fabricación de sustancias químicas	19
2014	Uruguay	C	Fabricación de vehículos automotores, remolques y semirremolques	200
2014	Uruguay	C	Imprentas y editoriales	19
2014	Uruguay	C	Otras industrias manufactureras	NA
2014	Uruguay	C	Reparación e instalación de maquinaria y equipo	NA
2014	Uruguay	D	Suministro de electricidad, gas, vapor y aire acondicionado	114
2014	Uruguay	E	Captación, tratamiento y distribución de agua	10
2014	Uruguay	E	Evacuación de aguas residuales	NA
2014	Uruguay	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	4
2014	Uruguay	F	Actividades especializadas de construcción 	204
2014	Uruguay	F	Construcción de edificios y partes	535
2014	Uruguay	F	Obras de ingeniería civil	380
2014	Uruguay	G	Comercio al por mayor excepto autos y motos	836
2014	Uruguay	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	248
2014	Uruguay	G	Comercio al por menor excepto autos y motos	1267
2014	Uruguay	H	Almacenamiento y actividades de apoyo al transporte	194
2014	Uruguay	H	Servicio de correo y mensajería	61
2014	Uruguay	H	Transporte acuático	22
2014	Uruguay	H	Transporte aéreo	4
2014	Uruguay	H	Transporte terrestre y por tuberías	549
2014	Uruguay	I	Servicios de alojamiento	127
2014	Uruguay	I	Servicios de expendio de alimentos y bebidas	197
2014	Uruguay	J	Actividades de procesamiento de información	7
2014	Uruguay	J	Edición	33
2014	Uruguay	J	Programación y transmisiones de TV y radio	110
2014	Uruguay	J	Servicios audiovisuales	7
2014	Uruguay	J	Servicios de programación, consultoría informática y actividades conexas	100
2014	Uruguay	J	Telecomunicaciones	42
2014	Uruguay	K	Servicios auxiliares de la actividad financiera y de seguros	15
2014	Uruguay	K	Servicios de seguros, reaseguros y pensiones	301
2014	Uruguay	K	Servicios financieros (excepto seguros y pensiones)	237
2014	Uruguay	L	Servicios inmobiliarios	109
2014	Uruguay	M	Investigación y desarrollo científico	NA
2014	Uruguay	M	Otras actividades profesionales, científicas y técnicas	8
2014	Uruguay	M	Servicios de arquitectura e ingeniería	33
2014	Uruguay	M	Servicios de publicidad e investigación de mercado	4
2014	Uruguay	M	Servicios jurídicos y de contabilidad	82
2014	Uruguay	M	Servicios veterinarios	4
2014	Uruguay	M	Servicios y asesoramiento de dirección y gestión empresarial	26
2014	Uruguay	N	Actividades administrativas y de apoyo a oficinas y empresas	62
2014	Uruguay	N	Actividades de investigación y seguridad	127
2014	Uruguay	N	Agencias de viajes, servicios de reservas y actividades conexas	8
2014	Uruguay	N	Alquiler y arrendamiento	14
2014	Uruguay	N	Servicios a edificios y actividades de jardinería	120
2014	Uruguay	N	Servicios de obtención y dotación de personal	53
2014	Uruguay	P	Enseñanza	1416
2014	Uruguay	Q	Actividades de atención en instituciones	25
2014	Uruguay	Q	Servicios de salud humana	377
2014	Uruguay	R	Actividades deportivas, recreativas y de entretenimiento	61
2014	Uruguay	R	Juegos de azar y apuestas	31
2014	Uruguay	R	Servicios artísticos y de espectáculos	5
2014	Uruguay	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2014	Uruguay	S	Otros servicios personales	124
2014	Uruguay	S	Reparación de computadoras y equipos de uso doméstico	8
2014	Uruguay	S	Servicios de asociaciones	458
2014	Victoria	Otro	Otros sectores	8
2014	Victoria	A	Agricultura, ganadería, caza y servicios relacionados	458
2014	Victoria	A	Pesca y acuicultura	29
2014	Victoria	A	Silvicultura y explotación forestal	NA
2014	Victoria	B	Actividades de apoyo al petróleo y la minería	NA
2014	Victoria	B	Extracción de minerales metálicos	NA
2014	Victoria	B	Extracción de otros minerales	16
2014	Victoria	C	Elaboracion de productos farmacéuticos	NA
2014	Victoria	C	Elaboración de bebidas	9
2014	Victoria	C	Elaboración de prendas de vestir	5
2014	Victoria	C	Elaboración de productos alimenticios	278
2014	Victoria	C	Elaboración de productos de cuero y calzado	NA
2014	Victoria	C	Elaboración de productos de madera	NA
2014	Victoria	C	Elaboración de productos textiles	NA
2014	Victoria	C	Fabricación de equipo eléctrico	7
2014	Victoria	C	Fabricación de maquinarias	14
2014	Victoria	C	Fabricación de metales comunes	8
2014	Victoria	C	Fabricación de otros equipos de transporte	3
2014	Victoria	C	Fabricación de productos de caucho y vidrio	5
2014	Victoria	C	Fabricación de productos de informática, de electrónica y de óptica	4
2014	Victoria	C	Fabricación de productos de vidrio y otros minerales no metálicos	146
2014	Victoria	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	10
2014	Victoria	C	Fabricación de sustancias químicas	22
2014	Victoria	C	Fabricación de vehículos automotores, remolques y semirremolques	13
2014	Victoria	C	Imprentas y editoriales	6
2014	Victoria	C	Otras industrias manufactureras	3
2014	Victoria	C	Reparación e instalación de maquinaria y equipo	3
2014	Victoria	D	Suministro de electricidad, gas, vapor y aire acondicionado	22
2014	Victoria	E	Captación, tratamiento y distribución de agua	NA
2014	Victoria	E	Descontaminación y otros servicios	NA
2014	Victoria	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2014	Victoria	F	Actividades especializadas de construcción 	26
2014	Victoria	F	Construcción de edificios y partes	184
2014	Victoria	F	Obras de ingeniería civil	139
2014	Victoria	G	Comercio al por mayor excepto autos y motos	333
2014	Victoria	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	105
2014	Victoria	G	Comercio al por menor excepto autos y motos	375
2014	Victoria	H	Almacenamiento y actividades de apoyo al transporte	26
2014	Victoria	H	Servicio de correo y mensajería	9
2014	Victoria	H	Transporte acuático	7
2014	Victoria	H	Transporte aéreo	NA
2014	Victoria	H	Transporte terrestre y por tuberías	120
2014	Victoria	I	Servicios de alojamiento	198
2014	Victoria	I	Servicios de expendio de alimentos y bebidas	102
2014	Victoria	J	Actividades de procesamiento de información	NA
2014	Victoria	J	Edición	NA
2014	Victoria	J	Programación y transmisiones de TV y radio	45
2014	Victoria	J	Servicios audiovisuales	3
2014	Victoria	J	Servicios de programación, consultoría informática y actividades conexas	10
2014	Victoria	J	Telecomunicaciones	12
2014	Victoria	K	Servicios auxiliares de la actividad financiera y de seguros	5
2014	Victoria	K	Servicios de seguros, reaseguros y pensiones	28
2014	Victoria	K	Servicios financieros (excepto seguros y pensiones)	61
2014	Victoria	L	Servicios inmobiliarios	74
2014	Victoria	M	Investigación y desarrollo científico	4
2014	Victoria	M	Otras actividades profesionales, científicas y técnicas	3
2014	Victoria	M	Servicios de arquitectura e ingeniería	48
2014	Victoria	M	Servicios de publicidad e investigación de mercado	NA
2014	Victoria	M	Servicios jurídicos y de contabilidad	25
2014	Victoria	M	Servicios veterinarios	NA
2014	Victoria	M	Servicios y asesoramiento de dirección y gestión empresarial	6
2014	Victoria	N	Actividades administrativas y de apoyo a oficinas y empresas	37
2014	Victoria	N	Actividades de investigación y seguridad	18
2014	Victoria	N	Agencias de viajes, servicios de reservas y actividades conexas	5
2014	Victoria	N	Alquiler y arrendamiento	6
2014	Victoria	N	Servicios a edificios y actividades de jardinería	17
2014	Victoria	N	Servicios de obtención y dotación de personal	9
2014	Victoria	P	Enseñanza	380
2014	Victoria	Q	Actividades de atención en instituciones	8
2014	Victoria	Q	Actividades de atención sin alojamiento	NA
2014	Victoria	Q	Servicios de salud humana	106
2014	Victoria	R	Actividades deportivas, recreativas y de entretenimiento	44
2014	Victoria	R	Juegos de azar y apuestas	363
2014	Victoria	R	Servicios artísticos y de espectáculos	NA
2014	Victoria	S	Otros servicios personales	25
2014	Victoria	S	Servicios de asociaciones	96
2014	Villaguay	Otro	Otros sectores	8
2014	Villaguay	A	Agricultura, ganadería, caza y servicios relacionados	866
2014	Villaguay	A	Silvicultura y explotación forestal	3
2014	Villaguay	B	Actividades de apoyo al petróleo y la minería	NA
2014	Villaguay	B	Extracción de otros minerales	3
2014	Villaguay	C	Elaboracion de productos farmacéuticos	6
2014	Villaguay	C	Elaboración de bebidas	4
2014	Villaguay	C	Elaboración de prendas de vestir	4
2014	Villaguay	C	Elaboración de productos alimenticios	382
2014	Villaguay	C	Elaboración de productos de cuero y calzado	4
2014	Villaguay	C	Elaboración de productos de madera	6
2014	Villaguay	C	Elaboración de productos de papel	3
2014	Villaguay	C	Elaboración de productos textiles	3
2014	Villaguay	C	Fabricación de equipo eléctrico	NA
2014	Villaguay	C	Fabricación de maquinarias	12
2014	Villaguay	C	Fabricación de metales comunes	7
2014	Villaguay	C	Fabricación de muebles	4
2014	Villaguay	C	Fabricación de productos de caucho y vidrio	3
2014	Villaguay	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2014	Villaguay	C	Fabricación de productos de vidrio y otros minerales no metálicos	4
2014	Villaguay	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	15
2014	Villaguay	C	Fabricación de sustancias químicas	20
2014	Villaguay	C	Fabricación de vehículos automotores, remolques y semirremolques	5
2014	Villaguay	C	Imprentas y editoriales	NA
2014	Villaguay	C	Otras industrias manufactureras	NA
2014	Villaguay	C	Reparación e instalación de maquinaria y equipo	3
2014	Villaguay	D	Suministro de electricidad, gas, vapor y aire acondicionado	25
2014	Villaguay	E	Captación, tratamiento y distribución de agua	8
2014	Villaguay	F	Actividades especializadas de construcción 	68
2014	Villaguay	F	Construcción de edificios y partes	45
2014	Villaguay	F	Obras de ingeniería civil	297
2014	Villaguay	G	Comercio al por mayor excepto autos y motos	182
2014	Villaguay	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	36
2014	Villaguay	G	Comercio al por menor excepto autos y motos	547
2014	Villaguay	H	Almacenamiento y actividades de apoyo al transporte	11
2014	Villaguay	H	Servicio de correo y mensajería	15
2014	Villaguay	H	Transporte acuático	NA
2014	Villaguay	H	Transporte aéreo	NA
2014	Villaguay	H	Transporte terrestre y por tuberías	139
2014	Villaguay	I	Servicios de alojamiento	22
2014	Villaguay	I	Servicios de expendio de alimentos y bebidas	46
2014	Villaguay	J	Edición	12
2014	Villaguay	J	Programación y transmisiones de TV y radio	40
2014	Villaguay	J	Servicios audiovisuales	NA
2014	Villaguay	J	Servicios de programación, consultoría informática y actividades conexas	6
2014	Villaguay	J	Telecomunicaciones	9
2014	Villaguay	K	Servicios auxiliares de la actividad financiera y de seguros	8
2014	Villaguay	K	Servicios de seguros, reaseguros y pensiones	22
2014	Villaguay	K	Servicios financieros (excepto seguros y pensiones)	64
2014	Villaguay	L	Servicios inmobiliarios	84
2014	Villaguay	M	Otras actividades profesionales, científicas y técnicas	3
2014	Villaguay	M	Servicios de arquitectura e ingeniería	12
2014	Villaguay	M	Servicios de publicidad e investigación de mercado	NA
2014	Villaguay	M	Servicios jurídicos y de contabilidad	24
2014	Villaguay	M	Servicios veterinarios	NA
2014	Villaguay	M	Servicios y asesoramiento de dirección y gestión empresarial	9
2014	Villaguay	N	Actividades administrativas y de apoyo a oficinas y empresas	15
2014	Villaguay	N	Actividades de investigación y seguridad	31
2014	Villaguay	N	Agencias de viajes, servicios de reservas y actividades conexas	4
2014	Villaguay	N	Alquiler y arrendamiento	13
2014	Villaguay	N	Servicios a edificios y actividades de jardinería	18
2014	Villaguay	N	Servicios de obtención y dotación de personal	9
2014	Villaguay	P	Enseñanza	234
2014	Villaguay	Q	Actividades de atención en instituciones	NA
2014	Villaguay	Q	Actividades de atención sin alojamiento	NA
2014	Villaguay	Q	Servicios de salud humana	107
2014	Villaguay	R	Actividades deportivas, recreativas y de entretenimiento	8
2014	Villaguay	R	Juegos de azar y apuestas	11
2014	Villaguay	R	Servicios artísticos y de espectáculos	NA
2014	Villaguay	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2014	Villaguay	S	Otros servicios personales	22
2014	Villaguay	S	Servicios de asociaciones	57
2015	Colón	Otro	Otros sectores	21
2015	Colón	A	Agricultura, ganadería, caza y servicios relacionados	613
2015	Colón	A	Pesca y acuicultura	111
2015	Colón	A	Silvicultura y explotación forestal	174
2015	Colón	B	Actividades de apoyo al petróleo y la minería	10
2015	Colón	B	Extracción de minerales metálicos	NA
2015	Colón	B	Extracción de otros minerales	84
2015	Colón	B	Extracción de petróleo crudo y gas natural	3
2015	Colón	C	Elaboracion de productos farmacéuticos	5
2015	Colón	C	Elaboración de bebidas	8
2015	Colón	C	Elaboración de prendas de vestir	21
2015	Colón	C	Elaboración de productos alimenticios	2547
2015	Colón	C	Elaboración de productos de cuero y calzado	4
2015	Colón	C	Elaboración de productos de madera	370
2015	Colón	C	Elaboración de productos de papel	4
2015	Colón	C	Elaboración de productos textiles	14
2015	Colón	C	Fabricación de equipo eléctrico	4
2015	Colón	C	Fabricación de maquinarias	63
2015	Colón	C	Fabricación de metales comunes	3
2015	Colón	C	Fabricación de muebles	57
2015	Colón	C	Fabricación de otros equipos de transporte	NA
2015	Colón	C	Fabricación de productos de caucho y vidrio	29
2015	Colón	C	Fabricación de productos de informática, de electrónica y de óptica	5
2015	Colón	C	Fabricación de productos de refinación de petróleo	3
2015	Colón	C	Fabricación de productos de vidrio y otros minerales no metálicos	13
2015	Colón	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	59
2015	Colón	C	Fabricación de sustancias químicas	11
2015	Colón	C	Fabricación de vehículos automotores, remolques y semirremolques	14
2015	Colón	C	Imprentas y editoriales	6
2015	Colón	C	Otras industrias manufactureras	NA
2015	Colón	C	Reparación e instalación de maquinaria y equipo	NA
2015	Colón	D	Suministro de electricidad, gas, vapor y aire acondicionado	20
2015	Colón	E	Captación, tratamiento y distribución de agua	5
2015	Colón	E	Descontaminación y otros servicios	NA
2015	Colón	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2015	Colón	F	Actividades especializadas de construcción 	28
2015	Colón	F	Construcción de edificios y partes	144
2015	Colón	F	Obras de ingeniería civil	199
2015	Colón	G	Comercio al por mayor excepto autos y motos	450
2015	Colón	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	80
2015	Colón	G	Comercio al por menor excepto autos y motos	1109
2015	Colón	H	Almacenamiento y actividades de apoyo al transporte	31
2015	Colón	H	Servicio de correo y mensajería	52
2015	Colón	H	Transporte acuático	65
2015	Colón	H	Transporte terrestre y por tuberías	488
2015	Colón	I	Servicios de alojamiento	336
2015	Colón	I	Servicios de expendio de alimentos y bebidas	256
2015	Colón	J	Actividades de procesamiento de información	3
2015	Colón	J	Edición	22
2015	Colón	J	Programación y transmisiones de TV y radio	80
2015	Colón	J	Servicios audiovisuales	4
2015	Colón	J	Servicios de programación, consultoría informática y actividades conexas	17
2015	Colón	J	Telecomunicaciones	13
2015	Colón	K	Servicios auxiliares de la actividad financiera y de seguros	25
2015	Colón	K	Servicios de seguros, reaseguros y pensiones	59
2015	Colón	K	Servicios financieros (excepto seguros y pensiones)	94
2015	Colón	L	Servicios inmobiliarios	51
2015	Colón	M	Otras actividades profesionales, científicas y técnicas	6
2015	Colón	M	Servicios de arquitectura e ingeniería	26
2015	Colón	M	Servicios de publicidad e investigación de mercado	5
2015	Colón	M	Servicios jurídicos y de contabilidad	61
2015	Colón	M	Servicios veterinarios	3
2015	Colón	M	Servicios y asesoramiento de dirección y gestión empresarial	20
2015	Colón	N	Actividades administrativas y de apoyo a oficinas y empresas	22
2015	Colón	N	Actividades de investigación y seguridad	38
2015	Colón	N	Agencias de viajes, servicios de reservas y actividades conexas	9
2015	Colón	N	Alquiler y arrendamiento	48
2015	Colón	N	Servicios a edificios y actividades de jardinería	47
2015	Colón	N	Servicios de obtención y dotación de personal	10
2015	Colón	P	Enseñanza	398
2015	Colón	Q	Actividades de atención en instituciones	28
2015	Colón	Q	Actividades de atención sin alojamiento	NA
2015	Colón	Q	Servicios de salud humana	169
2015	Colón	R	Actividades deportivas, recreativas y de entretenimiento	48
2015	Colón	R	Juegos de azar y apuestas	27
2015	Colón	R	Servicios artísticos y de espectáculos	4
2015	Colón	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2015	Colón	S	Otros servicios personales	39
2015	Colón	S	Servicios de asociaciones	283
2015	Concordia	Otro	Otros sectores	182
2015	Concordia	A	Agricultura, ganadería, caza y servicios relacionados	5742
2015	Concordia	A	Pesca y acuicultura	11
2015	Concordia	A	Silvicultura y explotación forestal	292
2015	Concordia	B	Actividades de apoyo al petróleo y la minería	16
2015	Concordia	B	Extracción de minerales metálicos	NA
2015	Concordia	B	Extracción de otros minerales	80
2015	Concordia	B	Extracción de petróleo crudo y gas natural	15
2015	Concordia	C	Elaboracion de productos farmacéuticos	28
2015	Concordia	C	Elaboración de bebidas	210
2015	Concordia	C	Elaboración de prendas de vestir	6
2015	Concordia	C	Elaboración de productos alimenticios	826
2015	Concordia	C	Elaboración de productos de cuero y calzado	3
2015	Concordia	C	Elaboración de productos de madera	1138
2015	Concordia	C	Elaboración de productos de papel	11
2015	Concordia	C	Elaboración de productos de tabaco	NA
2015	Concordia	C	Elaboración de productos textiles	6
2015	Concordia	C	Fabricación de equipo eléctrico	14
2015	Concordia	C	Fabricación de maquinarias	22
2015	Concordia	C	Fabricación de metales comunes	13
2015	Concordia	C	Fabricación de muebles	10
2015	Concordia	C	Fabricación de otros equipos de transporte	3
2015	Concordia	C	Fabricación de productos de caucho y vidrio	39
2015	Concordia	C	Fabricación de productos de informática, de electrónica y de óptica	31
2015	Concordia	C	Fabricación de productos de refinación de petróleo	3
2015	Concordia	C	Fabricación de productos de vidrio y otros minerales no metálicos	40
2015	Concordia	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	105
2015	Concordia	C	Fabricación de sustancias químicas	123
2015	Concordia	C	Fabricación de vehículos automotores, remolques y semirremolques	25
2015	Concordia	C	Imprentas y editoriales	40
2015	Concordia	C	Otras industrias manufactureras	37
2015	Concordia	C	Reparación e instalación de maquinaria y equipo	10
2015	Concordia	D	Suministro de electricidad, gas, vapor y aire acondicionado	221
2015	Concordia	E	Captación, tratamiento y distribución de agua	22
2015	Concordia	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	20
2015	Concordia	F	Actividades especializadas de construcción 	209
2015	Concordia	F	Construcción de edificios y partes	768
2015	Concordia	F	Obras de ingeniería civil	556
2015	Concordia	G	Comercio al por mayor excepto autos y motos	1674
2015	Concordia	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	441
2015	Concordia	G	Comercio al por menor excepto autos y motos	2298
2015	Concordia	H	Almacenamiento y actividades de apoyo al transporte	56
2015	Concordia	H	Servicio de correo y mensajería	127
2015	Concordia	H	Transporte acuático	NA
2015	Concordia	H	Transporte aéreo	NA
2015	Concordia	H	Transporte terrestre y por tuberías	722
2015	Concordia	I	Servicios de alojamiento	210
2015	Concordia	I	Servicios de expendio de alimentos y bebidas	315
2015	Concordia	J	Actividades de procesamiento de información	16
2015	Concordia	J	Edición	11
2015	Concordia	J	Programación y transmisiones de TV y radio	106
2015	Concordia	J	Servicios audiovisuales	8
2015	Concordia	J	Servicios de programación, consultoría informática y actividades conexas	41
2015	Concordia	J	Telecomunicaciones	87
2015	Concordia	K	Servicios auxiliares de la actividad financiera y de seguros	44
2015	Concordia	K	Servicios de seguros, reaseguros y pensiones	221
2015	Concordia	K	Servicios financieros (excepto seguros y pensiones)	409
2015	Concordia	L	Servicios inmobiliarios	228
2015	Concordia	M	Investigación y desarrollo científico	3
2015	Concordia	M	Otras actividades profesionales, científicas y técnicas	6
2015	Concordia	M	Servicios de arquitectura e ingeniería	75
2015	Concordia	M	Servicios de publicidad e investigación de mercado	22
2015	Concordia	M	Servicios jurídicos y de contabilidad	123
2015	Concordia	M	Servicios veterinarios	6
2015	Concordia	M	Servicios y asesoramiento de dirección y gestión empresarial	69
2015	Concordia	N	Actividades administrativas y de apoyo a oficinas y empresas	568
2015	Concordia	N	Actividades de investigación y seguridad	271
2015	Concordia	N	Agencias de viajes, servicios de reservas y actividades conexas	60
2015	Concordia	N	Alquiler y arrendamiento	63
2015	Concordia	N	Servicios a edificios y actividades de jardinería	192
2015	Concordia	N	Servicios de obtención y dotación de personal	228
2015	Concordia	P	Enseñanza	1621
2015	Concordia	Q	Actividades de atención en instituciones	13
2015	Concordia	Q	Servicios de salud humana	670
2015	Concordia	R	Actividades deportivas, recreativas y de entretenimiento	42
2015	Concordia	R	Juegos de azar y apuestas	32
2015	Concordia	R	Servicios artísticos y de espectáculos	NA
2015	Concordia	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2015	Concordia	S	Otros servicios personales	92
2015	Concordia	S	Reparación de computadoras y equipos de uso doméstico	9
2015	Concordia	S	Servicios de asociaciones	493
2015	Diamante	Otro	Otros sectores	8
2015	Diamante	A	Agricultura, ganadería, caza y servicios relacionados	580
2015	Diamante	A	Pesca y acuicultura	17
2015	Diamante	A	Silvicultura y explotación forestal	NA
2015	Diamante	B	Actividades de apoyo al petróleo y la minería	3
2015	Diamante	B	Extracción de minerales metálicos	3
2015	Diamante	B	Extracción de otros minerales	18
2015	Diamante	B	Extracción de petróleo crudo y gas natural	4
2015	Diamante	C	Elaboracion de productos farmacéuticos	15
2015	Diamante	C	Elaboración de bebidas	60
2015	Diamante	C	Elaboración de prendas de vestir	5
2015	Diamante	C	Elaboración de productos alimenticios	583
2015	Diamante	C	Elaboración de productos de cuero y calzado	128
2015	Diamante	C	Elaboración de productos de madera	11
2015	Diamante	C	Elaboración de productos de papel	10
2015	Diamante	C	Elaboración de productos textiles	21
2015	Diamante	C	Fabricación de equipo eléctrico	4
2015	Diamante	C	Fabricación de maquinarias	11
2015	Diamante	C	Fabricación de metales comunes	4
2015	Diamante	C	Fabricación de muebles	24
2015	Diamante	C	Fabricación de otros equipos de transporte	9
2015	Diamante	C	Fabricación de productos de caucho y vidrio	94
2015	Diamante	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2015	Diamante	C	Fabricación de productos de refinación de petróleo	NA
2015	Diamante	C	Fabricación de productos de vidrio y otros minerales no metálicos	29
2015	Diamante	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	90
2015	Diamante	C	Fabricación de sustancias químicas	23
2015	Diamante	C	Fabricación de vehículos automotores, remolques y semirremolques	62
2015	Diamante	C	Imprentas y editoriales	6
2015	Diamante	C	Otras industrias manufactureras	13
2015	Diamante	C	Reparación e instalación de maquinaria y equipo	7
2015	Diamante	D	Suministro de electricidad, gas, vapor y aire acondicionado	15
2015	Diamante	E	Captación, tratamiento y distribución de agua	18
2015	Diamante	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2015	Diamante	F	Actividades especializadas de construcción 	24
2015	Diamante	F	Construcción de edificios y partes	84
2015	Diamante	F	Obras de ingeniería civil	154
2015	Diamante	G	Comercio al por mayor excepto autos y motos	480
2015	Diamante	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	56
2015	Diamante	G	Comercio al por menor excepto autos y motos	581
2015	Diamante	H	Almacenamiento y actividades de apoyo al transporte	24
2015	Diamante	H	Servicio de correo y mensajería	35
2015	Diamante	H	Transporte acuático	7
2015	Diamante	H	Transporte aéreo	NA
2015	Diamante	H	Transporte terrestre y por tuberías	245
2015	Diamante	I	Servicios de alojamiento	25
2015	Diamante	I	Servicios de expendio de alimentos y bebidas	56
2015	Diamante	J	Actividades de procesamiento de información	NA
2015	Diamante	J	Edición	15
2015	Diamante	J	Programación y transmisiones de TV y radio	30
2015	Diamante	J	Servicios de programación, consultoría informática y actividades conexas	13
2015	Diamante	J	Telecomunicaciones	9
2015	Diamante	K	Servicios auxiliares de la actividad financiera y de seguros	6
2015	Diamante	K	Servicios de seguros, reaseguros y pensiones	28
2015	Diamante	K	Servicios financieros (excepto seguros y pensiones)	73
2015	Diamante	L	Servicios inmobiliarios	63
2015	Diamante	M	Otras actividades profesionales, científicas y técnicas	NA
2015	Diamante	M	Servicios de arquitectura e ingeniería	13
2015	Diamante	M	Servicios de publicidad e investigación de mercado	5
2015	Diamante	M	Servicios jurídicos y de contabilidad	43
2015	Diamante	M	Servicios veterinarios	3
2015	Diamante	M	Servicios y asesoramiento de dirección y gestión empresarial	18
2015	Diamante	N	Actividades administrativas y de apoyo a oficinas y empresas	26
2015	Diamante	N	Actividades de investigación y seguridad	33
2015	Diamante	N	Agencias de viajes, servicios de reservas y actividades conexas	6
2015	Diamante	N	Alquiler y arrendamiento	7
2015	Diamante	N	Servicios a edificios y actividades de jardinería	20
2015	Diamante	N	Servicios de obtención y dotación de personal	6
2015	Diamante	P	Enseñanza	1047
2015	Diamante	Q	Actividades de atención en instituciones	83
2015	Diamante	Q	Servicios de salud humana	723
2015	Diamante	R	Actividades deportivas, recreativas y de entretenimiento	7
