fecha,clae2,w_median
2010-03-01,11,3800
2010-03-01,12,4151
2010-03-01,13,2451
2010-03-01,14,2302
2010-03-01,15,2689
2010-03-01,16,1993
2010-03-01,17,3691
2010-03-01,18,2855
2010-03-01,19,4979
2010-03-01,20,4158
2010-03-01,21,5177
2010-03-01,22,3225
2010-03-01,23,3140
2010-03-01,24,4993
2010-03-01,25,2603
2010-03-01,26,3350
2010-03-01,27,3012
2010-03-01,28,3083
2010-03-01,29,4611
2010-03-01,30,2739
2010-03-01,31,2366
2010-03-01,32,2539
2010-03-01,33,3085
2010-03-01,35,6237
2010-03-01,36,3775
2010-03-01,37,3223
2010-03-01,38,4757
2010-03-01,39,3031
2010-03-01,41,1959
2010-03-01,42,3158
2010-03-01,43,2280
2010-03-01,45,2510
2010-03-01,46,2550
2010-03-01,47,2411
2010-03-01,49,3969
2010-03-01,50,5702
2010-03-01,51,6280
2010-03-01,52,3000
2010-03-01,53,3874
2010-03-01,55,2591
2010-03-01,56,1722
2010-03-01,58,3242
2010-03-01,59,2687
2010-03-01,60,4342
2010-03-01,61,5709
2010-03-01,62,4021
2010-03-01,63,3459
2010-03-01,64,6987
2010-03-01,65,3954
2010-03-01,66,2666
2010-03-01,68,2382
2010-03-01,69,2173
2010-03-01,70,2366
2010-03-01,71,2383
2010-03-01,72,3711
2010-03-01,73,2669
2010-03-01,74,1991
2010-03-01,75,1524
2010-03-01,77,2858
2010-03-01,78,2166
2010-03-01,79,2500
2010-03-01,80,2190
2010-03-01,81,1695
2010-03-01,82,2139
2010-03-01,85,1887
2010-03-01,86,2780
2010-03-01,87,2246
2010-03-01,88,2082
2010-03-01,90,1932
2010-03-01,91,2346
2010-03-01,92,2885
2010-03-01,93,2258
2010-03-01,94,2780
2010-03-01,95,2317
2010-03-01,96,1734
2010-03-01,999,2882
2010-04-01,1,1836
2010-04-01,2,1533
2010-04-01,3,3379
2010-04-01,5,3791
2010-04-01,6,10000
2010-04-01,7,6255
2010-04-01,8,2798
2010-04-01,9,10000
2010-04-01,10,3004
2010-04-01,11,3963
2010-04-01,12,3721
2010-04-01,13,2468
2010-04-01,14,2296
2010-04-01,15,2614
2010-04-01,16,2016
2010-04-01,17,3815
2010-04-01,18,2995
2010-04-01,19,4945
2010-04-01,20,4139
2010-04-01,21,5365
2010-04-01,22,3200
2010-04-01,23,3186
2010-04-01,24,5402
2010-04-01,25,2723
2010-04-01,26,3500
2010-04-01,27,3156
2010-04-01,28,3310
2010-04-01,29,4848
2010-04-01,30,2800
2010-04-01,31,2373
2010-04-01,32,2576
2010-04-01,33,3115
2010-04-01,35,6064
2010-04-01,36,3940
2010-04-01,37,3249
2010-04-01,38,4695
2010-04-01,39,3090
2010-04-01,41,1826
2010-04-01,42,2949
2010-04-01,43,2147
2010-04-01,45,2524
2010-04-01,46,2552
2010-04-01,47,2429
2010-04-01,49,4054
2010-04-01,50,5780
2010-04-01,51,6540
2010-04-01,52,3123
2010-04-01,53,3905
2010-04-01,55,2689
2010-04-01,56,1763
2010-04-01,58,3418
2010-04-01,59,2875
2010-04-01,60,4512
2010-04-01,61,5440
2010-04-01,62,4040
2010-04-01,63,3411
2010-04-01,64,6248
2010-04-01,65,4036
2010-04-01,66,2657
2010-04-01,68,2395
2010-04-01,69,2218
2010-04-01,70,2379
2010-04-01,71,2359
2010-04-01,72,3776
2010-04-01,73,2771
2010-04-01,74,2117
2010-04-01,75,1558
2010-04-01,77,2779
2010-04-01,78,2206
2010-04-01,79,2513
2010-04-01,80,2236
2010-04-01,81,1710
2010-04-01,82,2149
2010-04-01,85,1972
2010-04-01,86,2805
2010-04-01,87,2230
2010-04-01,88,2185
2010-04-01,90,2059
2010-04-01,91,2388
2010-04-01,92,3054
2010-04-01,93,2247
2010-04-01,94,2808
2010-04-01,95,2341
2010-04-01,96,1773
2010-04-01,999,2858
2010-05-01,1,1851
2010-05-01,2,1577
2010-05-01,3,4033
2010-05-01,5,3944
2010-05-01,6,10000
2010-05-01,7,6352
2010-05-01,8,2897
2010-05-01,9,10000
2010-05-01,10,3337
2010-05-01,11,4258
2010-05-01,12,4051
2010-05-01,13,2525
2010-05-01,14,2345
2010-05-01,15,2805
2010-05-01,16,2174
2010-05-01,17,4011
2010-05-01,18,3085
2010-05-01,19,5125
2010-05-01,20,4205
2010-05-01,21,5403
2010-05-01,22,3343
2010-05-01,23,3429
2010-05-01,24,5656
2010-05-01,25,2916
2010-05-01,26,3654
2010-05-01,27,3377
2010-05-01,28,3485
2010-05-01,29,5024
2010-05-01,30,2970
2010-05-01,31,2496
2010-05-01,32,2678
2010-05-01,33,3294
2010-05-01,35,6123
2010-05-01,36,3917
2010-05-01,37,3166
2010-05-01,38,4819
2010-05-01,39,3253
2010-05-01,41,1997
2010-05-01,42,3184
2010-05-01,43,2299
2010-05-01,45,2550
2010-05-01,46,2574
2010-05-01,47,2403
2010-05-01,49,4179
2010-05-01,50,5904
2010-05-01,51,5877
2010-05-01,52,3163
2010-05-01,53,3835
2010-05-01,55,2794
2010-05-01,56,1830
2010-05-01,58,3489
2010-05-01,59,3086
2010-05-01,60,4540
2010-05-01,61,4881
2010-05-01,62,4100
2010-05-01,63,3322
2010-05-01,64,6071
2010-05-01,65,4233
2010-05-01,66,2693
2010-05-01,68,2390
2010-05-01,69,2257
2010-05-01,70,2363
2010-05-01,71,2380
2010-05-01,72,3800
2010-05-01,73,2700
2010-05-01,74,2160
2010-05-01,75,1530
2010-05-01,77,2931
2010-05-01,78,2347
2010-05-01,79,2490
2010-05-01,80,2551
2010-05-01,81,1750
2010-05-01,82,2177
2010-05-01,85,1953
2010-05-01,86,2831
2010-05-01,87,2305
2010-05-01,88,2205
2010-05-01,90,1724
2010-05-01,91,2383
2010-05-01,92,3130
2010-05-01,93,2258
2010-05-01,94,2855
2010-05-01,95,2300
2010-05-01,96,1821
2010-05-01,999,2882
2010-06-01,1,2702
2010-06-01,2,2198
2010-06-01,3,5611
2010-06-01,5,5706
2010-06-01,6,10000
2010-06-01,7,9813
2010-06-01,8,4536
2010-06-01,9,10114
2010-06-01,10,4990
2010-06-01,11,6226
2010-06-01,12,5807
2010-06-01,13,4063
2010-06-01,14,3616
2010-06-01,15,4089
2010-06-01,16,3144
2010-06-01,17,6008
2010-06-01,18,4737
2010-06-01,19,7843
2010-06-01,20,6602
2010-06-01,21,8416
2010-06-01,22,5196
2010-06-01,23,5131
2010-06-01,24,8400
2010-06-01,25,4300
2010-06-01,26,5700
2010-06-01,27,5046
2010-06-01,28,5139
2010-06-01,29,7553
2010-06-01,30,4306
2010-06-01,31,3809
2010-06-01,32,4330
2010-06-01,33,4691
2010-06-01,35,8877
2010-06-01,36,5989
2010-06-01,37,4981
2010-06-01,38,6649
2010-06-01,39,4848
2010-06-01,41,2651
2010-06-01,42,4614
2010-06-01,43,3337
2010-06-01,45,4391
2010-06-01,46,4577
2010-06-01,47,4251
2010-06-01,49,5945
2010-06-01,50,8509
2010-06-01,51,8817
2010-06-01,52,4735
2010-06-01,53,5377
2010-06-01,55,4067
2010-06-01,56,2586
2010-06-01,58,5554
2010-06-01,59,3985
2010-06-01,60,7056
2010-06-01,61,7689
2010-06-01,62,6180
2010-06-01,63,5709
2010-06-01,64,9154
2010-06-01,65,6301
2010-06-01,66,4742
2010-06-01,68,3969
2010-06-01,69,3545
2010-06-01,70,3805
2010-06-01,71,3675
2010-06-01,72,5696
2010-06-01,73,4316
2010-06-01,74,3160
2010-06-01,75,2502
2010-06-01,77,4629
2010-06-01,78,3112
2010-06-01,79,4183
2010-06-01,80,3344
2010-06-01,81,2425
2010-06-01,82,3513
2010-06-01,85,2680
2010-06-01,86,4223
2010-06-01,87,3331
2010-06-01,88,3153
2010-06-01,90,3017
2010-06-01,91,3513
2010-06-01,92,4876
2010-06-01,93,3333
2010-06-01,94,4502
2010-06-01,95,3712
2010-06-01,96,2619
2010-06-01,999,4796
2010-07-01,1,1894
2010-07-01,2,1545
2010-07-01,3,4475
2010-07-01,5,3707
2010-07-01,6,10000
2010-07-01,7,6868
2010-07-01,8,3164
2010-07-01,9,10000
2010-07-01,10,3549
2010-07-01,11,4218
2010-07-01,12,4937
2010-07-01,13,2926
2010-07-01,14,2545
2010-07-01,15,2914
2010-07-01,16,2303
2010-07-01,17,4034
2010-07-01,18,3254
2010-07-01,19,5654
2010-07-01,20,4679
2010-07-01,21,6000
2010-07-01,22,3593
2010-07-01,23,3583
2010-07-01,24,6135
2010-07-01,25,3092
2010-07-01,26,4049
2010-07-01,27,3586
2010-07-01,28,3766
2010-07-01,29,5247
2010-07-01,30,3198
2010-07-01,31,2721
2010-07-01,32,2957
2010-07-01,33,3454
2010-07-01,35,6243
2010-07-01,36,4354
2010-07-01,37,3461
2010-07-01,38,5267
2010-07-01,39,3500
2010-07-01,41,1901
2010-07-01,42,3244
2010-07-01,43,2350
2010-07-01,45,2884
2010-07-01,46,2948
2010-07-01,47,2797
2010-07-01,49,4377
2010-07-01,50,6196
2010-07-01,51,6566
2010-07-01,52,3529
2010-07-01,53,4351
2010-07-01,55,3108
2010-07-01,56,2038
2010-07-01,58,3826
2010-07-01,59,2758
2010-07-01,60,5050
2010-07-01,61,5318
2010-07-01,62,4350
2010-07-01,63,3920
2010-07-01,64,6058
2010-07-01,65,4420
2010-07-01,66,3078
2010-07-01,68,2750
2010-07-01,69,2530
2010-07-01,70,2715
2010-07-01,71,2659
2010-07-01,72,3993
2010-07-01,73,3012
2010-07-01,74,2502
2010-07-01,75,1700
2010-07-01,77,3321
2010-07-01,78,2584
2010-07-01,79,2941
2010-07-01,80,2767
2010-07-01,81,1954
2010-07-01,82,2633
2010-07-01,85,2031
2010-07-01,86,2882
2010-07-01,87,2233
2010-07-01,88,2266
2010-07-01,90,2294
2010-07-01,91,2484
2010-07-01,92,3381
2010-07-01,93,2558
2010-07-01,94,3115
2010-07-01,95,2712
2010-07-01,96,1975
2010-07-01,999,3179
2010-08-01,1,1894
2010-08-01,2,1699
2010-08-01,3,4288
2010-08-01,5,3714
2010-08-01,6,10000
2010-08-01,7,6939
2010-08-01,8,3181
2010-08-01,9,10000
2010-08-01,10,3588
2010-08-01,11,4216
2010-08-01,12,4665
2010-08-01,13,2918
2010-08-01,14,2591
2010-08-01,15,2994
2010-08-01,16,2360
2010-08-01,17,4202
2010-08-01,18,3245
2010-08-01,19,5687
2010-08-01,20,4700
2010-08-01,21,6081
2010-08-01,22,3752
2010-08-01,23,3627
2010-08-01,24,6239
2010-08-01,25,3108
2010-08-01,26,4063
2010-08-01,27,3667
2010-08-01,28,3761
2010-08-01,29,5552
2010-08-01,30,3209
2010-08-01,31,2765
2010-08-01,32,2987
2010-08-01,33,3664
2010-08-01,35,6338
2010-08-01,36,4279
2010-08-01,37,3691
2010-08-01,38,5309
2010-08-01,39,3518
2010-08-01,41,2012
2010-08-01,42,3414
2010-08-01,43,2471
2010-08-01,45,2902
2010-08-01,46,2961
2010-08-01,47,2824
2010-08-01,49,4549
2010-08-01,50,6442
2010-08-01,51,6717
2010-08-01,52,3547
2010-08-01,53,4394
2010-08-01,55,3202
2010-08-01,56,2025
2010-08-01,58,3795
2010-08-01,59,2842
2010-08-01,60,5118
2010-08-01,61,5649
2010-08-01,62,4367
2010-08-01,63,3869
2010-08-01,64,6305
2010-08-01,65,4633
2010-08-01,66,3086
2010-08-01,68,2786
2010-08-01,69,2558
2010-08-01,70,2740
2010-08-01,71,2714
2010-08-01,72,4078
2010-08-01,73,3000
2010-08-01,74,2452
2010-08-01,75,1700
2010-08-01,77,3304
2010-08-01,78,2640
2010-08-01,79,3067
2010-08-01,80,2762
2010-08-01,81,2085
2010-08-01,82,2437
2010-08-01,85,2050
2010-08-01,86,3114
2010-08-01,87,2480
2010-08-01,88,2318
2010-08-01,90,2276
2010-08-01,91,2618
2010-08-01,92,3396
2010-08-01,93,2531
2010-08-01,94,3227
2010-08-01,95,2727
2010-08-01,96,2000
2010-08-01,999,3244
2010-09-01,1,2276
2010-09-01,2,1712
2010-09-01,3,4521
2010-09-01,5,3611
2010-09-01,6,10000
2010-09-01,7,6939
2010-09-01,8,3296
2010-09-01,9,10000
2010-09-01,10,3597
2010-09-01,11,4328
2010-09-01,12,5649
2010-09-01,13,2969
2010-09-01,14,2864
2010-09-01,15,3026
2010-09-01,16,2311
2010-09-01,17,4202
2010-09-01,18,3287
2010-09-01,19,5681
2010-09-01,20,4765
2010-09-01,21,6315
2010-09-01,22,3767
2010-09-01,23,3666
2010-09-01,24,6044
2010-09-01,25,3139
2010-09-01,26,4737
2010-09-01,27,3706
2010-09-01,28,3784
2010-09-01,29,5634
2010-09-01,30,3321
2010-09-01,31,2786
2010-09-01,32,3099
2010-09-01,33,3651
2010-09-01,35,7006
2010-09-01,36,4183
2010-09-01,37,3763
2010-09-01,38,5179
2010-09-01,39,3638
2010-09-01,41,1963
2010-09-01,42,3317
2010-09-01,43,2474
2010-09-01,45,3057
2010-09-01,46,3155
2010-09-01,47,3010
2010-09-01,49,4667
2010-09-01,50,6572
2010-09-01,51,6629
2010-09-01,52,3600
2010-09-01,53,4390
2010-09-01,55,3106
2010-09-01,56,1972
2010-09-01,58,3886
2010-09-01,59,3028
2010-09-01,60,5110
2010-09-01,61,6428
2010-09-01,62,4528
2010-09-01,63,4028
2010-09-01,64,6447
2010-09-01,65,4664
2010-09-01,66,3293
2010-09-01,68,2951
2010-09-01,69,2684
2010-09-01,70,2900
2010-09-01,71,2771
2010-09-01,72,4204
2010-09-01,73,3087
2010-09-01,74,2536
2010-09-01,75,1802
2010-09-01,77,3455
2010-09-01,78,2627
2010-09-01,79,3159
2010-09-01,80,2724
2010-09-01,81,2121
2010-09-01,82,2538
2010-09-01,85,2076
2010-09-01,86,3349
2010-09-01,87,2658
2010-09-01,88,2448
2010-09-01,90,2280
2010-09-01,91,2679
2010-09-01,92,3482
2010-09-01,93,2565
2010-09-01,94,3308
2010-09-01,95,2882
2010-09-01,96,2053
2010-09-01,999,3398
2010-10-01,1,2327
2010-10-01,2,1838
2010-10-01,3,4123
2010-10-01,5,3807
2010-10-01,6,10000
2010-10-01,7,7097
2010-10-01,8,3334
2010-10-01,9,10277
2010-10-01,10,3663
2010-10-01,11,4400
2010-10-01,12,5521
2010-10-01,13,3027
2010-10-01,14,2807
2010-10-01,15,2975
2010-10-01,16,2413
2010-10-01,17,4402
2010-10-01,18,3387
2010-10-01,19,5888
2010-10-01,20,4808
2010-10-01,21,6311
2010-10-01,22,3842
2010-10-01,23,3740
2010-10-01,24,6088
2010-10-01,25,3057
2010-10-01,26,4532
2010-10-01,27,3649
2010-10-01,28,3732
2010-10-01,29,5532
2010-10-01,30,3267
2010-10-01,31,2852
2010-10-01,32,3077
2010-10-01,33,3439
2010-10-01,35,6509
2010-10-01,36,4388
2010-10-01,37,3842
2010-10-01,38,5352
2010-10-01,39,3738
2010-10-01,41,2016
2010-10-01,42,3366
2010-10-01,43,2440
2010-10-01,45,3066
2010-10-01,46,3172
2010-10-01,47,3024
2010-10-01,49,4815
2010-10-01,50,6639
2010-10-01,51,6520
2010-10-01,52,3645
2010-10-01,53,4388
2010-10-01,55,3187
2010-10-01,56,2012
2010-10-01,58,3951
2010-10-01,59,3301
2010-10-01,60,5435
2010-10-01,61,5756
2010-10-01,62,4553
2010-10-01,63,4135
2010-10-01,64,7678
2010-10-01,65,4879
2010-10-01,66,3292
2010-10-01,68,2975
2010-10-01,69,2719
2010-10-01,70,2938
2010-10-01,71,2825
2010-10-01,72,4226
2010-10-01,73,3068
2010-10-01,74,2713
2010-10-01,75,1862
2010-10-01,77,3520
2010-10-01,78,2693
2010-10-01,79,3136
2010-10-01,80,2885
2010-10-01,81,2126
2010-10-01,82,2557
2010-10-01,85,2090
2010-10-01,86,3308
2010-10-01,87,2658
2010-10-01,88,2420
2010-10-01,90,1795
2010-10-01,91,2748
2010-10-01,92,3629
2010-10-01,93,2601
2010-10-01,94,3374
2010-10-01,95,2864
2010-10-01,96,2100
2010-10-01,999,3396
2010-11-01,1,2314
2010-11-01,2,1901
2010-11-01,3,3912
2010-11-01,5,3780
2010-11-01,6,10000
2010-11-01,7,7129
2010-11-01,8,3400
2010-11-01,9,10638
2010-11-01,10,3747
2010-11-01,11,4520
2010-11-01,12,5751
2010-11-01,13,3039
2010-11-01,14,2909
2010-11-01,15,3145
2010-11-01,16,2490
2010-11-01,17,4415
2010-11-01,18,3456
2010-11-01,19,5940
2010-11-01,20,4920
2010-11-01,21,6564
2010-11-01,22,3962
2010-11-01,23,3800
2010-11-01,24,6055
2010-11-01,25,3160
2010-11-01,26,4717
2010-11-01,27,3745
2010-11-01,28,3827
2010-11-01,29,5798
2010-11-01,30,3473
2010-11-01,31,2911
2010-11-01,32,3145
2010-11-01,33,3663
2010-11-01,35,6651
2010-11-01,36,4488
2010-11-01,37,3967
2010-11-01,38,5481
2010-11-01,39,3748
2010-11-01,41,2066
2010-11-01,42,3500
2010-11-01,43,2511
2010-11-01,45,3108
2010-11-01,46,3210
2010-11-01,47,3046
2010-11-01,49,4948
2010-11-01,50,6838
2010-11-01,51,7128
2010-11-01,52,3731
2010-11-01,53,4618
2010-11-01,55,3226
2010-11-01,56,2017
2010-11-01,58,4010
2010-11-01,59,3250
2010-11-01,60,5421
2010-11-01,61,5968
2010-11-01,62,4608
2010-11-01,63,4063
2010-11-01,64,6302
2010-11-01,65,4842
2010-11-01,66,3288
2010-11-01,68,2992
2010-11-01,69,2753
2010-11-01,70,2959
2010-11-01,71,2872
2010-11-01,72,4283
2010-11-01,73,3077
2010-11-01,74,2479
2010-11-01,75,1904
2010-11-01,77,3618
2010-11-01,78,2670
2010-11-01,79,3144
2010-11-01,80,2874
2010-11-01,81,2116
2010-11-01,82,2562
2010-11-01,85,2107
2010-11-01,86,3333
2010-11-01,87,2646
2010-11-01,88,2504
2010-11-01,90,1729
2010-11-01,91,2804
2010-11-01,92,3584
2010-11-01,93,2636
2010-11-01,94,3410
2010-11-01,95,2896
2010-11-01,96,2145
2010-11-01,999,3449
2010-12-01,1,3415
2010-12-01,2,2759
2010-12-01,3,6647
2010-12-01,5,4838
2010-12-01,6,22734
2010-12-01,7,10558
2010-12-01,8,5542
2010-12-01,9,17839
2010-12-01,10,5703
2010-12-01,11,6810
2010-12-01,12,9371
2010-12-01,13,4854
2010-12-01,14,4432
2010-12-01,15,4950
2010-12-01,16,3725
2010-12-01,17,6940
2010-12-01,18,5271
2010-12-01,19,8998
2010-12-01,20,7758
2010-12-01,21,10053
2010-12-01,22,5925
2010-12-01,23,6017
2010-12-01,24,9794
2010-12-01,25,4921
2010-12-01,26,7261
2010-12-01,27,5983
2010-12-01,28,6029
2010-12-01,29,9315
2010-12-01,30,5058
2010-12-01,31,4567
2010-12-01,32,4887
2010-12-01,33,5355
2010-12-01,35,10192
2010-12-01,36,7026
2010-12-01,37,5847
2010-12-01,38,7960
2010-12-01,39,5988
2010-12-01,41,2942
2010-12-01,42,5338
2010-12-01,43,3810
2010-12-01,45,4815
2010-12-01,46,4994
2010-12-01,47,4699
2010-12-01,49,7065
2010-12-01,50,9957
2010-12-01,51,10000
2010-12-01,52,5441
2010-12-01,53,6438
2010-12-01,55,4485
2010-12-01,56,2870
2010-12-01,58,6171
2010-12-01,59,4544
2010-12-01,60,8316
2010-12-01,61,8981
2010-12-01,62,6837
2010-12-01,63,6444
2010-12-01,64,10039
2010-12-01,65,7636
2010-12-01,66,5146
2010-12-01,68,4548
2010-12-01,69,3947
2010-12-01,70,4391
2010-12-01,71,4208
2010-12-01,72,6225
2010-12-01,73,4676
2010-12-01,74,3539
2010-12-01,75,2826
2010-12-01,77,5392
2010-12-01,78,3322
2010-12-01,79,4828
2010-12-01,80,3893
2010-12-01,81,2818
2010-12-01,82,3721
2010-12-01,85,3018
2010-12-01,86,5176
2010-12-01,87,4191
2010-12-01,88,3798
2010-12-01,90,3121
2010-12-01,91,4088
2010-12-01,92,5667
2010-12-01,93,3637
2010-12-01,94,5135
2010-12-01,95,4281
2010-12-01,96,3010
2010-12-01,999,5277
2011-01-01,1,2360
2011-01-01,2,1945
2011-01-01,3,4093
2011-01-01,5,4006
2011-01-01,6,16537
2011-01-01,7,8922
2011-01-01,8,3587
2011-01-01,9,13987
2011-01-01,10,3829
2011-01-01,11,5029
2011-01-01,12,6339
2011-01-01,13,3111
2011-01-01,14,2978
2011-01-01,15,3348
2011-01-01,16,2548
2011-01-01,17,4666
2011-01-01,18,3741
2011-01-01,19,6441
2011-01-01,20,5546
2011-01-01,21,7254
2011-01-01,22,4563
2011-01-01,23,4078
2011-01-01,24,7145
2011-01-01,25,3305
2011-01-01,26,4838
2011-01-01,27,3967
2011-01-01,28,3989
2011-01-01,29,7002
2011-01-01,30,3463
2011-01-01,31,3131
2011-01-01,32,3426
2011-01-01,33,4103
2011-01-01,35,8705
2011-01-01,36,4937
2011-01-01,37,4116
2011-01-01,38,5567
2011-01-01,39,3970
2011-01-01,41,2204
2011-01-01,42,3743
2011-01-01,43,2783
2011-01-01,45,3339
2011-01-01,46,3518
2011-01-01,47,3240
2011-01-01,49,5002
2011-01-01,50,7885
2011-01-01,51,7737
2011-01-01,52,3900
2011-01-01,53,4816
2011-01-01,55,3278
2011-01-01,56,2171
2011-01-01,58,4376
2011-01-01,59,3354
2011-01-01,60,5855
2011-01-01,61,6479
2011-01-01,62,4871
2011-01-01,63,4775
2011-01-01,64,7380
2011-01-01,65,5300
2011-01-01,66,3638
2011-01-01,68,3164
2011-01-01,69,2955
2011-01-01,70,3155
2011-01-01,71,3077
2011-01-01,72,4578
2011-01-01,73,3474
2011-01-01,74,2800
2011-01-01,75,2101
2011-01-01,77,3755
2011-01-01,78,2740
2011-01-01,79,3365
2011-01-01,80,2889
2011-01-01,81,2123
2011-01-01,82,2759
2011-01-01,85,2168
2011-01-01,86,3659
2011-01-01,87,2868
2011-01-01,88,2689
2011-01-01,90,2677
2011-01-01,91,2969
2011-01-01,92,3754
2011-01-01,93,2830
2011-01-01,94,3612
2011-01-01,95,3067
2011-01-01,96,2261
2011-01-01,999,3663
2011-02-01,1,2365
2011-02-01,2,1907
2011-02-01,3,3836
2011-02-01,5,4756
2011-02-01,6,16329
2011-02-01,7,7604
2011-02-01,8,3519
2011-02-01,9,13688
2011-02-01,10,3656
2011-02-01,11,4450
2011-02-01,12,4709
2011-02-01,13,2950
2011-02-01,14,2881
2011-02-01,15,3092
2011-02-01,16,2478
2011-02-01,17,4405
2011-02-01,18,3505
2011-02-01,19,5790
2011-02-01,20,5000
2011-02-01,21,6408
2011-02-01,22,3971
2011-02-01,23,3873
2011-02-01,24,6107
2011-02-01,25,3286
2011-02-01,26,4500
2011-02-01,27,3790
2011-02-01,28,3802
2011-02-01,29,5604
2011-02-01,30,3465
2011-02-01,31,2964
2011-02-01,32,3282
2011-02-01,33,4062
2011-02-01,35,8216
2011-02-01,36,4877
2011-02-01,37,4082
2011-02-01,38,5453
2011-02-01,39,3936
2011-02-01,41,2155
2011-02-01,42,3656
2011-02-01,43,2681
2011-02-01,45,3341
2011-02-01,46,3472
2011-02-01,47,3225
2011-02-01,49,4936
2011-02-01,50,7482
2011-02-01,51,8337
2011-02-01,52,3836
2011-02-01,53,4977
2011-02-01,55,3297
2011-02-01,56,2086
2011-02-01,58,4161
2011-02-01,59,3322
2011-02-01,60,5472
2011-02-01,61,6159
2011-02-01,62,4855
2011-02-01,63,4793
2011-02-01,64,7189
2011-02-01,65,5059
2011-02-01,66,3529
2011-02-01,68,3130
2011-02-01,69,2900
2011-02-01,70,3125
2011-02-01,71,3076
2011-02-01,72,4388
2011-02-01,73,3482
2011-02-01,74,2683
2011-02-01,75,2077
2011-02-01,77,3703
2011-02-01,78,2692
2011-02-01,79,3385
2011-02-01,80,2820
2011-02-01,81,2110
2011-02-01,82,2710
2011-02-01,85,2142
2011-02-01,86,3678
2011-02-01,87,2886
2011-02-01,88,2636
2011-02-01,90,2600
2011-02-01,91,2948
2011-02-01,92,3770
2011-02-01,93,2771
2011-02-01,94,3575
2011-02-01,95,3065
2011-02-01,96,2223
2011-02-01,999,3715
2011-03-01,1,2381
2011-03-01,2,2008
2011-03-01,3,4317
2011-03-01,5,3131
2011-03-01,6,21666
2011-03-01,7,8157
2011-03-01,8,3919
2011-03-01,9,13945
2011-03-01,10,3995
2011-03-01,11,4821
2011-03-01,12,4948
2011-03-01,13,3257
2011-03-01,14,3060
2011-03-01,15,3417
2011-03-01,16,2713
2011-03-01,17,4736
2011-03-01,18,3658
2011-03-01,19,6125
2011-03-01,20,5276
2011-03-01,21,6758
2011-03-01,22,4105
2011-03-01,23,4269
2011-03-01,24,6626
2011-03-01,25,3409
2011-03-01,26,4748
2011-03-01,27,4026
2011-03-01,28,4086
2011-03-01,29,6358
2011-03-01,30,3571
2011-03-01,31,3195
2011-03-01,32,3395
2011-03-01,33,3932
2011-03-01,35,8008
2011-03-01,36,5098
2011-03-01,37,4154
2011-03-01,38,6139
2011-03-01,39,4333
2011-03-01,41,2367
2011-03-01,42,4000
2011-03-01,43,2874
2011-03-01,45,3344
2011-03-01,46,3499
2011-03-01,47,3294
2011-03-01,49,5181
2011-03-01,50,7676
2011-03-01,51,7983
2011-03-01,52,4000
2011-03-01,53,4932
2011-03-01,55,3459
2011-03-01,56,2242
2011-03-01,58,4253
2011-03-01,59,3545
2011-03-01,60,5806
2011-03-01,61,7216
2011-03-01,62,5000
2011-03-01,63,4768
2011-03-01,64,7800
2011-03-01,65,5140
2011-03-01,66,3577
2011-03-01,68,3202
2011-03-01,69,2901
2011-03-01,70,3196
2011-03-01,71,3178
2011-03-01,72,4580
2011-03-01,73,3500
2011-03-01,74,2800
2011-03-01,75,2086
2011-03-01,77,3874
2011-03-01,78,2938
2011-03-01,79,3436
2011-03-01,80,2972
2011-03-01,81,2156
2011-03-01,82,2840
2011-03-01,85,2565
2011-03-01,86,3739
2011-03-01,87,3087
2011-03-01,88,2894
2011-03-01,90,2232
2011-03-01,91,3112
2011-03-01,92,3993
2011-03-01,93,2922
2011-03-01,94,3778
2011-03-01,95,3078
2011-03-01,96,2281
2011-03-01,999,3811
2011-04-01,1,2387
2011-04-01,2,2004
2011-04-01,3,4411
2011-04-01,5,4438
2011-04-01,6,18492
2011-04-01,7,8025
2011-04-01,8,3912
2011-04-01,9,15968
2011-04-01,10,4043
2011-04-01,11,4918
2011-04-01,12,4706
2011-04-01,13,3369
2011-04-01,14,3129
2011-04-01,15,3594
2011-04-01,16,2646
2011-04-01,17,4761
2011-04-01,18,3741
2011-04-01,19,6300
2011-04-01,20,5486
2011-04-01,21,7033
2011-04-01,22,4038
2011-04-01,23,4209
2011-04-01,24,6472
2011-04-01,25,3270
2011-04-01,26,4793
2011-04-01,27,3927
2011-04-01,28,3952
2011-04-01,29,6175
2011-04-01,30,3547
2011-04-01,31,3142
2011-04-01,32,3362
2011-04-01,33,4000
2011-04-01,35,7529
2011-04-01,36,5183
2011-04-01,37,4234
2011-04-01,38,5922
2011-04-01,39,4552
2011-04-01,41,2210
2011-04-01,42,3795
2011-04-01,43,2696
2011-04-01,45,3350
2011-04-01,46,3505
2011-04-01,47,3320
2011-04-01,49,5441
2011-04-01,50,7880
2011-04-01,51,9415
2011-04-01,52,4132
2011-04-01,53,5321
2011-04-01,55,3418
2011-04-01,56,2203
2011-04-01,58,4516
2011-04-01,59,3861
2011-04-01,60,5969
2011-04-01,61,6560
2011-04-01,62,5040
2011-04-01,63,4767
2011-04-01,64,7264
2011-04-01,65,5268
2011-04-01,66,3583
2011-04-01,68,3233
2011-04-01,69,2978
2011-04-01,70,3201
2011-04-01,71,3118
2011-04-01,72,4772
2011-04-01,73,3566
2011-04-01,74,2735
2011-04-01,75,2082
2011-04-01,77,3881
2011-04-01,78,2873
