Cultivo;Producción;Depart;Fecha
Soja total;427230;La Paz;2014
Soja total;214800;La Paz;2015
Soja total;312200;La Paz;2016
Soja total;165750;La Paz;2017
Soja total;298700;La Paz;2018
Soja total;254570;La Paz;2019
Soja total;265860;La Paz;2020
Soja total;212600;La Paz;2021
Soja total;148000;Nogoya;2000
Soja total;137600;Nogoya;2001
Soja total;212500;Nogoya;2002
Soja total;220480;Nogoya;2003
Soja total;294751;Nogoya;2004
Soja total;281070;Nogoya;2005
Soja total;323420;Nogoya;2006
Soja total;282175;Nogoya;2007
Soja total;103743;Nogoya;2008
Soja total;340955;Nogoya;2009
Soja total;313800;Nogoya;2010
Soja total;247980;Nogoya;2011
Soja total;269930;Nogoya;2012
Soja total;367250;Nogoya;2013
Soja total;435022;Nogoya;2014
Soja total;238000;Nogoya;2015
Soja total;353455;Nogoya;2016
Soja total;110400;Nogoya;2017
Soja total;268300;Nogoya;2018
Soja total;206775;Nogoya;2019
Soja total;160000;Nogoya;2020
Soja total;224030;Nogoya;2021
Soja total;293800;Parana;2000
Soja total;332800;Parana;2001
Soja total;399000;Parana;2002
Soja total;298000;Parana;2003
Soja total;403957;Parana;2004
Soja total;340092;Parana;2005
Soja total;565560;Parana;2006
Soja total;405695;Parana;2007
Soja total;106900;Parana;2008
Soja total;571500;Parana;2009
Soja total;479700;Parana;2010
Soja total;442400;Parana;2011
Soja total;532800;Parana;2012
Soja total;552100;Parana;2013
Soja total;662060;Parana;2014
Soja total;324000;Parana;2015
Soja total;549350;Parana;2016
Soja total;185900;Parana;2017
Soja total;410563;Parana;2018
Soja total;319550;Parana;2019
Soja total;295590;Parana;2020
Soja total;311950;Parana;2021
Soja total;42700;San Salvador;2003
Soja total;57434;San Salvador;2004
Soja total;33524;San Salvador;2005
Soja total;69317;San Salvador;2006
Soja total;68380;San Salvador;2007
Soja total;14482;San Salvador;2008
Soja total;70820;San Salvador;2009
Soja total;59960;San Salvador;2010
Soja total;46640;San Salvador;2011
Soja total;47955;San Salvador;2012
Soja total;62836;San Salvador;2013
Soja total;76500;San Salvador;2014
Soja total;44820;San Salvador;2015
Soja total;62136;San Salvador;2016
Soja total;15600;San Salvador;2017
Soja total;49480;San Salvador;2018
Soja total;40500;San Salvador;2019
Soja total;39900;San Salvador;2020
Soja total;43380;San Salvador;2021
Soja total;39500;Tala;2000
Soja total;55000;Tala;2001
Soja total;94600;Tala;2002
Soja total;82010;Tala;2003
Soja total;110965;Tala;2004
Soja total;122110;Tala;2005
Soja total;159385;Tala;2006
Soja total;143405;Tala;2007
Soja total;45851;Tala;2008
Soja total;192670;Tala;2009
Soja total;212200;Tala;2010
Soja total;156078;Tala;2011
Soja total;138100;Tala;2012
Soja total;188800;Tala;2013
Soja total;202486;Tala;2014
Soja total;113300;Tala;2015
Soja total;163065;Tala;2016
Soja total;67000;Tala;2017
Soja total;155500;Tala;2018
Soja total;131940;Tala;2019
Soja total;87100;Tala;2020
Soja total;128250;Tala;2021
Soja total;66500;Uruguay;2000
Soja total;133300;Uruguay;2001
Soja total;203400;Uruguay;2002
Soja total;164800;Uruguay;2003
Soja total;263398;Uruguay;2004
Soja total;277058;Uruguay;2005
Soja total;361265;Uruguay;2006
Soja total;273510;Uruguay;2007
Soja total;158681;Uruguay;2008
Soja total;353140;Uruguay;2009
Soja total;344100;Uruguay;2010
Soja total;279370;Uruguay;2011
Soja total;363500;Uruguay;2012
Soja total;385735;Uruguay;2013
Soja total;367382;Uruguay;2014
Soja total;259000;Uruguay;2015
Soja total;366340;Uruguay;2016
Soja total;96500;Uruguay;2017
Soja total;319850;Uruguay;2018
Soja total;247470;Uruguay;2019
Soja total;188920;Uruguay;2020
Soja total;283080;Uruguay;2021
Soja total;202000;Victoria;2000
Soja total;229500;Victoria;2001
Soja total;304000;Victoria;2002
Soja total;270400;Victoria;2003
Soja total;329833;Victoria;2004
Soja total;305249;Victoria;2005
Soja total;338800;Victoria;2006
Soja total;303040;Victoria;2007
Soja total;118333;Victoria;2008
Soja total;368090;Victoria;2009
Soja total;311550;Victoria;2010
Soja total;255030;Victoria;2011
Soja total;269500;Victoria;2012
Soja total;289860;Victoria;2013
Soja total;289924;Victoria;2014
Soja total;212600;Victoria;2015
Soja total;251045;Victoria;2016
Soja total;127050;Victoria;2017
Soja total;259410;Victoria;2018
Soja total;165320;Victoria;2019
Soja total;102750;Victoria;2020
Soja total;181200;Victoria;2021
Soja total;70200;Villaguay;2000
Soja total;116500;Villaguay;2001
Soja total;204000;Villaguay;2002
Soja total;206010;Villaguay;2003
Soja total;238040;Villaguay;2004
Soja total;159752;Villaguay;2005
Soja total;358765;Villaguay;2006
Soja total;360860;Villaguay;2007
Soja total;42061;Villaguay;2008
Soja total;241020;Villaguay;2009
Soja total;246600;Villaguay;2010
Soja total;274900;Villaguay;2011
Soja total;256200;Villaguay;2012
Soja total;277412;Villaguay;2013
Soja total;368000;Villaguay;2014
Soja total;220650;Villaguay;2015
Soja total;302100;Villaguay;2016
Soja total;62000;Villaguay;2017
Soja total;289150;Villaguay;2018
Soja total;267650;Villaguay;2019
Soja total;228800;Villaguay;2020
Soja total;244700;Villaguay;2021
Sorgo;7200;Colon;2000
Sorgo;5250;Colon;2001
Sorgo;8170;Colon;2002
Sorgo;5200;Colon;2003
Sorgo;5760;Colon;2004
Sorgo;3360;Colon;2005
Sorgo;14620;Colon;2006
Sorgo;17760;Colon;2007
Sorgo;6750;Colon;2008
Sorgo;10800;Colon;2009
Sorgo;12150;Colon;2010
Sorgo;17480;Colon;2011
Sorgo;17430;Colon;2012
Sorgo;11340;Colon;2013
Sorgo;9450;Colon;2014
Sorgo;8170;Colon;2015
Sorgo;13500;Colon;2016
Sorgo;5400;Colon;2017
Sorgo;6880;Colon;2018
Sorgo;5880;Colon;2019
Sorgo;8050;Colon;2020
Sorgo;6000;Colon;2021
Sorgo;11000;Concordia;2000
Sorgo;11760;Concordia;2001
Sorgo;18000;Concordia;2002
Sorgo;33000;Concordia;2003
Sorgo;42700;Concordia;2004
Sorgo;33000;Concordia;2005
Sorgo;45500;Concordia;2006
Sorgo;49300;Concordia;2007
Sorgo;11550;Concordia;2008
Sorgo;65000;Concordia;2009
Sorgo;29900;Concordia;2010
Sorgo;40160;Concordia;2011
Sorgo;30000;Concordia;2012
Sorgo;24000;Concordia;2013
Sorgo;29150;Concordia;2014
Sorgo;25500;Concordia;2015
Sorgo;22880;Concordia;2016
Sorgo;17640;Concordia;2017
Sorgo;20000;Concordia;2018
Sorgo;16200;Concordia;2019
Sorgo;21930;Concordia;2020
Sorgo;16100;Concordia;2021
Sorgo;11000;Diamante;2000
Sorgo;13750;Diamante;2001
Sorgo;11050;Diamante;2002
Sorgo;8450;Diamante;2003
Sorgo;23100;Diamante;2004
Sorgo;17400;Diamante;2005
Sorgo;24500;Diamante;2006
Sorgo;34000;Diamante;2007
Sorgo;19240;Diamante;2008
Sorgo;35200;Diamante;2009
Sorgo;33040;Diamante;2010
Sorgo;62160;Diamante;2011
Sorgo;33600;Diamante;2012
Sorgo;20800;Diamante;2013
Sorgo;19200;Diamante;2014
Sorgo;9010;Diamante;2015
Sorgo;15600;Diamante;2016
Sorgo;12300;Diamante;2017
Sorgo;16200;Diamante;2018
Sorgo;15080;Diamante;2019
Sorgo;26520;Diamante;2020
Sorgo;19600;Diamante;2021
Sorgo;8280;Federacion;2000
Sorgo;8000;Federacion;2001
Sorgo;8000;Federacion;2002
Sorgo;15000;Federacion;2003
Sorgo;22950;Federacion;2004
Sorgo;21000;Federacion;2005
Sorgo;26000;Federacion;2006
Sorgo;25200;Federacion;2007
Sorgo;4550;Federacion;2008
Sorgo;22000;Federacion;2009
Sorgo;17500;Federacion;2010
Sorgo;21760;Federacion;2011
Sorgo;22500;Federacion;2012
Sorgo;18000;Federacion;2013
Sorgo;17000;Federacion;2014
Sorgo;16450;Federacion;2015
Sorgo;9500;Federacion;2016
Sorgo;9000;Federacion;2017
Sorgo;9350;Federacion;2018
Sorgo;2650;Federacion;2019
Sorgo;4590;Federacion;2020
Sorgo;3150;Federacion;2021
Sorgo;20640;Federal;2000
Sorgo;19740;Federal;2001
Sorgo;20250;Federal;2002
Sorgo;29700;Federal;2003
Sorgo;44800;Federal;2004
Sorgo;39000;Federal;2005
Sorgo;39000;Federal;2006
Sorgo;43400;Federal;2007
Sorgo;8920;Federal;2008
Sorgo;34800;Federal;2009
Sorgo;31460;Federal;2010
Sorgo;45070;Federal;2011
Sorgo;31200;Federal;2012
Sorgo;26400;Federal;2013
Sorgo;25200;Federal;2014
Sorgo;30250;Federal;2015
Sorgo;23220;Federal;2016
Sorgo;18800;Federal;2017
Sorgo;23100;Federal;2018
Sorgo;22680;Federal;2019
Sorgo;28050;Federal;2020
Sorgo;20835;Federal;2021
Sorgo;5850;Feliciano;2000
Sorgo;7600;Feliciano;2001
Sorgo;10400;Feliciano;2002
Sorgo;15000;Feliciano;2003
Sorgo;23600;Feliciano;2004
Sorgo;19500;Feliciano;2005
Sorgo;21000;Feliciano;2006
Sorgo;25600;Feliciano;2007
Sorgo;8800;Feliciano;2008
Sorgo;24080;Feliciano;2009
Sorgo;19320;Feliciano;2010
Sorgo;24460;Feliciano;2011
Sorgo;20000;Feliciano;2012
Sorgo;18000;Feliciano;2013
Sorgo;16120;Feliciano;2014
Sorgo;18800;Feliciano;2015
Sorgo;17680;Feliciano;2016
Sorgo;11880;Feliciano;2017
Sorgo;15600;Feliciano;2018
Sorgo;13520;Feliciano;2019
Sorgo;13770;Feliciano;2020
Sorgo;11500;Feliciano;2021
Sorgo;23850;Gualeguay;2000
Sorgo;19200;Gualeguay;2001
Sorgo;25750;Gualeguay;2002
Sorgo;28620;Gualeguay;2003
Sorgo;38480;Gualeguay;2004
Sorgo;18250;Gualeguay;2005
Sorgo;20750;Gualeguay;2006
Sorgo;13750;Gualeguay;2007
Sorgo;12600;Gualeguay;2008
Sorgo;26400;Gualeguay;2009
Sorgo;29150;Gualeguay;2010
Sorgo;69260;Gualeguay;2011
Sorgo;31360;Gualeguay;2012
Sorgo;25440;Gualeguay;2013
Sorgo;25575;Gualeguay;2014
Sorgo;18000;Gualeguay;2015
Sorgo;16500;Gualeguay;2016
Sorgo;11000;Gualeguay;2017
Sorgo;11020;Gualeguay;2018
Sorgo;13395;Gualeguay;2019
Sorgo;23400;Gualeguay;2020
Sorgo;25000;Gualeguay;2021
Sorgo;45150;Gualeguaychu;2000
Sorgo;19350;Gualeguaychu;2001
Sorgo;31950;Gualeguaychu;2002
Sorgo;37500;Gualeguaychu;2003
Sorgo;37580;Gualeguaychu;2004
Sorgo;17550;Gualeguaychu;2005
Sorgo;21150;Gualeguaychu;2006
Sorgo;32160;Gualeguaychu;2007
Sorgo;22000;Gualeguaychu;2008
Sorgo;26450;Gualeguaychu;2009
Sorgo;30150;Gualeguaychu;2010
Sorgo;88690;Gualeguaychu;2011
Sorgo;43500;Gualeguaychu;2012
Sorgo;58750;Gualeguaychu;2013
Sorgo;26790;Gualeguaychu;2014
Sorgo;22360;Gualeguaychu;2015
Sorgo;28000;Gualeguaychu;2016
Sorgo;12000;Gualeguaychu;2017
Sorgo;11130;Gualeguaychu;2018
Sorgo;14000;Gualeguaychu;2019
Sorgo;25725;Gualeguaychu;2020
Sorgo;23200;Gualeguaychu;2021
Sorgo;27000;La Paz;2000
Sorgo;35000;La Paz;2001
Sorgo;38500;La Paz;2002
Sorgo;54000;La Paz;2003
Sorgo;67200;La Paz;2004
Sorgo;58500;La Paz;2005
Sorgo;55250;La Paz;2006
Sorgo;67200;La Paz;2007
Sorgo;30360;La Paz;2008
Sorgo;89900;La Paz;2009
Sorgo;78000;La Paz;2010
Sorgo;115880;La Paz;2011
Sorgo;81000;La Paz;2012
Sorgo;69750;La Paz;2013
Sorgo;75240;La Paz;2014
Sorgo;71500;La Paz;2015
Sorgo;63250;La Paz;2016
Sorgo;50800;La Paz;2017
Sorgo;50600;La Paz;2018
Sorgo;48720;La Paz;2019
Sorgo;81000;La Paz;2020
Sorgo;62720;La Paz;2021
Sorgo;26000;Nogoya;2000
Sorgo;17500;Nogoya;2001
Sorgo;18450;Nogoya;2002
Sorgo;22500;Nogoya;2003
Sorgo;35250;Nogoya;2004
Sorgo;13630;Nogoya;2005
Sorgo;29000;Nogoya;2006
Sorgo;44980;Nogoya;2007
Sorgo;25420;Nogoya;2008
Sorgo;39900;Nogoya;2009
Sorgo;39950;Nogoya;2010
Sorgo;95460;Nogoya;2011
Sorgo;50740;Nogoya;2012
Sorgo;39950;Nogoya;2013
Sorgo;30240;Nogoya;2014
Sorgo;21060;Nogoya;2015
Sorgo;72000;Nogoya;2016
Sorgo;33300;Nogoya;2017
Sorgo;45000;Nogoya;2018
Sorgo;37675;Nogoya;2019
Sorgo;49970;Nogoya;2020
Sorgo;35700;Nogoya;2021
Sorgo;16000;Parana;2000
Sorgo;20000;Parana;2001
Sorgo;26660;Parana;2002
Sorgo;34100;Parana;2003
Sorgo;57600;Parana;2004
Sorgo;36400;Parana;2005
Sorgo;52000;Parana;2006
Sorgo;68000;Parana;2007
Sorgo;40000;Parana;2008
Sorgo;119040;Parana;2009
Sorgo;91300;Parana;2010
Sorgo;130540;Parana;2011
Sorgo;112000;Parana;2012
Sorgo;104000;Parana;2013
Sorgo;75810;Parana;2014
Sorgo;88400;Parana;2015
Sorgo;101920;Parana;2016
Sorgo;80000;Parana;2017
Sorgo;88000;Parana;2018
Sorgo;67760;Parana;2019
Sorgo;69120;Parana;2020
Sorgo;51650;Parana;2021
Sorgo;7560;San Salvador;2003
Sorgo;8460;San Salvador;2004
Sorgo;4200;San Salvador;2005
Sorgo;11250;San Salvador;2006
Sorgo;26000;San Salvador;2007
Sorgo;9600;San Salvador;2008
Sorgo;12430;San Salvador;2009
Sorgo;14000;San Salvador;2010
Sorgo;37460;San Salvador;2011
Sorgo;13330;San Salvador;2012
Sorgo;30600;San Salvador;2013
Sorgo;9430;San Salvador;2014
Sorgo;5700;San Salvador;2015
Sorgo;11000;San Salvador;2016
Sorgo;4200;San Salvador;2017
Sorgo;5400;San Salvador;2018
Sorgo;1890;San Salvador;2019
Sorgo;13160;San Salvador;2020
Sorgo;8740;San Salvador;2021
Sorgo;15050;Tala;2000
Sorgo;12800;Tala;2001
Sorgo;17100;Tala;2002
Sorgo;19350;Tala;2003
Sorgo;27500;Tala;2004
Sorgo;11250;Tala;2005
Sorgo;24750;Tala;2006
Sorgo;25000;Tala;2007
Sorgo;11380;Tala;2008
Sorgo;18000;Tala;2009
Sorgo;22500;Tala;2010
Sorgo;42740;Tala;2011
Sorgo;29440;Tala;2012
Sorgo;13760;Tala;2013
Sorgo;23230;Tala;2014
Sorgo;17760;Tala;2015
Sorgo;31800;Tala;2016
Sorgo;12250;Tala;2017
Sorgo;6750;Tala;2018
Sorgo;17680;Tala;2019
Sorgo;26600;Tala;2020
Sorgo;18500;Tala;2021
Sorgo;7740;Uruguay;2000
Sorgo;11930;Uruguay;2001
Sorgo;16170;Uruguay;2002
Sorgo;16800;Uruguay;2003
Sorgo;24000;Uruguay;2004
Sorgo;15700;Uruguay;2005
Sorgo;26770;Uruguay;2006
Sorgo;35360;Uruguay;2007
Sorgo;20900;Uruguay;2008
Sorgo;28350;Uruguay;2009
Sorgo;28350;Uruguay;2010
Sorgo;70400;Uruguay;2011
Sorgo;34880;Uruguay;2012
Sorgo;40500;Uruguay;2013
Sorgo;29475;Uruguay;2014
Sorgo;22040;Uruguay;2015
Sorgo;55650;Uruguay;2016
Sorgo;18000;Uruguay;2017
Sorgo;27560;Uruguay;2018
Sorgo;12650;Uruguay;2019
Sorgo;36540;Uruguay;2020
Sorgo;19760;Uruguay;2021
Sorgo;7150;Victoria;2000
Sorgo;3850;Victoria;2001
Sorgo;15950;Victoria;2002
Sorgo;4400;Victoria;2003
Sorgo;8100;Victoria;2004
Sorgo;4500;Victoria;2005
Sorgo;10200;Victoria;2006
Sorgo;15130;Victoria;2007
Sorgo;11400;Victoria;2008
Sorgo;17500;Victoria;2009
Sorgo;22000;Victoria;2010
Sorgo;76310;Victoria;2011
Sorgo;16450;Victoria;2012
Sorgo;6750;Victoria;2013
Sorgo;7540;Victoria;2014
Sorgo;6300;Victoria;2015
Sorgo;18150;Victoria;2016
Sorgo;5850;Victoria;2017
Sorgo;5415;Victoria;2018
Sorgo;5510;Victoria;2019
Sorgo;35550;Victoria;2020
Sorgo;19250;Victoria;2021
Sorgo;28380;Villaguay;2000
Sorgo;14400;Villaguay;2001
Sorgo;26800;Villaguay;2002
Sorgo;32400;Villaguay;2003
Sorgo;40000;Villaguay;2004
Sorgo;23280;Villaguay;2005
Sorgo;47000;Villaguay;2006
Sorgo;70560;Villaguay;2007
Sorgo;33250;Villaguay;2008
Sorgo;40250;Villaguay;2009
Sorgo;63000;Villaguay;2010
Sorgo;88800;Villaguay;2011
Sorgo;66220;Villaguay;2012
Sorgo;39900;Villaguay;2013
Sorgo;22540;Villaguay;2014
Sorgo;18000;Villaguay;2015
Sorgo;57600;Villaguay;2016
Sorgo;24050;Villaguay;2017
Sorgo;67310;Villaguay;2018
Sorgo;37500;Villaguay;2019
Sorgo;60680;Villaguay;2020
Sorgo;40800;Villaguay;2021
Trigo candeal;63;Diamante;2020
Trigo candeal;375;Parana;2020
Trigo total;8400;Colon;2000
Trigo total;6800;Colon;2001
Trigo total;4070;Colon;2002
Trigo total;9700;Colon;2003
Trigo total;8750;Colon;2004
Trigo total;3450;Colon;2005
Trigo total;10150;Colon;2006
Trigo total;7935;Colon;2007
Trigo total;9800;Colon;2008
Trigo total;29130;Colon;2009
Trigo total;16007;Colon;2010
Trigo total;15300;Colon;2011
Trigo total;3995;Colon;2012
Trigo total;8400;Colon;2013
Trigo total;10000;Colon;2014
Trigo total;8680;Colon;2015
Trigo total;12204;Colon;2016
Trigo total;11550;Colon;2017
Trigo total;19200;Colon;2018
Trigo total;13230;Colon;2019
Trigo total;14300;Colon;2020
Trigo total;36000;Colon;2021
Trigo total;34410;Colon;2022
Trigo total;8600;Concordia;2000
Trigo total;8100;Concordia;2001
Trigo total;4500;Concordia;2002
Trigo total;7200;Concordia;2003
Trigo total;7700;Concordia;2004
Trigo total;6480;Concordia;2005
Trigo total;7680;Concordia;2006
Trigo total;9620;Concordia;2007
Trigo total;9360;Concordia;2008
Trigo total;17840;Concordia;2009
Trigo total;14045;Concordia;2010
Trigo total;11310;Concordia;2011
Trigo total;8505;Concordia;2012
Trigo total;7920;Concordia;2013
Trigo total;5440;Concordia;2014
Trigo total;10400;Concordia;2015
Trigo total;8892;Concordia;2016
Trigo total;12000;Concordia;2017
Trigo total;19250;Concordia;2018
Trigo total;14300;Concordia;2019
Trigo total;13750;Concordia;2020
Trigo total;16500;Concordia;2021
Trigo total;17050;Concordia;2022
Trigo total;118000;Diamante;2000
Trigo total;93000;Diamante;2001
Trigo total;88200;Diamante;2002
Trigo total;114550;Diamante;2003
Trigo total;139200;Diamante;2004
Trigo total;133000;Diamante;2005
Trigo total;150500;Diamante;2006
Trigo total;172800;Diamante;2007
Trigo total;44000;Diamante;2008
Trigo total;204890;Diamante;2009
Trigo total;165131;Diamante;2010
Trigo total;159510;Diamante;2011
Trigo total;103950;Diamante;2012
Trigo total;144000;Diamante;2013
Trigo total;127185;Diamante;2014
Trigo total;90651;Diamante;2015
Trigo total;129570;Diamante;2016
Trigo total;137430;Diamante;2017
Trigo total;173900;Diamante;2018
Trigo total;142600;Diamante;2019
Trigo total;113583;Diamante;2020
Trigo total;157080;Diamante;2021
Trigo total;156800;Diamante;2022
Trigo total;3800;Federacion;2000
Trigo total;2400;Federacion;2001
Trigo total;950;Federacion;2002
Trigo total;1320;Federacion;2003
Trigo total;1800;Federacion;2004
Trigo total;1600;Federacion;2005
Trigo total;3120;Federacion;2006
Trigo total;4420;Federacion;2007
Trigo total;4800;Federacion;2008
Trigo total;8090;Federacion;2009
Trigo total;6320;Federacion;2010
Trigo total;4320;Federacion;2011
Trigo total;3780;Federacion;2012
Trigo total;2200;Federacion;2013
Trigo total;1760;Federacion;2014
Trigo total;7200;Federacion;2015
Trigo total;9724;Federacion;2016
Trigo total;8800;Federacion;2017
Trigo total;14700;Federacion;2018
Trigo total;6875;Federacion;2019
Trigo total;9100;Federacion;2020
Trigo total;9800;Federacion;2021
Trigo total;13120;Federacion;2022
Trigo total;7600;Federal;2000
Trigo total;6000;Federal;2001
Trigo total;2100;Federal;2002
Trigo total;2990;Federal;2003
Trigo total;3600;Federal;2004
Trigo total;2880;Federal;2005
Trigo total;3840;Federal;2006
Trigo total;9620;Federal;2007
Trigo total;7200;Federal;2008
Trigo total;16810;Federal;2009
Trigo total;11205;Federal;2010
Trigo total;11600;Federal;2011
Trigo total;7875;Federal;2012
Trigo total;8880;Federal;2013
Trigo total;10920;Federal;2014
Trigo total;13440;Federal;2015
Trigo total;18880;Federal;2016
Trigo total;19040;Federal;2017
Trigo total;24480;Federal;2018
Trigo total;18750;Federal;2019
Trigo total;19500;Federal;2020
Trigo total;25500;Federal;2021
Trigo total;27900;Federal;2022
Trigo total;3960;Feliciano;2000
Trigo total;3100;Feliciano;2001
Trigo total;980;Feliciano;2002
Trigo total;2200;Feliciano;2003
Trigo total;1800;Feliciano;2004
Trigo total;1760;Feliciano;2005
Trigo total;2090;Feliciano;2006
Trigo total;3300;Feliciano;2007
Trigo total;3360;Feliciano;2008
Trigo total;7520;Feliciano;2009
Trigo total;5422;Feliciano;2010
Trigo total;3600;Feliciano;2011
Trigo total;2625;Feliciano;2012
Trigo total;2000;Feliciano;2013
Trigo total;1920;Feliciano;2014
Trigo total;4400;Feliciano;2015
Trigo total;6816;Feliciano;2016
Trigo total;5400;Feliciano;2017
Trigo total;10540;Feliciano;2018
Trigo total;9750;Feliciano;2019
Trigo total;14300;Feliciano;2020
Trigo total;18850;Feliciano;2021
Trigo total;20400;Feliciano;2022
Trigo total;60000;Gualeguay;2000
Trigo total;49000;Gualeguay;2001
Trigo total;51500;Gualeguay;2002
Trigo total;75000;Gualeguay;2003
Trigo total;89850;Gualeguay;2004
Trigo total;73600;Gualeguay;2005
Trigo total;81940;Gualeguay;2006
Trigo total;108900;Gualeguay;2007
Trigo total;38325;Gualeguay;2008
Trigo total;134900;Gualeguay;2009
Trigo total;114889;Gualeguay;2010
Trigo total;100450;Gualeguay;2011
Trigo total;44500;Gualeguay;2012
Trigo total;65100;Gualeguay;2013
Trigo total;59020;Gualeguay;2014
Trigo total;68970;Gualeguay;2015
Trigo total;79776;Gualeguay;2016
Trigo total;72500;Gualeguay;2017
Trigo total;136000;Gualeguay;2018
Trigo total;93000;Gualeguay;2019
Trigo total;106680;Gualeguay;2020
Trigo total;156000;Gualeguay;2021
Trigo total;123080;Gualeguay;2022
Trigo total;60500;Gualeguaychu;2000
Trigo total;50000;Gualeguaychu;2001
Trigo total;39440;Gualeguaychu;2002
Trigo total;62100;Gualeguaychu;2003
Trigo total;80780;Gualeguaychu;2004
Trigo total;79560;Gualeguaychu;2005
Trigo total;92160;Gualeguaychu;2006
Trigo total;78400;Gualeguaychu;2007
Trigo total;58300;Gualeguaychu;2008
Trigo total;159980;Gualeguaychu;2009
Trigo total;106628;Gualeguaychu;2010
Trigo total;112850;Gualeguaychu;2011
Trigo total;48400;Gualeguaychu;2012
Trigo total;137408;Gualeguaychu;2013
Trigo total;118000;Gualeguaychu;2014
Trigo total;81180;Gualeguaychu;2015
Trigo total;188542;Gualeguaychu;2016
Trigo total;138650;Gualeguaychu;2017
Trigo total;226800;Gualeguaychu;2018
Trigo total;165200;Gualeguaychu;2019
Trigo total;197200;Gualeguaychu;2020
Trigo total;259000;Gualeguaychu;2021
Trigo total;243780;Gualeguaychu;2022
Trigo total;23000;La Paz;2000
Trigo total;30000;La Paz;2001
Trigo total;20800;La Paz;2002
Trigo total;22000;La Paz;2003
Trigo total;23100;La Paz;2004
Trigo total;18225;La Paz;2005
Trigo total;27000;La Paz;2006
Trigo total;32000;La Paz;2007
Trigo total;30600;La Paz;2008
Trigo total;107180;La Paz;2009
Trigo total;88607;La Paz;2010
Trigo total;93600;La Paz;2011
Trigo total;63000;La Paz;2012
Trigo total;67200;La Paz;2013
Trigo total;72790;La Paz;2014
Trigo total;50750;La Paz;2015
Trigo total;52480;La Paz;2016
Trigo total;58800;La Paz;2017
Trigo total;79200;La Paz;2018
Trigo total;124800;La Paz;2019
Trigo total;139200;La Paz;2020
Trigo total;181350;La Paz;2021
Trigo total;208000;La Paz;2022
Trigo total;64500;Nogoya;2000
Trigo total;45000;Nogoya;2001
Trigo total;42500;Nogoya;2002
Trigo total;72000;Nogoya;2003
Trigo total;82650;Nogoya;2004
Trigo total;65000;Nogoya;2005
Trigo total;82650;Nogoya;2006
Trigo total;86213;Nogoya;2007
Trigo total;53900;Nogoya;2008
Trigo total;136670;Nogoya;2009
Trigo total;112772;Nogoya;2010
Trigo total;92535;Nogoya;2011
Trigo total;39094;Nogoya;2012
Trigo total;44415;Nogoya;2013
Trigo total;55680;Nogoya;2014
Trigo total;71120;Nogoya;2015
Trigo total;140672;Nogoya;2016
Trigo total;149805;Nogoya;2017
Trigo total;206500;Nogoya;2018
Trigo total;142695;Nogoya;2019
Trigo total;150000;Nogoya;2020
Trigo total;184800;Nogoya;2021
Trigo total;190400;Nogoya;2022
Trigo total;124000;Parana;2000
Trigo total;110000;Parana;2001
Trigo total;98800;Parana;2002
Trigo total;133920;Parana;2003
Trigo total;162000;Parana;2004
Trigo total;167145;Parana;2005
Trigo total;191400;Parana;2006
Trigo total;204000;Parana;2007
Trigo total;44000;Parana;2008
Trigo total;216330;Parana;2009
Trigo total;185888;Parana;2010
Trigo total;192660;Parana;2011
Trigo total;134400;Parana;2012
Trigo total;135000;Parana;2013
Trigo total;154330;Parana;2014
Trigo total;138880;Parana;2015
Trigo total;150280;Parana;2016
Trigo total;245790;Parana;2017
Trigo total;436600;Parana;2018
Trigo total;229050;Parana;2019
Trigo total;197415;Parana;2020
Trigo total;270400;Parana;2021
Trigo total;286400;Parana;2022
Trigo total;7125;San Salvador;2004
Trigo total;2350;San Salvador;2005
Trigo total;15400;San Salvador;2006
Trigo total;11445;San Salvador;2007
Trigo total;18850;San Salvador;2008
Trigo total;20310;San Salvador;2009
Trigo total;14406;San Salvador;2010
Trigo total;8835;San Salvador;2011
Trigo total;3255;San Salvador;2012
Trigo total;9200;San Salvador;2013
Trigo total;13200;San Salvador;2014
Trigo total;3500;San Salvador;2015
Trigo total;6102;San Salvador;2016
Trigo total;7350;San Salvador;2017
Trigo total;14400;San Salvador;2018
Trigo total;9000;San Salvador;2019
Trigo total;13200;San Salvador;2020
Trigo total;18000;San Salvador;2021
Trigo total;20739;San Salvador;2022
Trigo total;9600;Tala;2000
Trigo total;13000;Tala;2001
Trigo total;11468;Tala;2002
Trigo total;20000;Tala;2003
Trigo total;27300;Tala;2004
Trigo total;18550;Tala;2005
Trigo total;29000;Tala;2006
Trigo total;37800;Tala;2007
Trigo total;18260;Tala;2008
Trigo total;60670;Tala;2009
Trigo total;40276;Tala;2010
Trigo total;39238;Tala;2011
Trigo total;17248;Tala;2012
Trigo total;31500;Tala;2013
Trigo total;29210;Tala;2014
Trigo total;14300;Tala;2015
Trigo total;48420;Tala;2016
Trigo total;37575;Tala;2017
Trigo total;82250;Tala;2018
Trigo total;54340;Tala;2019
Trigo total;66640;Tala;2020
Trigo total;80000;Tala;2021
Trigo total;91200;Tala;2022
Trigo total;16800;Uruguay;2000
Trigo total;18000;Uruguay;2001
Trigo total;13425;Uruguay;2002
Trigo total;20000;Uruguay;2003
Trigo total;33410;Uruguay;2004
Trigo total;24750;Uruguay;2005
Trigo total;59160;Uruguay;2006
Trigo total;46845;Uruguay;2007
