Cultivo;Producción;Depart;Fecha
Trigo total;51350;Uruguay;2008
Trigo total;161490;Uruguay;2009
Trigo total;78383;Uruguay;2010
Trigo total;83880;Uruguay;2011
Trigo total;38786;Uruguay;2012
Trigo total;67100;Uruguay;2013
Trigo total;59110;Uruguay;2014
Trigo total;56100;Uruguay;2015
Trigo total;87552;Uruguay;2016
Trigo total;73750;Uruguay;2017
Trigo total;115500;Uruguay;2018
Trigo total;98400;Uruguay;2019
Trigo total;135430;Uruguay;2020
Trigo total;139500;Uruguay;2021
Trigo total;167280;Uruguay;2022
Trigo total;80000;Victoria;2000
Trigo total;71000;Victoria;2001
Trigo total;79800;Victoria;2002
Trigo total;96100;Victoria;2003
Trigo total;112200;Victoria;2004
Trigo total;100800;Victoria;2005
Trigo total;98340;Victoria;2006
Trigo total;111600;Victoria;2007
Trigo total;44520;Victoria;2008
Trigo total;138350;Victoria;2009
Trigo total;142514;Victoria;2010
Trigo total;117800;Victoria;2011
Trigo total;56970;Victoria;2012
Trigo total;76275;Victoria;2013
Trigo total;84500;Victoria;2014
Trigo total;69930;Victoria;2015
Trigo total;146268;Victoria;2016
Trigo total;96501;Victoria;2017
Trigo total;180500;Victoria;2018
Trigo total;125250;Victoria;2019
Trigo total;102750;Victoria;2020
Trigo total;195000;Victoria;2021
Trigo total;173440;Victoria;2022
Trigo total;13100;Villaguay;2000
Trigo total;20000;Villaguay;2001
Trigo total;6600;Villaguay;2002
Trigo total;16100;Villaguay;2003
Trigo total;22100;Villaguay;2004
Trigo total;12500;Villaguay;2005
Trigo total;34800;Villaguay;2006
Trigo total;29900;Villaguay;2007
Trigo total;27500;Villaguay;2008
Trigo total;57700;Villaguay;2009
Trigo total;27264;Villaguay;2010
Trigo total;34125;Villaguay;2011
Trigo total;10575;Villaguay;2012
Trigo total;23750;Villaguay;2013
Trigo total;27140;Villaguay;2014
Trigo total;17550;Villaguay;2015
Trigo total;35670;Villaguay;2016
Trigo total;35420;Villaguay;2017
Trigo total;81600;Villaguay;2018
Trigo total;56700;Villaguay;2019
Trigo total;127020;Villaguay;2020
Trigo total;131200;Villaguay;2021
Trigo total;168200;Villaguay;2022
