fecha,clae6,puestos
2009-02-01,275092,321
2009-02-01,275099,3366
2009-02-01,279000,5085
2009-02-01,281100,785
2009-02-01,281201,2779
2009-02-01,281301,2750
2009-02-01,281400,955
2009-02-01,281500,543
2009-02-01,281600,2682
2009-02-01,281700,170
2009-02-01,281900,6324
2009-02-01,282110,617
2009-02-01,282120,11472
2009-02-01,282130,1220
2009-02-01,282200,1323
2009-02-01,282300,1873
2009-02-01,282400,1484
2009-02-01,282500,3575
2009-02-01,282600,382
2009-02-01,282901,334
2009-02-01,282909,10536
2009-02-01,291000,27732
2009-02-01,292000,7284
2009-02-01,293011,921
2009-02-01,293090,42345
2009-02-01,301100,3390
2009-02-01,301200,898
2009-02-01,302000,1798
2009-02-01,303000,406
2009-02-01,309100,1725
2009-02-01,309200,1088
2009-02-01,309900,434
2009-02-01,310010,14675
2009-02-01,310020,3928
2009-02-01,310030,3227
2009-02-01,321011,420
2009-02-01,321012,114
2009-02-01,321020,276
2009-02-01,322001,215
2009-02-01,323001,871
2009-02-01,324000,848
2009-02-01,329010,373
2009-02-01,329020,642
2009-02-01,329030,450
2009-02-01,329040,357
2009-02-01,329090,9035
2009-02-01,331101,964
2009-02-01,331210,3041
2009-02-01,331220,308
2009-02-01,331290,2018
2009-02-01,331301,153
2009-02-01,331400,368
2009-02-01,331900,4225
2009-02-01,332000,572
2009-02-01,351110,3581
2009-02-01,351130,771
2009-02-01,351190,365
2009-02-01,351201,1161
2009-02-01,351310,-99
2009-02-01,351320,27261
2009-02-01,352010,51
2009-02-01,352020,5292
2009-02-01,353001,-99
2009-02-01,360010,1813
2009-02-01,360020,5845
2009-02-01,370000,915
2009-02-01,381100,18950
2009-02-01,381200,1555
2009-02-01,382010,1298
2009-02-01,382020,1812
2009-02-01,390000,595
2009-02-01,410011,117146
2009-02-01,410021,84447
2009-02-01,421000,47486
2009-02-01,422100,954
2009-02-01,422200,35838
2009-02-01,429010,5002
2009-02-01,429090,33228
2009-02-01,431100,626
2009-02-01,431210,10644
2009-02-01,431220,904
2009-02-01,432110,446
2009-02-01,432190,18047
2009-02-01,432200,7543
2009-02-01,432910,1922
2009-02-01,432920,1135
2009-02-01,432990,6833
2009-02-01,433010,2500
2009-02-01,433020,2085
2009-02-01,433030,244
2009-02-01,433040,3119
2009-02-01,433090,359
2009-02-01,439100,1718
2009-02-01,439910,2346
2009-02-01,439990,11428
2009-02-01,451110,22122
2009-02-01,451190,6047
2009-02-01,451210,1575
2009-02-01,451290,831
2009-02-01,452101,2711
2009-02-01,452210,828
2009-02-01,452220,1314
2009-02-01,452300,976
2009-02-01,452401,1544
2009-02-01,452500,238
2009-02-01,452600,3589
2009-02-01,452700,269
2009-02-01,452800,653
2009-02-01,452910,429
2009-02-01,452990,11959
2009-02-01,453100,12912
2009-02-01,453210,5499
2009-02-01,453220,583
2009-02-01,453291,11951
2009-02-01,453292,288
2009-02-01,454010,4997
2009-02-01,454020,204
2009-02-01,461011,25016
2009-02-01,461012,363
2009-02-01,461013,258
2009-02-01,461014,415
2009-02-01,461019,1775
2009-02-01,461021,5234
2009-02-01,461022,21
2009-02-01,461029,369
2009-02-01,461031,253
2009-02-01,461032,2477
2009-02-01,461039,1708
2009-02-01,461040,5301
2009-02-01,461091,309
2009-02-01,461092,180
2009-02-01,461093,234
2009-02-01,461094,417
2009-02-01,461095,195
2009-02-01,461099,4229
2009-02-01,462120,1471
2009-02-01,462131,6695
2009-02-01,462132,536
2009-02-01,462190,799
2009-02-01,462201,314
2009-02-01,462209,348
2009-02-01,463111,3090
2009-02-01,463112,2466
2009-02-01,463121,2105
2009-02-01,463129,1618
2009-02-01,463130,793
2009-02-01,463140,10786
2009-02-01,463151,568
2009-02-01,463152,544
2009-02-01,463153,489
2009-02-01,463154,923
2009-02-01,463159,804
2009-02-01,463160,8714
2009-02-01,463170,1369
2009-02-01,463180,11333
2009-02-01,463191,1159
2009-02-01,463199,15497
2009-02-01,463211,1601
2009-02-01,463212,102
2009-02-01,463219,8193
2009-02-01,463220,4459
2009-02-01,463300,4560
2009-02-01,464111,2135
2009-02-01,464112,1148
2009-02-01,464113,837
2009-02-01,464114,301
2009-02-01,464119,1084
2009-02-01,464121,64
2009-02-01,464122,326
2009-02-01,464129,4906
2009-02-01,464130,2281
2009-02-01,464141,360
2009-02-01,464142,267
2009-02-01,464149,923
2009-02-01,464150,247
2009-02-01,464211,2179
2009-02-01,464212,1536
2009-02-01,464221,2071
2009-02-01,464222,664
2009-02-01,464223,4662
2009-02-01,464310,18203
2009-02-01,464320,6606
2009-02-01,464330,2460
2009-02-01,464340,964
2009-02-01,464410,1781
2009-02-01,464420,2866
2009-02-01,464501,1966
2009-02-01,464502,2724
2009-02-01,464610,340
2009-02-01,464620,1985
2009-02-01,464631,304
2009-02-01,464632,2467
2009-02-01,464910,296
2009-02-01,464920,4442
2009-02-01,464930,1409
2009-02-01,464940,538
2009-02-01,464950,828
2009-02-01,464991,447
2009-02-01,464999,1685
2009-02-01,465100,5838
2009-02-01,465210,2601
2009-02-01,465220,498
2009-02-01,465310,2667
2009-02-01,465320,422
2009-02-01,465330,477
2009-02-01,465340,1368
2009-02-01,465350,1862
2009-02-01,465360,51
2009-02-01,465390,3600
2009-02-01,465400,2339
2009-02-01,465500,101
2009-02-01,465610,553
2009-02-01,465690,765
2009-02-01,465910,1858
2009-02-01,465920,311
2009-02-01,465930,2719
2009-02-01,465990,7268
2009-02-01,466110,4661
2009-02-01,466121,2751
2009-02-01,466129,1008
2009-02-01,466200,3613
2009-02-01,466310,263
2009-02-01,466320,2716
2009-02-01,466330,7066
2009-02-01,466340,1362
2009-02-01,466350,799
2009-02-01,466360,2225
2009-02-01,466370,228
2009-02-01,466391,683
2009-02-01,466399,7912
2009-02-01,466910,53
2009-02-01,466920,752
2009-02-01,466931,876
2009-02-01,466932,4689
2009-02-01,466939,1077
2009-02-01,466940,1531
2009-02-01,466990,1064
2009-02-01,469010,602
2009-02-01,469090,23838
2009-02-01,471110,65186
2009-02-01,471120,73948
2009-02-01,471130,17760
2009-02-01,471190,9352
2009-02-01,471900,5825
2009-02-01,472111,1617
2009-02-01,472112,1835
2009-02-01,472120,6446
2009-02-01,472130,10300
2009-02-01,472140,2519
2009-02-01,472150,724
2009-02-01,472160,2821
2009-02-01,472171,14710
2009-02-01,472172,2922
2009-02-01,472190,12493
2009-02-01,472200,2068
2009-02-01,472300,100
2009-02-01,473000,52699
2009-02-01,474010,6679
2009-02-01,474020,1349
2009-02-01,475110,2200
2009-02-01,475120,895
2009-02-01,475190,2577
2009-02-01,475210,1136
2009-02-01,475220,2844
2009-02-01,475230,11399
2009-02-01,475240,6136
2009-02-01,475250,1497
2009-02-01,475260,1307
2009-02-01,475270,738
2009-02-01,475290,21324
2009-02-01,475300,23909
2009-02-01,475410,6348
2009-02-01,475420,903
2009-02-01,475430,3259
2009-02-01,475440,5338
2009-02-01,475490,12051
2009-02-01,476110,4343
2009-02-01,476120,763
2009-02-01,476130,7403
2009-02-01,476200,263
2009-02-01,476310,4380
2009-02-01,476320,576
2009-02-01,476400,5000
2009-02-01,477110,3521
2009-02-01,477120,585
2009-02-01,477130,3925
2009-02-01,477140,6655
2009-02-01,477150,1204
2009-02-01,477190,42753
2009-02-01,477210,1610
2009-02-01,477220,10723
2009-02-01,477230,4793
2009-02-01,477290,3059
2009-02-01,477310,32857
2009-02-01,477320,10087
2009-02-01,477330,2707
2009-02-01,477410,5557
2009-02-01,477420,2709
2009-02-01,477430,749
2009-02-01,477440,3686
2009-02-01,477450,1728
2009-02-01,477460,2640
2009-02-01,477470,2386
2009-02-01,477480,244
2009-02-01,477490,19297
2009-02-01,477810,212
2009-02-01,477820,40
2009-02-01,477830,263
2009-02-01,477840,19
2009-02-01,477890,352
2009-02-01,478010,450
2009-02-01,478090,153
2009-02-01,479101,753
2009-02-01,479109,692
2009-02-01,479900,2388
2009-02-01,491110,6509
2009-02-01,491120,550
2009-02-01,491200,5422
2009-02-01,492110,64219
2009-02-01,492120,31776
2009-02-01,492130,352
2009-02-01,492140,2179
2009-02-01,492150,30221
2009-02-01,492160,424
2009-02-01,492170,984
2009-02-01,492180,3238
2009-02-01,492190,7346
2009-02-01,492210,783
2009-02-01,492221,3087
2009-02-01,492229,14380
2009-02-01,492230,1404
2009-02-01,492240,3196
2009-02-01,492250,2487
2009-02-01,492280,19179
2009-02-01,492290,77536
2009-02-01,493110,282
2009-02-01,493200,1552
2009-02-01,501100,296
2009-02-01,501200,3187
2009-02-01,502101,974
2009-02-01,502200,1815
2009-02-01,511000,4774
2009-02-01,512000,655
2009-02-01,521010,3701
2009-02-01,521020,3228
2009-02-01,521030,9
2009-02-01,522010,793
2009-02-01,522020,1525
2009-02-01,522091,119
2009-02-01,522092,762
2009-02-01,522099,4216
2009-02-01,523011,4076
2009-02-01,523019,311
2009-02-01,523020,1066
2009-02-01,523031,254
2009-02-01,523039,709
2009-02-01,523090,15706
2009-02-01,524110,893
2009-02-01,524120,7947
2009-02-01,524130,495
2009-02-01,524190,4456
2009-02-01,524210,491
2009-02-01,524220,369
2009-02-01,524230,1110
2009-02-01,524290,9744
2009-02-01,524310,1562
2009-02-01,524320,6
2009-02-01,524330,375
2009-02-01,524390,1713
2009-02-01,530010,16696
2009-02-01,530090,1971
2009-02-01,551010,6103
2009-02-01,551021,315
2009-02-01,551022,35357
2009-02-01,551023,19677
2009-02-01,551090,2515
2009-02-01,552000,672
2009-02-01,561011,47407
2009-02-01,561012,5748
2009-02-01,561013,39901
2009-02-01,561014,5117
2009-02-01,561019,40234
2009-02-01,561020,4486
2009-02-01,561030,7624
2009-02-01,561040,463
2009-02-01,562010,17120
2009-02-01,562091,4642
2009-02-01,562099,709
2009-02-01,581100,7372
2009-02-01,581300,14920
2009-02-01,581900,597
2009-02-01,591110,5108
2009-02-01,591120,240
2009-02-01,591200,678
2009-02-01,591300,2894
2009-02-01,592000,178
2009-02-01,601000,5390
2009-02-01,602100,4495
2009-02-01,602200,12792
2009-02-01,602310,3929
2009-02-01,602320,4128
2009-02-01,602900,1670
2009-02-01,611010,640
2009-02-01,611090,26212
2009-02-01,612000,11387
2009-02-01,613000,303
2009-02-01,614010,1818
2009-02-01,614090,635
2009-02-01,619000,7272
2009-02-01,620100,32618
2009-02-01,620200,914
2009-02-01,620300,373
2009-02-01,620900,31266
2009-02-01,631110,5053
2009-02-01,631120,50
2009-02-01,631190,617
2009-02-01,631200,70
2009-02-01,639100,543
2009-02-01,639900,420
2009-02-01,641100,4
2009-02-01,641910,7551
2009-02-01,641930,50044
2009-02-01,641941,2644
2009-02-01,641942,191
2009-02-01,641943,464
2009-02-01,642000,49
2009-02-01,643001,41
2009-02-01,643009,-99
2009-02-01,649100,136
2009-02-01,649210,638
2009-02-01,649220,9987
2009-02-01,649290,8210
2009-02-01,649910,103
2009-02-01,649991,293
2009-02-01,649999,5671
2009-02-01,651110,9306
2009-02-01,651120,5354
2009-02-01,651130,471
2009-02-01,651210,9799
2009-02-01,651220,13395
2009-02-01,651310,31903
2009-02-01,651320,132
2009-02-01,652000,86
2009-02-01,653000,719
2009-02-01,661111,595
2009-02-01,661121,-99
2009-02-01,661131,658
2009-02-01,661910,1632
2009-02-01,661920,1292
2009-02-01,661930,140
2009-02-01,661991,60
2009-02-01,661992,-99
2009-02-01,661999,1763
2009-02-01,662010,272
2009-02-01,662020,7190
2009-02-01,662090,1958
2009-02-01,663000,533
2009-02-01,681010,3248
2009-02-01,681020,205
2009-02-01,681098,59392
2009-02-01,681099,15410
2009-02-01,682010,6889
2009-02-01,682091,2027
2009-02-01,682099,15329
2009-02-01,691001,19115
2009-02-01,691002,5701
2009-02-01,692000,32128
2009-02-01,702010,927
2009-02-01,702091,13793
2009-02-01,702092,19840
2009-02-01,702099,28707
2009-02-01,711001,14045
2009-02-01,711002,1279
2009-02-01,711003,6820
2009-02-01,711009,16904
2009-02-01,712000,3697
2009-02-01,721010,791
2009-02-01,721020,1408
2009-02-01,721030,508
2009-02-01,721090,267
2009-02-01,722010,593
2009-02-01,722020,243
2009-02-01,731001,2461
2009-02-01,731009,13721
2009-02-01,732000,2885
2009-02-01,741000,1189
2009-02-01,742000,1663
2009-02-01,749001,287
2009-02-01,749002,53
2009-02-01,749003,413
2009-02-01,749009,5202
2009-02-01,750000,1779
2009-02-01,771110,792
2009-02-01,771190,2198
2009-02-01,771210,247
2009-02-01,771220,14
2009-02-01,771290,1176
2009-02-01,772010,106
2009-02-01,772091,122
2009-02-01,772099,1198
2009-02-01,773010,462
2009-02-01,773020,88
2009-02-01,773030,1264
2009-02-01,773040,677
2009-02-01,773090,4943
2009-02-01,774000,782
2009-02-01,780000,75598
2009-02-01,791100,9376
2009-02-01,791200,4915
2009-02-01,791901,217
2009-02-01,791909,2991
2009-02-01,801010,6374
2009-02-01,801020,1733
2009-02-01,801090,124911
2009-02-01,811000,254
2009-02-01,812010,83110
2009-02-01,812020,1032
2009-02-01,812090,6803
2009-02-01,813000,3622
2009-02-01,821100,1440
2009-02-01,821900,2314
2009-02-01,822000,54605
2009-02-01,823000,947
2009-02-01,829100,3091
2009-02-01,829200,3317
2009-02-01,829900,94957
2009-02-01,851010,3253
2009-02-01,851020,211664
2009-02-01,852100,51876
2009-02-01,852200,10223
2009-02-01,853100,15350
2009-02-01,853201,36149
2009-02-01,853300,2181
2009-02-01,854910,2970
2009-02-01,854920,187
2009-02-01,854930,2177
2009-02-01,854940,6629
2009-02-01,854950,703
2009-02-01,854960,490
2009-02-01,854990,7605
2009-02-01,855000,407
2009-02-01,861010,60815
2009-02-01,861020,3222
2009-02-01,862110,6392
2009-02-01,862120,772
2009-02-01,862130,1145
2009-02-01,862200,7179
2009-02-01,863110,6640
2009-02-01,863120,7022
2009-02-01,863190,3237
2009-02-01,863200,8842
2009-02-01,863300,6014
2009-02-01,864000,11568
2009-02-01,869010,647
2009-02-01,869090,72660
2009-02-01,870100,999
2009-02-01,870210,16000
2009-02-01,870220,2630
2009-02-01,870910,690
2009-02-01,870920,436
2009-02-01,870990,859
2009-02-01,880000,2366
2009-02-01,900011,1843
2009-02-01,900021,605
2009-02-01,900030,1032
2009-02-01,900040,25
2009-02-01,900091,488
2009-02-01,910100,738
2009-02-01,910200,249
2009-02-01,910300,1080
2009-02-01,910900,617
2009-02-01,920001,3427
2009-02-01,920009,31716
2009-02-01,931010,22743
2009-02-01,931020,2579
2009-02-01,931030,358
2009-02-01,931041,30
2009-02-01,931042,1213
2009-02-01,931050,695
2009-02-01,931090,917
2009-02-01,939010,1110
2009-02-01,939020,1534
2009-02-01,939030,3182
2009-02-01,939090,4210
2009-02-01,941100,5242
2009-02-01,941200,5219
2009-02-01,942000,27702
2009-02-01,949100,37025
2009-02-01,949200,174
2009-02-01,949910,5967
2009-02-01,949920,60109
2009-02-01,949930,1191
2009-02-01,949990,84591
2009-02-01,951100,1602
2009-02-01,951200,1005
2009-02-01,952100,2224
2009-02-01,952200,356
2009-02-01,952300,111
2009-02-01,952910,422
2009-02-01,952920,228
2009-02-01,952990,674
2009-02-01,960101,221
2009-02-01,960102,5559
2009-02-01,960201,10195
2009-02-01,960202,2367
2009-02-01,960300,5041
2009-02-01,960910,1171
2009-02-01,960990,46332
2009-02-01,999999,12531
2009-03-01,11111,2906
2009-03-01,11112,4633
2009-03-01,11119,22686
2009-03-01,11121,2126
2009-03-01,11129,1155
2009-03-01,11130,564
2009-03-01,11211,30284
2009-03-01,11291,465
2009-03-01,11299,9378
2009-03-01,11310,3859
2009-03-01,11321,935
2009-03-01,11329,4818
2009-03-01,11331,4801
2009-03-01,11341,335
2009-03-01,11342,1152
2009-03-01,11400,15758
2009-03-01,11501,5689
2009-03-01,11509,-99
2009-03-01,11911,743
2009-03-01,11912,1313
2009-03-01,11990,364
2009-03-01,12110,30881
2009-03-01,12121,523
2009-03-01,12200,6510
2009-03-01,12311,25509
2009-03-01,12319,577
2009-03-01,12320,3296
2009-03-01,12410,207
2009-03-01,12420,696
2009-03-01,12490,8438
2009-03-01,12510,3695
2009-03-01,12590,-99
2009-03-01,12600,2321
2009-03-01,12701,3012
2009-03-01,12709,535
2009-03-01,12800,142
2009-03-01,12900,412
2009-03-01,13011,1460
2009-03-01,13012,555
2009-03-01,13013,405
2009-03-01,13019,1740
2009-03-01,13020,1151
2009-03-01,14113,57941
2009-03-01,14114,5982
2009-03-01,14115,2058
2009-03-01,14121,1109
2009-03-01,14211,492
2009-03-01,14221,1534
2009-03-01,14410,3584
2009-03-01,14420,52
2009-03-01,14430,68
2009-03-01,14440,3
2009-03-01,14510,2135
2009-03-01,14520,173
2009-03-01,14610,11329
2009-03-01,14620,40
2009-03-01,14710,438
2009-03-01,14720,14
2009-03-01,14810,3891
2009-03-01,14820,4651
2009-03-01,14910,737
2009-03-01,14920,19
2009-03-01,14930,83
2009-03-01,14990,596
2009-03-01,16111,2937
2009-03-01,16112,1852
2009-03-01,16113,477
2009-03-01,16119,2086
2009-03-01,16120,6282
2009-03-01,16130,14621
2009-03-01,16140,257
2009-03-01,16150,173
2009-03-01,16190,4215
2009-03-01,16210,212
2009-03-01,16220,397
2009-03-01,16230,42
2009-03-01,16291,673
2009-03-01,16292,323
2009-03-01,16299,1090
2009-03-01,17010,65
2009-03-01,17020,62
2009-03-01,21010,960
2009-03-01,21020,161
2009-03-01,21030,417
2009-03-01,22010,2853
2009-03-01,22020,2131
2009-03-01,24010,2713
2009-03-01,24020,1704
2009-03-01,31110,5671
2009-03-01,31120,8052
2009-03-01,31130,-99
2009-03-01,31200,302
2009-03-01,31300,521
2009-03-01,32000,131
2009-03-01,51000,199
2009-03-01,61000,9123
2009-03-01,62000,1010
2009-03-01,71000,-99
2009-03-01,72910,2670
2009-03-01,72990,4329
2009-03-01,81100,381
2009-03-01,81200,853
2009-03-01,81300,4057
2009-03-01,81400,470
2009-03-01,89110,15
2009-03-01,89120,536
2009-03-01,89200,48
2009-03-01,89300,975
2009-03-01,89900,2726
2009-03-01,91000,42744
2009-03-01,99000,1157
2009-03-01,101011,19428
2009-03-01,101012,16164
2009-03-01,101013,349
2009-03-01,101020,17394
2009-03-01,101030,11451
2009-03-01,101040,3022
2009-03-01,101091,1495
2009-03-01,101099,3706
2009-03-01,102001,9159
2009-03-01,102002,168
2009-03-01,102003,274
2009-03-01,103011,9080
2009-03-01,103012,1648
2009-03-01,103020,4545
2009-03-01,103030,2533
2009-03-01,103091,1615
2009-03-01,103099,8418
2009-03-01,104011,11912
2009-03-01,104012,1483
2009-03-01,104013,5772
2009-03-01,104020,43
2009-03-01,105010,11216
2009-03-01,105020,7017
2009-03-01,105030,5153
2009-03-01,105090,6129
2009-03-01,106110,6989
2009-03-01,106120,2106
2009-03-01,106131,1389
2009-03-01,106139,775
2009-03-01,106200,926
2009-03-01,107110,9798
2009-03-01,107121,13863
2009-03-01,107129,19675
2009-03-01,107200,11403
2009-03-01,107301,2934
2009-03-01,107309,11772
2009-03-01,107410,6707
2009-03-01,107420,1576
2009-03-01,107500,688
2009-03-01,107911,2923
2009-03-01,107912,824
2009-03-01,107920,2266
2009-03-01,107930,5704
2009-03-01,107991,906
2009-03-01,107992,250
2009-03-01,107999,17071
2009-03-01,108000,4954
2009-03-01,109000,395
2009-03-01,110100,1894
2009-03-01,110211,777
2009-03-01,110212,25556
2009-03-01,110290,714
2009-03-01,110300,6995
2009-03-01,110411,3967
2009-03-01,110412,5331
2009-03-01,110420,9408
2009-03-01,110491,647
2009-03-01,110492,7383
2009-03-01,120010,3004
2009-03-01,120091,4179
2009-03-01,120099,1017
2009-03-01,131110,2096
2009-03-01,131120,615
2009-03-01,131131,1371
2009-03-01,131132,5616
2009-03-01,131139,2775
2009-03-01,131201,196
2009-03-01,131202,4546
2009-03-01,131209,6548
2009-03-01,131300,7819
2009-03-01,139100,3461
2009-03-01,139201,874
2009-03-01,139202,1266
2009-03-01,139203,1375
2009-03-01,139204,866
2009-03-01,139209,4309
2009-03-01,139300,760
2009-03-01,139400,758
2009-03-01,139900,12648
2009-03-01,141110,5228
2009-03-01,141120,4616
2009-03-01,141130,3763
2009-03-01,141140,505
2009-03-01,141191,1116
2009-03-01,141199,31173
2009-03-01,141201,488
2009-03-01,141202,563
2009-03-01,142000,159
2009-03-01,143010,2399
2009-03-01,143020,3411
2009-03-01,149000,507
2009-03-01,151100,10803
2009-03-01,151200,2838
2009-03-01,152011,8863
2009-03-01,152021,4716
2009-03-01,152031,10776
2009-03-01,152040,2592
2009-03-01,161001,4343
2009-03-01,161002,10442
2009-03-01,162100,3036
2009-03-01,162201,3636
2009-03-01,162202,805
2009-03-01,162300,637
2009-03-01,162901,596
2009-03-01,162902,330
2009-03-01,162903,172
2009-03-01,162909,6735
2009-03-01,170101,1671
2009-03-01,170102,7333
2009-03-01,170201,2725
2009-03-01,170202,8323
2009-03-01,170910,5936
2009-03-01,170990,8347
2009-03-01,181101,5262
2009-03-01,181109,16510
2009-03-01,181200,5203
2009-03-01,182000,131
2009-03-01,191000,195
2009-03-01,192000,6526
2009-03-01,201110,1642
2009-03-01,201120,960
2009-03-01,201130,802
2009-03-01,201140,-99
2009-03-01,201180,912
2009-03-01,201190,1401
2009-03-01,201210,597
2009-03-01,201220,258
2009-03-01,201300,674
2009-03-01,201401,2577
2009-03-01,201409,1506
2009-03-01,202101,5317
2009-03-01,202200,6582
2009-03-01,202311,2097
2009-03-01,202312,6320
2009-03-01,202320,9640
2009-03-01,202906,521
2009-03-01,202907,985
2009-03-01,202908,14614
2009-03-01,203000,218
2009-03-01,204000,101
2009-03-01,210010,28248
2009-03-01,210020,2610
2009-03-01,210030,733
2009-03-01,210090,1681
2009-03-01,221110,3900
2009-03-01,221120,1125
2009-03-01,221901,2145
2009-03-01,221909,5479
2009-03-01,222010,16375
2009-03-01,222090,33383
2009-03-01,231010,2920
2009-03-01,231020,1315
2009-03-01,231090,2924
2009-03-01,239100,662
2009-03-01,239201,2717
2009-03-01,239202,4162
2009-03-01,239209,2105
2009-03-01,239310,2090
2009-03-01,239391,640
2009-03-01,239399,685
2009-03-01,239410,3312
2009-03-01,239421,226
2009-03-01,239422,2221
2009-03-01,239510,1252
2009-03-01,239591,2633
2009-03-01,239592,5732
2009-03-01,239593,1753
2009-03-01,239600,2478
2009-03-01,239900,5039
2009-03-01,241001,1393
2009-03-01,241009,24588
2009-03-01,242010,2849
2009-03-01,242090,1781
2009-03-01,243100,4900
2009-03-01,243200,4590
2009-03-01,251101,9778
2009-03-01,251102,13065
2009-03-01,251200,4200
2009-03-01,251300,112
2009-03-01,252000,278
2009-03-01,259100,5960
2009-03-01,259200,4157
2009-03-01,259301,1444
2009-03-01,259302,666
2009-03-01,259309,2371
2009-03-01,259910,3774
2009-03-01,259991,568
2009-03-01,259992,141
2009-03-01,259993,13855
2009-03-01,259999,30855
2009-03-01,261000,657
2009-03-01,262000,2115
2009-03-01,263000,916
2009-03-01,264000,3731
2009-03-01,265101,2001
2009-03-01,265102,1064
2009-03-01,265200,81
2009-03-01,266010,797
2009-03-01,266090,2602
2009-03-01,267001,1536
2009-03-01,267002,-99
2009-03-01,268000,-99
2009-03-01,271010,6061
2009-03-01,271020,3589
2009-03-01,272000,1893
2009-03-01,273110,67
2009-03-01,273190,2952
2009-03-01,274000,1756
2009-03-01,275010,4034
2009-03-01,275020,3374
2009-03-01,275091,879
2009-03-01,275092,328
2009-03-01,275099,3345
2009-03-01,279000,5017
2009-03-01,281100,790
2009-03-01,281201,2797
2009-03-01,281301,2741
2009-03-01,281400,940
2009-03-01,281500,586
2009-03-01,281600,2592
2009-03-01,281700,171
2009-03-01,281900,6196
2009-03-01,282110,617
2009-03-01,282120,11314
2009-03-01,282130,1176
2009-03-01,282200,1324
2009-03-01,282300,1884
2009-03-01,282400,1462
2009-03-01,282500,3556
2009-03-01,282600,378
2009-03-01,282901,319
2009-03-01,282909,10240
2009-03-01,291000,27531
2009-03-01,292000,7261
2009-03-01,293011,911
2009-03-01,293090,41533
2009-03-01,301100,3321
2009-03-01,301200,894
2009-03-01,302000,1772
2009-03-01,303000,360
2009-03-01,309100,1716
2009-03-01,309200,1129
2009-03-01,309900,436
2009-03-01,310010,14643
2009-03-01,310020,4012
2009-03-01,310030,3232
2009-03-01,321011,399
2009-03-01,321012,131
2009-03-01,321020,278
2009-03-01,322001,215
2009-03-01,323001,865
2009-03-01,324000,813
2009-03-01,329010,368
2009-03-01,329020,634
2009-03-01,329030,432
2009-03-01,329040,488
2009-03-01,329090,9144
2009-03-01,331101,874
2009-03-01,331210,3040
2009-03-01,331220,320
2009-03-01,331290,2225
2009-03-01,331301,130
2009-03-01,331400,350
2009-03-01,331900,3785
2009-03-01,332000,637
2009-03-01,351110,3610
2009-03-01,351130,772
2009-03-01,351190,377
2009-03-01,351201,1154
2009-03-01,351310,-99
2009-03-01,351320,27276
2009-03-01,352010,51
2009-03-01,352020,5290
2009-03-01,353001,-99
2009-03-01,360010,1801
2009-03-01,360020,5852
2009-03-01,370000,905
2009-03-01,381100,17812
2009-03-01,381200,1524
2009-03-01,382010,1299
2009-03-01,382020,1800
2009-03-01,390000,577
2009-03-01,410011,118493
2009-03-01,410021,84288
2009-03-01,421000,48289
2009-03-01,422100,938
2009-03-01,422200,36250
2009-03-01,429010,5050
2009-03-01,429090,33537
2009-03-01,431100,589
2009-03-01,431210,10693
2009-03-01,431220,688
2009-03-01,432110,467
2009-03-01,432190,18110
2009-03-01,432200,7426
2009-03-01,432910,1927
2009-03-01,432920,1178
2009-03-01,432990,6644
2009-03-01,433010,2464
2009-03-01,433020,2201
2009-03-01,433030,246
2009-03-01,433040,3107
2009-03-01,433090,342
2009-03-01,439100,1702
2009-03-01,439910,2315
2009-03-01,439990,11788
2009-03-01,451110,22188
2009-03-01,451190,6061
2009-03-01,451210,1588
2009-03-01,451290,828
2009-03-01,452101,2671
2009-03-01,452210,834
2009-03-01,452220,1319
2009-03-01,452300,961
2009-03-01,452401,1535
2009-03-01,452500,242
2009-03-01,452600,3529
2009-03-01,452700,264
2009-03-01,452800,653
2009-03-01,452910,421
2009-03-01,452990,12134
2009-03-01,453100,12864
2009-03-01,453210,5489
2009-03-01,453220,582
2009-03-01,453291,11924
2009-03-01,453292,262
2009-03-01,454010,5000
2009-03-01,454020,202
2009-03-01,461011,26979
2009-03-01,461012,416
2009-03-01,461013,267
2009-03-01,461014,479
2009-03-01,461019,1722
2009-03-01,461021,5160
2009-03-01,461022,21
2009-03-01,461029,397
2009-03-01,461031,248
2009-03-01,461032,2473
2009-03-01,461039,1686
2009-03-01,461040,5306
2009-03-01,461091,296
2009-03-01,461092,158
2009-03-01,461093,251
2009-03-01,461094,436
2009-03-01,461095,207
2009-03-01,461099,4221
2009-03-01,462120,1507
2009-03-01,462131,6613
2009-03-01,462132,637
2009-03-01,462190,883
2009-03-01,462201,317
2009-03-01,462209,388
2009-03-01,463111,3155
2009-03-01,463112,2446
2009-03-01,463121,2166
2009-03-01,463129,1569
2009-03-01,463130,787
2009-03-01,463140,10985
2009-03-01,463151,592
2009-03-01,463152,629
2009-03-01,463153,457
2009-03-01,463154,896
2009-03-01,463159,885
2009-03-01,463160,8759
2009-03-01,463170,1347
2009-03-01,463180,11237
2009-03-01,463191,1241
2009-03-01,463199,15629
2009-03-01,463211,1618
2009-03-01,463212,106
2009-03-01,463219,8032
2009-03-01,463220,4425
2009-03-01,463300,4503
2009-03-01,464111,2144
2009-03-01,464112,1117
2009-03-01,464113,878
2009-03-01,464114,286
2009-03-01,464119,1074
2009-03-01,464121,57
2009-03-01,464122,297
2009-03-01,464129,5044
2009-03-01,464130,2253
2009-03-01,464141,140
2009-03-01,464142,278
2009-03-01,464149,931
2009-03-01,464150,252
2009-03-01,464211,2247
2009-03-01,464212,1523
