fecha,clae3,w_median
2007-01-01,11,875
2007-01-01,12,839
2007-01-01,13,1015
2007-01-01,14,960
2007-01-01,16,801
2007-01-01,17,862
2007-01-01,21,882
2007-01-01,22,774
2007-01-01,24,785
2007-01-01,31,2085
2007-01-01,32,939
2007-01-01,51,1238
2007-01-01,61,6714
2007-01-01,62,10000
2007-01-01,71,-99
2007-01-01,72,3048
2007-01-01,81,1427
2007-01-01,89,1560
2007-01-01,91,3797
2007-01-01,99,1294
2007-01-01,101,1501
2007-01-01,102,1626
2007-01-01,103,1142
2007-01-01,104,1890
2007-01-01,105,2584
2007-01-01,106,1766
2007-01-01,107,1334
2007-01-01,108,1415
2007-01-01,109,1380
2007-01-01,110,1893
2007-01-01,120,2025
2007-01-01,131,1409
2007-01-01,139,1300
2007-01-01,141,1157
2007-01-01,142,1201
2007-01-01,143,1175
2007-01-01,149,1027
2007-01-01,151,1621
2007-01-01,152,1330
2007-01-01,161,1001
2007-01-01,162,1220
2007-01-01,170,1913
2007-01-01,181,1498
2007-01-01,182,3700
2007-01-01,191,1590
2007-01-01,192,2651
2007-01-01,201,2490
2007-01-01,202,2017
2007-01-01,203,1177
2007-01-01,204,2390
2007-01-01,210,3035
2007-01-01,221,1591
2007-01-01,222,1706
2007-01-01,231,1929
2007-01-01,239,1547
2007-01-01,241,3189
2007-01-01,242,2769
2007-01-01,243,1581
2007-01-01,251,1219
2007-01-01,252,2338
2007-01-01,259,1454
2007-01-01,261,1294
2007-01-01,262,1378
2007-01-01,263,1449
2007-01-01,264,2514
2007-01-01,265,1643
2007-01-01,266,1467
2007-01-01,267,1687
2007-01-01,268,-99
2007-01-01,271,1757
2007-01-01,272,1404
2007-01-01,273,1886
2007-01-01,274,1210
2007-01-01,275,1551
2007-01-01,279,1451
2007-01-01,281,1772
2007-01-01,282,1547
2007-01-01,291,4790
2007-01-01,292,1690
2007-01-01,293,1795
2007-01-01,301,1152
2007-01-01,302,2759
2007-01-01,303,1836
2007-01-01,309,1318
2007-01-01,310,1275
2007-01-01,321,1236
2007-01-01,322,1477
2007-01-01,323,1325
2007-01-01,324,1289
2007-01-01,329,1388
2007-01-01,331,1528
2007-01-01,332,1240
2007-01-01,351,3045
2007-01-01,352,3233
2007-01-01,353,-99
2007-01-01,360,1836
2007-01-01,370,1614
2007-01-01,381,2356
2007-01-01,382,1495
2007-01-01,390,1357
2007-01-01,410,1036
2007-01-01,421,1612
2007-01-01,422,1394
2007-01-01,429,1334
2007-01-01,431,1405
2007-01-01,432,1157
2007-01-01,433,912
2007-01-01,439,1236
2007-01-01,451,1715
2007-01-01,452,1294
2007-01-01,453,1262
2007-01-01,454,1213
2007-01-01,461,1311
2007-01-01,462,1252
2007-01-01,463,1243
2007-01-01,464,1349
2007-01-01,465,1462
2007-01-01,466,1295
2007-01-01,469,1342
2007-01-01,471,1287
2007-01-01,472,1014
2007-01-01,473,1252
2007-01-01,474,1200
2007-01-01,475,1265
2007-01-01,476,1194
2007-01-01,477,1215
2007-01-01,478,891
2007-01-01,479,1025
2007-01-01,491,2654
2007-01-01,492,1949
2007-01-01,493,4629
2007-01-01,501,3283
2007-01-01,502,3052
2007-01-01,511,2446
2007-01-01,512,1854
2007-01-01,521,888
2007-01-01,522,1579
2007-01-01,523,1570
2007-01-01,524,1595
2007-01-01,530,1764
2007-01-01,551,1360
2007-01-01,552,1050
2007-01-01,561,907
2007-01-01,562,1233
2007-01-01,581,1798
2007-01-01,591,1429
2007-01-01,592,1305
2007-01-01,601,1288
2007-01-01,602,2418
2007-01-01,611,2567
2007-01-01,612,2220
2007-01-01,613,1835
2007-01-01,614,2015
2007-01-01,619,1957
2007-01-01,620,2078
2007-01-01,631,1803
2007-01-01,639,1482
2007-01-01,641,3635
2007-01-01,642,2879
2007-01-01,643,1551
2007-01-01,649,1656
2007-01-01,651,2093
2007-01-01,652,2790
2007-01-01,653,2094
2007-01-01,661,1907
2007-01-01,662,1187
2007-01-01,663,2400
2007-01-01,681,1211
2007-01-01,682,1215
2007-01-01,691,1095
2007-01-01,692,1212
2007-01-01,702,1167
2007-01-01,711,1167
2007-01-01,712,1325
2007-01-01,721,1847
2007-01-01,722,1370
2007-01-01,731,1415
2007-01-01,732,1546
2007-01-01,741,1040
2007-01-01,742,1140
2007-01-01,749,1090
2007-01-01,750,811
2007-01-01,771,1860
2007-01-01,772,847
2007-01-01,773,1436
2007-01-01,774,1491
2007-01-01,780,1171
2007-01-01,791,1283
2007-01-01,801,1091
2007-01-01,811,1095
2007-01-01,812,901
2007-01-01,813,890
2007-01-01,821,1069
2007-01-01,822,1053
2007-01-01,823,1219
2007-01-01,829,1261
2007-01-01,851,923
2007-01-01,852,804
2007-01-01,853,517
2007-01-01,854,868
2007-01-01,855,791
2007-01-01,861,1654
2007-01-01,862,1104
2007-01-01,863,1555
2007-01-01,864,1449
2007-01-01,869,1505
2007-01-01,870,1273
2007-01-01,880,1144
2007-01-01,900,1072
2007-01-01,910,1185
2007-01-01,920,1444
2007-01-01,931,1300
2007-01-01,939,763
2007-01-01,941,1519
2007-01-01,942,1763
2007-01-01,949,1378
2007-01-01,951,1251
2007-01-01,952,1162
2007-01-01,960,921
2007-01-01,999,1199
2007-02-01,11,854
2007-02-01,12,877
2007-02-01,13,1087
2007-02-01,14,953
2007-02-01,16,795
2007-02-01,17,1000
2007-02-01,21,853
2007-02-01,22,753
2007-02-01,24,805
2007-02-01,31,2003
2007-02-01,32,928
2007-02-01,51,1076
2007-02-01,61,6327
2007-02-01,62,7184
2007-02-01,71,-99
2007-02-01,72,3243
2007-02-01,81,1375
2007-02-01,89,1535
2007-02-01,91,3818
2007-02-01,99,1600
2007-02-01,101,1388
2007-02-01,102,1683
2007-02-01,103,1184
2007-02-01,104,1691
2007-02-01,105,2570
2007-02-01,106,1629
2007-02-01,107,1279
2007-02-01,108,1410
2007-02-01,109,1277
2007-02-01,110,1780
2007-02-01,120,1638
2007-02-01,131,1354
2007-02-01,139,1225
2007-02-01,141,1104
2007-02-01,142,1160
2007-02-01,143,1105
2007-02-01,149,904
2007-02-01,151,1492
2007-02-01,152,1134
2007-02-01,161,956
2007-02-01,162,1152
2007-02-01,170,1758
2007-02-01,181,1429
2007-02-01,182,3500
2007-02-01,191,1148
2007-02-01,192,2441
2007-02-01,201,2301
2007-02-01,202,1923
2007-02-01,203,1206
2007-02-01,204,2478
2007-02-01,210,2691
2007-02-01,221,1485
2007-02-01,222,1561
2007-02-01,231,1765
2007-02-01,239,1433
2007-02-01,241,2927
2007-02-01,242,2331
2007-02-01,243,1500
2007-02-01,251,1141
2007-02-01,252,1371
2007-02-01,259,1323
2007-02-01,261,1279
2007-02-01,262,1315
2007-02-01,263,1459
2007-02-01,264,2770
2007-02-01,265,1500
2007-02-01,266,1393
2007-02-01,267,1502
2007-02-01,268,-99
2007-02-01,271,1593
2007-02-01,272,1277
2007-02-01,273,1699
2007-02-01,274,1163
2007-02-01,275,1411
2007-02-01,279,1356
2007-02-01,281,1651
2007-02-01,282,1425
2007-02-01,291,3390
2007-02-01,292,1507
2007-02-01,293,1764
2007-02-01,301,1090
2007-02-01,302,2693
2007-02-01,303,1749
2007-02-01,309,1381
2007-02-01,310,1183
2007-02-01,321,1205
2007-02-01,322,1287
2007-02-01,323,1157
2007-02-01,324,1116
2007-02-01,329,1313
2007-02-01,331,1402
2007-02-01,332,1234
2007-02-01,351,2933
2007-02-01,352,2881
2007-02-01,353,-99
2007-02-01,360,1773
2007-02-01,370,1620
2007-02-01,381,2135
2007-02-01,382,1400
2007-02-01,390,1280
2007-02-01,410,1017
2007-02-01,421,1588
2007-02-01,422,1341
2007-02-01,429,1272
2007-02-01,431,1376
2007-02-01,432,1098
2007-02-01,433,855
2007-02-01,439,1173
2007-02-01,451,1670
2007-02-01,452,1256
2007-02-01,453,1267
2007-02-01,454,1215
2007-02-01,461,1272
2007-02-01,462,1221
2007-02-01,463,1237
2007-02-01,464,1327
2007-02-01,465,1420
2007-02-01,466,1269
2007-02-01,469,1320
2007-02-01,471,1295
2007-02-01,472,1000
2007-02-01,473,1240
2007-02-01,474,1187
2007-02-01,475,1241
2007-02-01,476,1174
2007-02-01,477,1196
2007-02-01,478,921
2007-02-01,479,1018
2007-02-01,491,2404
2007-02-01,492,1948
2007-02-01,493,5387
2007-02-01,501,3000
2007-02-01,502,3042
2007-02-01,511,2634
2007-02-01,512,1997
2007-02-01,521,851
2007-02-01,522,1600
2007-02-01,523,1545
2007-02-01,524,1554
2007-02-01,530,1732
2007-02-01,551,1397
2007-02-01,552,1085
2007-02-01,561,903
2007-02-01,562,1206
2007-02-01,581,1681
2007-02-01,591,1400
2007-02-01,592,1324
2007-02-01,601,1285
2007-02-01,602,2254
2007-02-01,611,2527
2007-02-01,612,2250
2007-02-01,613,1507
2007-02-01,614,1584
2007-02-01,619,1867
2007-02-01,620,2079
2007-02-01,631,1769
2007-02-01,639,1386
2007-02-01,641,3544
2007-02-01,642,1628
2007-02-01,643,1675
2007-02-01,649,1580
2007-02-01,651,2024
2007-02-01,652,3420
2007-02-01,653,1810
2007-02-01,661,1775
2007-02-01,662,1185
2007-02-01,663,2098
2007-02-01,681,1194
2007-02-01,682,1190
2007-02-01,691,1075
2007-02-01,692,1199
2007-02-01,702,1157
2007-02-01,711,1147
2007-02-01,712,1502
2007-02-01,721,1800
2007-02-01,722,1395
2007-02-01,731,1400
2007-02-01,732,1533
2007-02-01,741,930
2007-02-01,742,1155
2007-02-01,749,1073
2007-02-01,750,808
2007-02-01,771,1846
2007-02-01,772,837
2007-02-01,773,1454
2007-02-01,774,1782
2007-02-01,780,1110
2007-02-01,791,1290
2007-02-01,801,1070
2007-02-01,811,1032
2007-02-01,812,902
2007-02-01,813,911
2007-02-01,821,1080
2007-02-01,822,1004
2007-02-01,823,1058
2007-02-01,829,1251
2007-02-01,851,917
2007-02-01,852,811
2007-02-01,853,516
2007-02-01,854,869
2007-02-01,855,750
2007-02-01,861,1647
2007-02-01,862,1125
2007-02-01,863,1529
2007-02-01,864,1440
2007-02-01,869,1496
2007-02-01,870,1273
2007-02-01,880,1104
2007-02-01,900,1076
2007-02-01,910,1162
2007-02-01,920,1424
2007-02-01,931,1261
2007-02-01,939,775
2007-02-01,941,1429
2007-02-01,942,1741
2007-02-01,949,1351
2007-02-01,951,1220
2007-02-01,952,1122
2007-02-01,960,912
2007-02-01,999,1179
2007-03-01,11,860
2007-03-01,12,921
2007-03-01,13,1124
2007-03-01,14,952
2007-03-01,16,603
2007-03-01,17,1067
2007-03-01,21,862
2007-03-01,22,787
2007-03-01,24,797
2007-03-01,31,2545
2007-03-01,32,880
2007-03-01,51,1233
2007-03-01,61,9742
2007-03-01,62,8381
2007-03-01,71,-99
2007-03-01,72,3044
2007-03-01,81,1445
2007-03-01,89,1613
2007-03-01,91,3760
2007-03-01,99,1491
2007-03-01,101,1478
2007-03-01,102,1853
2007-03-01,103,1252
2007-03-01,104,1943
2007-03-01,105,2636
2007-03-01,106,1723
2007-03-01,107,1335
2007-03-01,108,1422
2007-03-01,109,1399
2007-03-01,110,1831
2007-03-01,120,1828
2007-03-01,131,1474
2007-03-01,139,1288
2007-03-01,141,1170
2007-03-01,142,1172
2007-03-01,143,1205
2007-03-01,149,1030
2007-03-01,151,1610
2007-03-01,152,1266
2007-03-01,161,1008
2007-03-01,162,1207
2007-03-01,170,1856
2007-03-01,181,1460
2007-03-01,182,6285
2007-03-01,191,1430
2007-03-01,192,2508
2007-03-01,201,2368
2007-03-01,202,2000
2007-03-01,203,1280
2007-03-01,204,2603
2007-03-01,210,2746
2007-03-01,221,1572
2007-03-01,222,1647
2007-03-01,231,1926
2007-03-01,239,1577
2007-03-01,241,2997
2007-03-01,242,2578
2007-03-01,243,1625
2007-03-01,251,1200
2007-03-01,252,1809
2007-03-01,259,1418
2007-03-01,261,1200
2007-03-01,262,1371
2007-03-01,263,1505
2007-03-01,264,2693
2007-03-01,265,1572
2007-03-01,266,1462
2007-03-01,267,1590
2007-03-01,268,-99
2007-03-01,271,1681
2007-03-01,272,1350
2007-03-01,273,1834
2007-03-01,274,1187
2007-03-01,275,1531
2007-03-01,279,1384
2007-03-01,281,1754
2007-03-01,282,1565
2007-03-01,291,3814
2007-03-01,292,1609
2007-03-01,293,1902
2007-03-01,301,1170
2007-03-01,302,2654
2007-03-01,303,1699
2007-03-01,309,1302
2007-03-01,310,1232
2007-03-01,321,1205
2007-03-01,322,1382
2007-03-01,323,1158
2007-03-01,324,1182
2007-03-01,329,1344
2007-03-01,331,1377
2007-03-01,332,1386
2007-03-01,351,3040
2007-03-01,352,3052
2007-03-01,353,-99
2007-03-01,360,1828
2007-03-01,370,1614
2007-03-01,381,2233
2007-03-01,382,1493
2007-03-01,390,1331
2007-03-01,410,1060
2007-03-01,421,1684
2007-03-01,422,1380
2007-03-01,429,1359
2007-03-01,431,1455
2007-03-01,432,1156
2007-03-01,433,920
2007-03-01,439,1258
2007-03-01,451,1654
2007-03-01,452,1297
2007-03-01,453,1244
2007-03-01,454,1200
2007-03-01,461,1249
2007-03-01,462,1194
2007-03-01,463,1236
2007-03-01,464,1315
2007-03-01,465,1421
2007-03-01,466,1261
2007-03-01,469,1312
2007-03-01,471,1312
2007-03-01,472,1016
2007-03-01,473,1273
2007-03-01,474,1182
2007-03-01,475,1231
2007-03-01,476,1182
2007-03-01,477,1194
2007-03-01,478,891
2007-03-01,479,1019
2007-03-01,491,2446
2007-03-01,492,1986
2007-03-01,493,4368
2007-03-01,501,3281
2007-03-01,502,3021
2007-03-01,511,2614
2007-03-01,512,2070
2007-03-01,521,844
2007-03-01,522,1619
2007-03-01,523,1557
2007-03-01,524,1610
2007-03-01,530,1725
2007-03-01,551,1423
2007-03-01,552,1037
2007-03-01,561,907
2007-03-01,562,1216
2007-03-01,581,1696
2007-03-01,591,1400
2007-03-01,592,1281
2007-03-01,601,1308
2007-03-01,602,2382
2007-03-01,611,3431
2007-03-01,612,2182
2007-03-01,613,1361
2007-03-01,614,1959
2007-03-01,619,1659
2007-03-01,620,2109
2007-03-01,631,1868
2007-03-01,639,1402
2007-03-01,641,3100
2007-03-01,642,1871
2007-03-01,643,2660
2007-03-01,649,1569
2007-03-01,651,2038
2007-03-01,652,2446
2007-03-01,653,2022
2007-03-01,661,1750
2007-03-01,662,1177
2007-03-01,663,1914
2007-03-01,681,1206
2007-03-01,682,1188
2007-03-01,691,1080
2007-03-01,692,1190
2007-03-01,702,1168
2007-03-01,711,1170
2007-03-01,712,1526
2007-03-01,721,1879
2007-03-01,722,1379
2007-03-01,731,1370
2007-03-01,732,1544
2007-03-01,741,941
2007-03-01,742,1149
2007-03-01,749,1151
2007-03-01,750,808
2007-03-01,771,1901
2007-03-01,772,864
2007-03-01,773,1505
2007-03-01,774,1809
2007-03-01,780,1155
2007-03-01,791,1294
2007-03-01,801,1079
2007-03-01,811,1075
2007-03-01,812,913
2007-03-01,813,814
2007-03-01,821,1113
2007-03-01,822,1005
2007-03-01,823,1178
2007-03-01,829,1270
2007-03-01,851,1012
2007-03-01,852,888
2007-03-01,853,555
2007-03-01,854,884
2007-03-01,855,804
2007-03-01,861,1636
2007-03-01,862,1100
2007-03-01,863,1481
2007-03-01,864,1424
2007-03-01,869,1467
2007-03-01,870,1273
2007-03-01,880,1139
2007-03-01,900,886
2007-03-01,910,1179
2007-03-01,920,1468
2007-03-01,931,1259
2007-03-01,939,728
2007-03-01,941,1439
2007-03-01,942,1729
2007-03-01,949,1369
2007-03-01,951,1219
2007-03-01,952,1134
2007-03-01,960,926
2007-03-01,999,1187
2007-04-01,11,880
2007-04-01,12,865
2007-04-01,13,1176
2007-04-01,14,952
2007-04-01,16,688
2007-04-01,17,1059
2007-04-01,21,860
2007-04-01,22,800
2007-04-01,24,827
2007-04-01,31,2508
2007-04-01,32,864
2007-04-01,51,1166
2007-04-01,61,6431
2007-04-01,62,9670
2007-04-01,71,-99
2007-04-01,72,3044
2007-04-01,81,1432
2007-04-01,89,1533
2007-04-01,91,3971
2007-04-01,99,1492
2007-04-01,101,1447
2007-04-01,102,1758
2007-04-01,103,1198
2007-04-01,104,2061
2007-04-01,105,2754
2007-04-01,106,1717
2007-04-01,107,1342
2007-04-01,108,1424
2007-04-01,109,1377
2007-04-01,110,1905
2007-04-01,120,1897
2007-04-01,131,1429
2007-04-01,139,1242
2007-04-01,141,1157
2007-04-01,142,1082
2007-04-01,143,1152
2007-04-01,149,1076
2007-04-01,151,1539
2007-04-01,152,1244
2007-04-01,161,980
2007-04-01,162,1171
2007-04-01,170,1883
2007-04-01,181,1545
2007-04-01,182,3656
2007-04-01,191,1703
2007-04-01,192,2653
2007-04-01,201,2410
2007-04-01,202,1958
2007-04-01,203,1193
2007-04-01,204,2504
2007-04-01,210,2840
2007-04-01,221,1569
2007-04-01,222,1650
2007-04-01,231,2073
2007-04-01,239,1493
2007-04-01,241,4353
2007-04-01,242,2647
2007-04-01,243,1570
2007-04-01,251,1183
2007-04-01,252,1692
2007-04-01,259,1380
2007-04-01,261,1215
2007-04-01,262,1350
2007-04-01,263,1427
2007-04-01,264,2707
2007-04-01,265,1543
2007-04-01,266,1420
2007-04-01,267,1545
2007-04-01,268,-99
2007-04-01,271,1669
2007-04-01,272,1393
2007-04-01,273,1869
2007-04-01,274,1187
2007-04-01,275,1518
2007-04-01,279,1355
2007-04-01,281,1687
2007-04-01,282,1510
2007-04-01,291,3866
2007-04-01,292,1564
2007-04-01,293,1840
2007-04-01,301,1154
2007-04-01,302,2775
2007-04-01,303,1796
2007-04-01,309,1293
2007-04-01,310,1193
2007-04-01,321,1183
2007-04-01,322,1266
2007-04-01,323,1157
2007-04-01,324,1223
2007-04-01,329,1327
2007-04-01,331,1357
2007-04-01,332,1890
2007-04-01,351,2845
2007-04-01,352,2952
2007-04-01,353,-99
2007-04-01,360,1853
2007-04-01,370,1649
2007-04-01,381,2405
2007-04-01,382,1438
2007-04-01,390,1332
2007-04-01,410,1065
2007-04-01,421,1683
2007-04-01,422,1354
2007-04-01,429,1361
2007-04-01,431,1445
2007-04-01,432,1148
2007-04-01,433,916
2007-04-01,439,1251
2007-04-01,451,1661
2007-04-01,452,1292
2007-04-01,453,1239
2007-04-01,454,1200
2007-04-01,461,1279
2007-04-01,462,1199
2007-04-01,463,1231
2007-04-01,464,1315
2007-04-01,465,1433
2007-04-01,466,1266
2007-04-01,469,1315
2007-04-01,471,1367
2007-04-01,472,1032
2007-04-01,473,1424
2007-04-01,474,1181
2007-04-01,475,1232
2007-04-01,476,1190
2007-04-01,477,1209
2007-04-01,478,921
2007-04-01,479,1030
2007-04-01,491,2547
2007-04-01,492,2102
2007-04-01,493,4848
2007-04-01,501,3181
2007-04-01,502,3137
2007-04-01,511,2826
2007-04-01,512,2201
2007-04-01,521,891
2007-04-01,522,1583
2007-04-01,523,1602
2007-04-01,524,1627
2007-04-01,530,1849
2007-04-01,551,1451
2007-04-01,552,1047
2007-04-01,561,938
2007-04-01,562,1244
2007-04-01,581,1756
2007-04-01,591,1389
2007-04-01,592,1331
2007-04-01,601,1316
2007-04-01,602,2486
2007-04-01,611,2558
2007-04-01,612,2388
2007-04-01,613,1664
2007-04-01,614,1669
2007-04-01,619,2326
2007-04-01,620,2188
2007-04-01,631,1787
2007-04-01,639,1439
2007-04-01,641,3632
2007-04-01,642,2505
2007-04-01,643,1800
2007-04-01,649,1637
2007-04-01,651,2077
2007-04-01,652,2316
2007-04-01,653,1855
2007-04-01,661,1799
2007-04-01,662,1177
2007-04-01,663,2004
2007-04-01,681,1215
2007-04-01,682,1198
2007-04-01,691,1090
2007-04-01,692,1192
2007-04-01,702,1172
2007-04-01,711,1182
2007-04-01,712,1581
2007-04-01,721,1906
2007-04-01,722,1402
2007-04-01,731,1420
2007-04-01,732,1569
2007-04-01,741,1062
2007-04-01,742,1145
2007-04-01,749,1066
2007-04-01,750,816
2007-04-01,771,1979
2007-04-01,772,917
2007-04-01,773,1533
2007-04-01,774,1933
2007-04-01,780,1165
2007-04-01,791,1286
2007-04-01,801,1127
2007-04-01,811,1011
2007-04-01,812,913
2007-04-01,813,770
2007-04-01,821,1085
2007-04-01,822,1057
2007-04-01,823,885
2007-04-01,829,1259
2007-04-01,851,1101
2007-04-01,852,963
2007-04-01,853,608
2007-04-01,854,917
2007-04-01,855,869
2007-04-01,861,1655
2007-04-01,862,1119
2007-04-01,863,1499
2007-04-01,864,1446
2007-04-01,869,1488
2007-04-01,870,1283
2007-04-01,880,1154
2007-04-01,900,867
2007-04-01,910,1197
2007-04-01,920,1530
2007-04-01,931,1269
2007-04-01,939,758
2007-04-01,941,1484
2007-04-01,942,1751
2007-04-01,949,1404
2007-04-01,951,1230
2007-04-01,952,1138
2007-04-01,960,944
2007-04-01,999,1202
2007-05-01,11,891
2007-05-01,12,885
2007-05-01,13,1208
2007-05-01,14,958
2007-05-01,16,796
2007-05-01,17,1036
2007-05-01,21,892
2007-05-01,22,816
2007-05-01,24,862
2007-05-01,31,2601
2007-05-01,32,844
2007-05-01,51,1283
2007-05-01,61,6221
2007-05-01,62,7678
2007-05-01,71,-99
2007-05-01,72,3044
2007-05-01,81,1552
2007-05-01,89,1627
2007-05-01,91,3945
2007-05-01,99,1610
2007-05-01,101,1538
2007-05-01,102,1787
2007-05-01,103,1343
2007-05-01,104,2121
2007-05-01,105,2725
2007-05-01,106,1860
2007-05-01,107,1424
2007-05-01,108,1460
2007-05-01,109,1456
2007-05-01,110,1980
2007-05-01,120,1926
2007-05-01,131,1533
2007-05-01,139,1348
2007-05-01,141,1191
2007-05-01,142,1272
2007-05-01,143,1256
2007-05-01,149,1069
2007-05-01,151,1811
2007-05-01,152,1389
2007-05-01,161,1100
2007-05-01,162,1287
2007-05-01,170,2021
2007-05-01,181,1665
2007-05-01,182,3366
2007-05-01,191,1740
2007-05-01,192,2770
2007-05-01,201,2502
2007-05-01,202,2003
2007-05-01,203,1314
2007-05-01,204,2617
2007-05-01,210,2866
2007-05-01,221,1484
2007-05-01,222,1919
2007-05-01,231,2131
2007-05-01,239,1651
2007-05-01,241,3336
2007-05-01,242,2945
2007-05-01,243,1973
2007-05-01,251,1415
2007-05-01,252,2030
2007-05-01,259,1700
2007-05-01,261,1479
2007-05-01,262,1375
2007-05-01,263,1805
2007-05-01,264,2776
2007-05-01,265,1782
2007-05-01,266,1625
2007-05-01,267,1673
2007-05-01,268,-99
2007-05-01,271,2048
2007-05-01,272,1457
2007-05-01,273,2218
2007-05-01,274,1392
2007-05-01,275,1765
2007-05-01,279,1600
2007-05-01,281,2020
2007-05-01,282,1862
2007-05-01,291,4089
2007-05-01,292,1923
2007-05-01,293,2248
2007-05-01,301,1254
2007-05-01,302,2946
2007-05-01,303,1801
2007-05-01,309,1584
2007-05-01,310,1343
2007-05-01,321,1264
2007-05-01,322,1444
2007-05-01,323,1240
2007-05-01,324,1442
2007-05-01,329,1488
2007-05-01,331,1580
2007-05-01,332,2216
2007-05-01,351,2972
2007-05-01,352,2968
2007-05-01,353,-99
